recnum,date_time,Year,Longitude,Latitude,station_id,region,Agency,Program,I_Index,J_Index,K_Index,No_Layers,Sigma_layer_thickness,water_depth_m,TP_ugL,TP_mgL,sample_depth,Model_source
1546,4/10/2013,2013,-76.51722,43.75,,offshore,ECCC,ECCC,233,98,10,10,6.3904,63.904,6.7,0.0067,58.4,LOTP
1614,4/10/2013,2013,-76.79472,43.40778,,offshore,ECCC,ECCC,217,76,1,10,6.8871,68.871,6.1,0.0061,1,LOTP
1618,4/10/2013,2013,-76.79586,43.40864,PSN 67,offshore,ECCC,GLSP,217,76,1,10,6.8871,68.871,6.1,0.0061,1,LOTP
1686,4/10/2013,2013,-77.43806,43.32833,,offshore,ECCC,ECCC,181,58,1,10,8.4878,84.878,6.7,0.0067,1,LOTP
1687,4/10/2013,2013,-77.43806,43.32833,,offshore,ECCC,ECCC,181,58,1,10,8.4878,84.878,5.7,0.0057,1,LOTP
2001,4/10/2013,2013,-76.52556,43.55,,offshore,ECCC,ECCC,231,85,1,10,11.5209,115.209,5.8,0.0058,1,LOTP
2002,4/10/2013,2013,-76.52497,43.55003,PSN 72,offshore,ECCC,GLSP,231,85,1,10,11.5209,115.209,5.8,0.0058,1,LOTP
2451,4/10/2013,2013,-77.19972,43.57972,,offshore,ECCC,ECCC,194,89,1,10,14.3209,143.209,6.3,0.0063,1,LOTP
2452,4/10/2013,2013,-77.19972,43.57972,,offshore,ECCC,ECCC,194,89,1,10,14.3209,143.209,6.4,0.0064,10,LOTP
2453,4/10/2013,2013,-77.19972,43.57972,,offshore,ECCC,ECCC,194,89,2,10,14.3209,143.209,6.3,0.0063,25,LOTP
2454,4/10/2013,2013,-77.19972,43.57972,,offshore,ECCC,ECCC,194,89,10,10,14.3209,143.209,6,0.006,142,LOTP
2455,4/10/2013,2013,-77.19972,43.57972,,offshore,ECCC,ECCC,194,89,10,10,14.3209,143.209,6,0.006,150,LOTP
2473,4/10/2013,2013,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,6.3,0.0063,1,LOTP
2474,4/10/2013,2013,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,6.4,0.0064,10,LOTP
2475,4/10/2013,2013,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,2,10,14.3209,143.209,6.3,0.0063,25,LOTP
2476,4/10/2013,2013,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,10,10,14.3209,143.209,6,0.006,142,LOTP
2477,4/10/2013,2013,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,10,10,14.3209,143.209,6,0.006,150,LOTP
2660,4/10/2013,2013,-77.4353,43.3668,58,offshore,GLWQA,CSMI,181,72,1,10,16.7801,167.801,6.7,0.0067,1,LOTP
2661,4/10/2013,2013,-77.4353,43.3668,58,offshore,GLWQA,CSMI,181,72,1,10,16.7801,167.801,5.7,0.0057,1,LOTP
2677,4/10/2013,2013,-77.29813,43.38153,PSN 59,offshore,ECCC,GLSP,189,74,1,10,17.7701,177.701,5.9,0.0059,1,LOTP
2684,4/10/2013,2013,-76.61917,43.54139,,offshore,ECCC,ECCC,226,85,1,10,17.9781,179.781,5.5,0.0055,1,LOTP
2685,4/10/2013,2013,-76.61917,43.54139,,offshore,ECCC,ECCC,226,85,1,10,17.9781,179.781,5.6,0.0056,1,LOTP
2689,4/10/2013,2013,-76.617667,43.5415,70,offshore,GLWQA,CSMI,226,85,1,10,17.9781,179.781,5.5,0.0055,1,LOTP
2690,4/10/2013,2013,-76.617667,43.5415,70,offshore,GLWQA,CSMI,226,85,1,10,17.9781,179.781,5.6,0.0056,1,LOTP
2784,4/10/2013,2013,-76.73167,43.52944,,offshore,ECCC,ECCC,221,84,1,10,18.7221,187.221,5.7,0.0057,1,LOTP
2785,4/10/2013,2013,-76.73142,43.53011,PSN 68,offshore,ECCC,GLSP,221,84,1,10,18.7221,187.221,5.7,0.0057,1,LOTP
2795,4/10/2013,2013,-77.4375,43.44222,,offshore,ECCC,ECCC,180,78,1,10,19.53,195.3,6.6,0.0066,1,LOTP
2806,4/10/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,1,10,19.53,195.3,6.6,0.0066,1,LOTP
2931,4/10/2013,2013,-76.7147,43.6053,69,offshore,GLWQA,CSMI,222,89,1,10,19.6068,196.068,5.7,0.0057,1,LOTP
2942,4/10/2013,2013,-76.71306,43.60583,,offshore,ECCC,ECCC,222,89,1,10,19.6068,196.068,5.7,0.0057,1,LOTP
218,4/11/2013,2013,-78.05083,43.94944,,nearshore,ECCC,ECCC,143,108,1,8,1.033,8.264,5.1,0.0051,1,LOEM
224,4/11/2013,2013,-78.05,43.95,ON43N,nearshore,USEPA,GLNPO,143,108,1,8,1.033,8.264,5.1,0.0051,1,LOEM
360,4/11/2013,2013,-76.9992,43.8783,62,nearshore,GLWQA,CSMI,209,110,1,10,1.1873,11.873,4.5,0.0045,1,LOTP
364,4/11/2013,2013,-76.99972,43.87972,,nearshore,ECCC,ECCC,209,110,1,10,1.1873,11.873,4.5,0.0045,1,LOTP
624,4/11/2013,2013,-77.58833,43.95139,,nearshore,ECCC,ECCC,166,112,1,10,1.7575,17.575,4.7,0.0047,1,LOTP
625,4/11/2013,2013,-77.58831,43.95156,PSN 47,nearshore,ECCC,GLSP,166,112,1,10,1.7575,17.575,4.7,0.0047,1,LOTP
664,4/11/2013,2013,-76.61056,44.14083,,nearshore,ECCC,ECCC,233,126,1,10,1.8421,18.421,4.3,0.0043,1,LOTP
665,4/11/2013,2013,-76.6095,44.1412,80,nearshore,GLWQA,CSMI,233,126,1,10,1.8421,18.421,4.3,0.0043,1,LOTP
669,4/11/2013,2013,-76.52111,44.07472,,nearshore,ECCC,ECCC,236,120,1,10,1.8642,18.642,4,0.004,1,LOTP
670,4/11/2013,2013,-76.52133,44.07483,PSN 79,nearshore,ECCC,GLSP,236,120,1,10,1.8642,18.642,4,0.004,1,LOTP
729,4/11/2013,2013,-76.23492,43.9331,PSN 98,nearshore,ECCC,GLSP,249,108,1,10,2.0493,20.493,5.8,0.0058,1,LOTP
730,4/11/2013,2013,-76.23492,43.9331,PSN 98,nearshore,ECCC,GLSP,249,108,5,10,2.0493,20.493,5.8,0.0058,10,LOTP
731,4/11/2013,2013,-76.23492,43.9331,PSN 98,nearshore,ECCC,GLSP,249,108,10,10,2.0493,20.493,4.6,0.0046,19.4,LOTP
748,4/11/2013,2013,-76.23278,43.935,,nearshore,ECCC,ECCC,249,108,1,10,2.0493,20.493,5.8,0.0058,1,LOTP
749,4/11/2013,2013,-76.23278,43.935,,nearshore,ECCC,ECCC,249,108,5,10,2.0493,20.493,5.8,0.0058,10,LOTP
750,4/11/2013,2013,-76.23278,43.935,,nearshore,ECCC,ECCC,249,108,10,10,2.0493,20.493,4.6,0.0046,19.4,LOTP
800,4/11/2013,2013,-76.81139,44.06611,,nearshore,ECCC,ECCC,221,122,1,10,2.3466,23.466,4.3,0.0043,1,LOTP
801,4/11/2013,2013,-76.81139,44.06611,,nearshore,ECCC,ECCC,221,122,1,10,2.3466,23.466,4.2,0.0042,1,LOTP
802,4/11/2013,2013,-76.81139,44.06647,PSN 82,nearshore,ECCC,GLSP,221,122,1,10,2.3466,23.466,4.3,0.0043,1,LOTP
803,4/11/2013,2013,-76.81139,44.06647,PSN 82,nearshore,ECCC,GLSP,221,122,1,10,2.3466,23.466,4.2,0.0042,1,LOTP
815,4/11/2013,2013,-76.4075,43.95667,,nearshore,ECCC,ECCC,241,110,1,10,2.3917,23.917,4.3,0.0043,1,LOTP
816,4/11/2013,2013,-76.4082,43.957,77,nearshore,GLWQA,CSMI,241,110,1,10,2.3917,23.917,4.3,0.0043,1,LOTP
956,4/11/2013,2013,-76.82556,44.13583,,offshore,ECCC,ECCC,221,127,1,10,3.2977,32.977,5.4,0.0054,1,LOTP
957,4/11/2013,2013,-76.82556,44.13583,,offshore,ECCC,ECCC,221,127,4,10,3.2977,32.977,5.1,0.0051,10,LOTP
958,4/11/2013,2013,-76.82556,44.13583,,offshore,ECCC,ECCC,221,127,8,10,3.2977,32.977,5.1,0.0051,25,LOTP
959,4/11/2013,2013,-76.82556,44.13583,,offshore,ECCC,ECCC,221,127,10,10,3.2977,32.977,4.9,0.0049,49,LOTP
960,4/11/2013,2013,-76.82556,44.13583,,offshore,ECCC,ECCC,221,127,10,10,3.2977,32.977,5.1,0.0051,57,LOTP
967,4/11/2013,2013,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,1,10,3.2977,32.977,5.4,0.0054,1,LOTP
968,4/11/2013,2013,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,4,10,3.2977,32.977,5.1,0.0051,10,LOTP
969,4/11/2013,2013,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,8,10,3.2977,32.977,5.1,0.0051,25,LOTP
970,4/11/2013,2013,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,10,10,3.2977,32.977,4.9,0.0049,49,LOTP
971,4/11/2013,2013,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,10,10,3.2977,32.977,5.1,0.0051,57,LOTP
988,4/11/2013,2013,-76.35472,43.8425,,offshore,ECCC,ECCC,242,103,1,10,3.3095,33.095,5.7,0.0057,1,LOTP
989,4/11/2013,2013,-76.35472,43.8425,,offshore,ECCC,ECCC,242,103,1,10,3.3095,33.095,5.2,0.0052,1,LOTP
991,4/11/2013,2013,-76.35474,43.84325,PSN 75,offshore,ECCC,GLSP,242,103,1,10,3.3095,33.095,5.7,0.0057,1,LOTP
992,4/11/2013,2013,-76.35474,43.84325,PSN 75,offshore,ECCC,GLSP,242,103,1,10,3.3095,33.095,5.2,0.0052,1,LOTP
1000,4/11/2013,2013,-76.734,43.886,ON84N,offshore,USEPA,GLNPO,223,108,1,10,3.4369,34.369,4.4,0.0044,1,LOTP
1003,4/11/2013,2013,-76.73278,43.88611,,offshore,ECCC,ECCC,223,108,1,10,3.4369,34.369,4.4,0.0044,1,LOTP
1014,4/11/2013,2013,-76.67167,44.01556,,offshore,ECCC,ECCC,228,117,1,10,3.5354,35.354,4.2,0.0042,1,LOTP
1015,4/11/2013,2013,-76.67167,44.01556,,offshore,ECCC,ECCC,228,117,3,10,3.5354,35.354,4.2,0.0042,10,LOTP
1016,4/11/2013,2013,-76.67167,44.01556,,offshore,ECCC,ECCC,228,117,8,10,3.5354,35.354,4.2,0.0042,25,LOTP
1017,4/11/2013,2013,-76.67167,44.01556,,offshore,ECCC,ECCC,228,117,10,10,3.5354,35.354,4.3,0.0043,32.2,LOTP
1018,4/11/2013,2013,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,1,10,3.5354,35.354,4.2,0.0042,1,LOTP
1019,4/11/2013,2013,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,3,10,3.5354,35.354,4.2,0.0042,10,LOTP
1020,4/11/2013,2013,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,8,10,3.5354,35.354,4.2,0.0042,25,LOTP
1021,4/11/2013,2013,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,10,10,3.5354,35.354,4.3,0.0043,32.2,LOTP
1214,4/11/2013,2013,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,1,10,4.659,46.59,4.4,0.0044,1,LOTP
1215,4/11/2013,2013,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,1,10,4.659,46.59,4.3,0.0043,1,LOTP
1216,4/11/2013,2013,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,3,10,4.659,46.59,4.2,0.0042,10,LOTP
1217,4/11/2013,2013,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,6,10,4.659,46.59,4.3,0.0043,25,LOTP
1218,4/11/2013,2013,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,10,10,4.659,46.59,4.2,0.0042,42,LOTP
1219,4/11/2013,2013,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,10,10,4.659,46.59,4.3,0.0043,50,LOTP
1227,4/11/2013,2013,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,1,10,4.659,46.59,4.4,0.0044,1,LOTP
1228,4/11/2013,2013,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,1,10,4.659,46.59,4.3,0.0043,1,LOTP
1229,4/11/2013,2013,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,3,10,4.659,46.59,4.2,0.0042,10,LOTP
1230,4/11/2013,2013,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,6,10,4.659,46.59,4.3,0.0043,25,LOTP
1231,4/11/2013,2013,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,9,10,4.659,46.59,4.2,0.0042,42,LOTP
1232,4/11/2013,2013,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,10,10,4.659,46.59,4.3,0.0043,50,LOTP
1302,4/11/2013,2013,-77.43833,43.77194,,offshore,ECCC,ECCC,177,102,1,10,5.3521,53.521,4.6,0.0046,1,LOTP
1312,4/11/2013,2013,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,1,10,5.3521,53.521,4.6,0.0046,1,LOTP
1623,4/11/2013,2013,-77.78444,43.81972,,offshore,ECCC,ECCC,156,102,1,10,7.2162,72.162,4.9,0.0049,1,LOTP
1625,4/11/2013,2013,-77.78351,43.82001,PSN 45,offshore,ECCC,GLSP,156,102,1,10,7.2162,72.162,4.9,0.0049,1,LOTP
202,4/12/2013,2013,-79.36361,43.63667,,nearshore,ECCC,ECCC,62,104,2,8,0.98725,7.898,15.9,0.0159,1,LOEM
203,4/12/2013,2013,-79.36175,43.63801,PSN 725,nearshore,ECCC,GLSP,62,104,2,8,0.98725,7.898,15.9,0.0159,1,LOEM
214,4/12/2013,2013,-79.37843,43.63201,PSN 726,nearshore,ECCC,GLSP,61,104,2,8,1.003875,8.031,14.7,0.0147,1,LOEM
217,4/12/2013,2013,-79.37833,43.6325,,nearshore,ECCC,ECCC,61,104,1,8,1.003875,8.031,14.7,0.0147,1,LOEM
703,4/12/2013,2013,-78.46083,43.88639,,nearshore,ECCC,ECCC,122,107,1,10,1.9575,19.575,5,0.005,1,LOEM
704,4/12/2013,2013,-78.46083,43.88639,,nearshore,ECCC,ECCC,122,107,1,10,1.9575,19.575,4.8,0.0048,1,LOEM
705,4/12/2013,2013,-78.46083,43.88639,,nearshore,ECCC,ECCC,122,107,6,10,1.9575,19.575,4.7,0.0047,10,LOEM
706,4/12/2013,2013,-78.46083,43.88639,,nearshore,ECCC,ECCC,122,107,9,10,1.9575,19.575,4.7,0.0047,16,LOEM
707,4/12/2013,2013,-78.45999,43.88659,PSN 31,nearshore,ECCC,GLSP,122,107,1,10,1.9575,19.575,5,0.005,1,LOEM
708,4/12/2013,2013,-78.45999,43.88659,PSN 31,nearshore,ECCC,GLSP,122,107,1,10,1.9575,19.575,4.8,0.0048,1,LOEM
709,4/12/2013,2013,-78.45999,43.88659,PSN 31,nearshore,ECCC,GLSP,122,107,6,10,1.9575,19.575,4.7,0.0047,10,LOEM
710,4/12/2013,2013,-78.45999,43.88659,PSN 31,nearshore,ECCC,GLSP,122,107,9,10,1.9575,19.575,4.7,0.0047,16,LOEM
653,4/15/2013,2013,-79.65778,43.42444,,nearshore,ECCC,ECCC,33,96,1,10,1.8224,18.224,10.2,0.0102,1,LOEM
656,4/15/2013,2013,-79.6577,43.42493,PSN 5,nearshore,ECCC,GLSP,33,96,1,10,1.8224,18.224,10.2,0.0102,1,LOEM
831,4/15/2013,2013,-79.62111,43.26806,,nearshore,ECCC,ECCC,28,83,1,10,2.4314,24.314,6.1,0.0061,1,LOEM
832,4/15/2013,2013,-79.62111,43.26806,,nearshore,ECCC,ECCC,28,83,5,10,2.4314,24.314,6,0.006,10,LOEM
833,4/15/2013,2013,-79.62111,43.26806,,nearshore,ECCC,ECCC,28,83,9,10,2.4314,24.314,5.9,0.0059,21,LOEM
839,4/15/2013,2013,-79.61991,43.26828,PSN 3,nearshore,ECCC,GLSP,28,83,1,10,2.4314,24.314,6.1,0.0061,1,LOEM
840,4/15/2013,2013,-79.61991,43.26828,PSN 3,nearshore,ECCC,GLSP,28,83,5,10,2.4314,24.314,6,0.006,10,LOEM
841,4/15/2013,2013,-79.61991,43.26828,PSN 3,nearshore,ECCC,GLSP,28,83,9,10,2.4314,24.314,5.9,0.0059,21,LOEM
866,4/15/2013,2013,-79.7525,43.3125,,nearshore,ECCC,ECCC,20,90,1,10,2.5491,25.491,8.8,0.0088,1,LOEM
867,4/15/2013,2013,-79.75174,43.31305,PSN 1,nearshore,ECCC,GLSP,20,90,1,10,2.5491,25.491,8.8,0.0088,1,LOEM
1371,4/15/2013,2013,-79.66517,43.3397,PSN 2,offshore,ECCC,GLSP,28,90,1,10,5.6559,56.559,11,0.011,1,LOEM
1372,4/15/2013,2013,-79.66517,43.3397,PSN 2,offshore,ECCC,GLSP,28,90,1,10,5.6559,56.559,13.2,0.0132,1,LOEM
1399,4/15/2013,2013,-79.665,43.33917,,offshore,ECCC,ECCC,28,89,1,10,5.8576,58.576,11,0.011,1,LOEM
1400,4/15/2013,2013,-79.665,43.33917,,offshore,ECCC,ECCC,28,89,1,10,5.8576,58.576,13.2,0.0132,1,LOEM
1501,4/15/2013,2013,-79.53083,43.46639,,offshore,ECCC,ECCC,45,96,1,10,6.3275,63.275,5.2,0.0052,1,LOEM
1504,4/15/2013,2013,-79.52986,43.46773,PSN 6,offshore,ECCC,GLSP,45,96,1,10,6.3275,63.275,5.2,0.0052,1,LOEM
1958,4/15/2013,2013,-79.40444,43.41639,,offshore,ECCC,ECCC,51,89,1,10,10.9703,109.703,5.2,0.0052,1,LOEM
1959,4/15/2013,2013,-79.40444,43.41639,,offshore,ECCC,ECCC,51,89,1,10,10.9703,109.703,5.4,0.0054,10,LOEM
1960,4/15/2013,2013,-79.40444,43.41639,,offshore,ECCC,ECCC,51,89,3,10,10.9703,109.703,6.1,0.0061,25,LOEM
1961,4/15/2013,2013,-79.40444,43.41639,,offshore,ECCC,ECCC,51,89,9,10,10.9703,109.703,4.7,0.0047,95,LOEM
1962,4/15/2013,2013,-79.40444,43.41639,,offshore,ECCC,ECCC,51,89,10,10,10.9703,109.703,4.8,0.0048,103,LOEM
1963,4/15/2013,2013,-79.40043,43.41662,PSN 13,offshore,ECCC,GLSP,52,89,1,10,11.1104,111.104,5.2,0.0052,1,LOEM
1964,4/15/2013,2013,-79.40043,43.41662,PSN 13,offshore,ECCC,GLSP,52,89,1,10,11.1104,111.104,5.4,0.0054,10,LOEM
1965,4/15/2013,2013,-79.40043,43.41662,PSN 13,offshore,ECCC,GLSP,52,89,3,10,11.1104,111.104,6.1,0.0061,25,LOEM
1966,4/15/2013,2013,-79.40043,43.41662,PSN 13,offshore,ECCC,GLSP,52,89,9,10,11.1104,111.104,4.7,0.0047,95,LOEM
1967,4/15/2013,2013,-79.40043,43.41662,PSN 13,offshore,ECCC,GLSP,52,89,10,10,11.1104,111.104,4.8,0.0048,103,LOEM
376,4/16/2013,2013,-79.00444,43.29694,,nearshore,ECCC,ECCC,74,64,1,10,1.2192,12.192,20.8,0.0208,1,LOEM
377,4/16/2013,2013,-79.00444,43.29694,,nearshore,ECCC,ECCC,74,64,9,10,1.2192,12.192,22.1,0.0221,10,LOEM
378,4/16/2013,2013,-79.0052,43.2972,ON22N,nearshore,USEPA,GLNPO,74,64,1,10,1.2192,12.192,20.8,0.0208,1,LOEM
379,4/16/2013,2013,-79.0052,43.2972,ON22N,nearshore,USEPA,GLNPO,74,64,10,10,1.2192,12.192,22.1,0.0221,10,LOEM
409,4/16/2013,2013,-79.19472,43.25472,,nearshore,ECCC,ECCC,58,67,1,10,1.2252,12.252,16.3,0.0163,1,LOEM
410,4/16/2013,2013,-79.19472,43.25472,,nearshore,ECCC,ECCC,58,67,1,10,1.2252,12.252,16.2,0.0162,1,LOEM
411,4/16/2013,2013,-79.19472,43.25472,,nearshore,ECCC,ECCC,58,67,9,10,1.2252,12.252,15,0.015,10,LOEM
412,4/16/2013,2013,-79.19484,43.25486,PSN 86,nearshore,ECCC,GLSP,58,67,1,10,1.2252,12.252,16.3,0.0163,1,LOEM
413,4/16/2013,2013,-79.19484,43.25486,PSN 86,nearshore,ECCC,GLSP,58,67,1,10,1.2252,12.252,16.2,0.0162,1,LOEM
414,4/16/2013,2013,-79.19484,43.25486,PSN 86,nearshore,ECCC,GLSP,58,67,9,10,1.2252,12.252,15,0.015,10,LOEM
444,4/16/2013,2013,-79.11972,43.30056,,nearshore,ECCC,ECCC,65,73,1,10,1.4277,14.277,9.1,0.0091,1,LOEM
445,4/16/2013,2013,-79.11957,43.30062,PSN 21,nearshore,ECCC,GLSP,65,73,1,10,1.4277,14.277,9.1,0.0091,1,LOEM
470,4/16/2013,2013,-79.45278,43.62333,,nearshore,ECCC,ECCC,56,105,1,10,1.5142,15.142,6.6,0.0066,1,LOEM
471,4/16/2013,2013,-79.45278,43.62333,,nearshore,ECCC,ECCC,56,105,1,10,1.5142,15.142,7,0.007,1,LOEM
472,4/16/2013,2013,-79.45278,43.62333,,nearshore,ECCC,ECCC,56,105,7,10,1.5142,15.142,7.9,0.0079,10,LOEM
473,4/16/2013,2013,-79.45278,43.62333,,nearshore,ECCC,ECCC,56,105,9,10,1.5142,15.142,9.6,0.0096,12.8,LOEM
474,4/16/2013,2013,-79.4525,43.6238,8,nearshore,GLWQA,CSMI,56,105,1,10,1.5142,15.142,6.6,0.0066,1,LOEM
475,4/16/2013,2013,-79.4525,43.6238,8,nearshore,GLWQA,CSMI,56,105,1,10,1.5142,15.142,7,0.007,1,LOEM
476,4/16/2013,2013,-79.4525,43.6238,8,nearshore,GLWQA,CSMI,56,105,7,10,1.5142,15.142,7.9,0.0079,10,LOEM
477,4/16/2013,2013,-79.4525,43.6238,8,nearshore,GLWQA,CSMI,56,105,9,10,1.5142,15.142,9.6,0.0096,12.8,LOEM
676,4/16/2013,2013,-78.86944,43.82972,,nearshore,ECCC,ECCC,98,107,1,10,1.9091,19.091,5.8,0.0058,1,LOEM
894,4/16/2013,2013,-78.871,43.819,ON29N,offshore,USEPA,GLNPO,98,106,1,10,3.0198,30.198,5.8,0.0058,1,LOEM
1122,4/16/2013,2013,-79.08389,43.74944,,offshore,ECCC,ECCC,83,106,1,10,3.8696,38.696,5.7,0.0057,1,LOEM
1123,4/16/2013,2013,-79.08389,43.74944,,offshore,ECCC,ECCC,83,106,7,10,3.8696,38.696,5.5,0.0055,25,LOEM
1124,4/16/2013,2013,-79.08389,43.74944,,offshore,ECCC,ECCC,83,106,10,10,3.8696,38.696,4.9,0.0049,43,LOEM
1125,4/16/2013,2013,-79.08357,43.74963,PSN 85,offshore,ECCC,GLSP,83,106,1,10,3.8696,38.696,5.7,0.0057,1,LOEM
1126,4/16/2013,2013,-79.08357,43.74963,PSN 85,offshore,ECCC,GLSP,83,106,7,10,3.8696,38.696,5.5,0.0055,25,LOEM
1127,4/16/2013,2013,-79.08357,43.74963,PSN 85,offshore,ECCC,GLSP,83,106,10,10,3.8696,38.696,4.9,0.0049,43,LOEM
1168,4/16/2013,2013,-78.66151,43.82977,PSN 30,offshore,ECCC,GLSP,110,105,1,10,3.9755,39.755,5.3,0.0053,1,LOEM
1172,4/16/2013,2013,-78.66194,43.83,,offshore,ECCC,ECCC,110,105,1,10,3.9755,39.755,5.3,0.0053,1,LOEM
1410,4/16/2013,2013,-79.3946,43.5867,ON09N,offshore,USEPA,GLNPO,58,101,1,10,6.0542,60.542,6.3,0.0063,1,LOEM
1427,4/16/2013,2013,-79.39528,43.58694,,offshore,ECCC,ECCC,58,101,1,10,6.0542,60.542,6.3,0.0063,1,LOEM
1472,4/16/2013,2013,-78.855,43.775,,offshore,ECCC,ECCC,98,103,1,10,6.2993,62.993,7.5,0.0075,1,LOEM
1476,4/16/2013,2013,-78.8531,43.7751,28,offshore,GLWQA,CSMI,98,103,1,10,6.2993,62.993,7.5,0.0075,1,LOEM
1813,4/16/2013,2013,-78.95694,43.70306,,offshore,ECCC,ECCC,90,101,1,10,9.54,95.4,5.1,0.0051,1,LOEM
1814,4/16/2013,2013,-78.95694,43.70306,,offshore,ECCC,ECCC,90,101,1,10,9.54,95.4,6.3,0.0063,1,LOEM
1815,4/16/2013,2013,-78.95629,43.70321,PSN 27,offshore,ECCC,GLSP,90,101,1,10,9.54,95.4,5.1,0.0051,1,LOEM
1816,4/16/2013,2013,-78.95629,43.70321,PSN 27,offshore,ECCC,GLSP,90,101,1,10,9.54,95.4,6.3,0.0063,1,LOEM
1831,4/16/2013,2013,-79.31222,43.58444,,offshore,ECCC,ECCC,64,99,1,10,9.6126,96.126,5.2,0.0052,1,LOEM
1834,4/16/2013,2013,-79.31247,43.58473,PSN 11,offshore,ECCC,GLSP,64,99,1,10,9.6126,96.126,5.2,0.0052,1,LOEM
1870,4/16/2013,2013,-79.35306,43.50278,,offshore,ECCC,ECCC,58,94,1,10,10.6864,106.864,4.8,0.0048,1,LOEM
1882,4/16/2013,2013,-79.352,43.503,ON12,offshore,USEPA,GLNPO,58,94,1,10,10.6864,106.864,4.8,0.0048,1,LOEM
2021,4/16/2013,2013,-79.017,43.60814,PSN 26,offshore,ECCC,GLSP,84,95,1,10,12.0319,120.319,7.9,0.0079,1,LOEM
2022,4/16/2013,2013,-79.017,43.60814,PSN 26,offshore,ECCC,GLSP,84,95,1,10,12.0319,120.319,5.5,0.0055,1,LOEM
2026,4/16/2013,2013,-79.01611,43.60861,,offshore,ECCC,ECCC,84,95,1,10,12.0319,120.319,7.9,0.0079,1,LOEM
2027,4/16/2013,2013,-79.01611,43.60861,,offshore,ECCC,ECCC,84,95,1,10,12.0319,120.319,5.5,0.0055,1,LOEM
2035,4/16/2013,2013,-79.12783,43.43996,PSN 24,offshore,ECCC,GLSP,71,84,1,10,12.5892,125.892,5.4,0.0054,1,LOEM
2037,4/16/2013,2013,-79.12722,43.44,,offshore,ECCC,ECCC,71,84,1,10,12.5892,125.892,5.4,0.0054,1,LOEM
2171,4/16/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,6.4,0.0064,1,LOEM
2172,4/16/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,6,0.006,10,LOEM
2173,4/16/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,6.6,0.0066,126,LOEM
2174,4/16/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,5.6,0.0056,134,LOEM
2259,4/16/2013,2013,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,5.6,0.0056,1,LOEM
2290,4/16/2013,2013,-79.08028,43.51694,,offshore,ECCC,ECCC,77,89,1,10,13.8518,138.518,5.6,0.0056,1,LOEM
2347,4/16/2013,2013,-78.80222,43.59694,,offshore,ECCC,ECCC,97,90,1,10,13.8647,138.647,6.4,0.0064,1,LOEM
2348,4/16/2013,2013,-78.80222,43.59694,,offshore,ECCC,ECCC,97,90,1,10,13.8647,138.647,6,0.006,10,LOEM
2349,4/16/2013,2013,-78.80222,43.59694,,offshore,ECCC,ECCC,97,90,10,10,13.8647,138.647,6.6,0.0066,126,LOEM
2350,4/16/2013,2013,-78.80222,43.59694,,offshore,ECCC,ECCC,97,90,10,10,13.8647,138.647,5.6,0.0056,134,LOEM
53,4/17/2013,2013,-79.7984,43.2816,ON02HB9077,nearshore,ECCC,Hamilton,15,89,2,3,1.064,3.192,57,0.057,1,LOEM
