recnum,date_time,Year,Longitude,Latitude,station_id,region,Agency,Program,I_Index,J_Index,K_Index,No_Layers,Sigma_layer_thickness,water_depth_m,TP_ugL,TP_mgL,sample_depth,Model_source
54,9/5/2013,2013,-79.7984,43.2816,ON02HB9077,nearshore,ECCC,Hamilton,15,89,2,3,1.064,3.192,56.7,0.0567,1,LOEM
56,9/5/2013,2013,-79.84306,43.28639,,nearshore,ECCC,ECCC,12,90,1,3,1.064,3.192,32.4,0.0324,1,LOEM
61,9/5/2013,2013,-79.8388,43.2873,ON02HB9078,nearshore,ECCC,Hamilton,12,90,2,3,1.064,3.192,32.4,0.0324,1,LOEM
66,9/5/2013,2013,-79.815,43.30389,,nearshore,ECCC,ECCC,15,91,1,3,1.064,3.192,44.5,0.0445,1,LOEM
67,9/5/2013,2013,-79.815,43.30389,,nearshore,ECCC,ECCC,15,91,3,3,1.064,3.192,42.9,0.0429,4,LOEM
68,9/5/2013,2013,-79.815,43.30389,,nearshore,ECCC,ECCC,15,91,3,3,1.064,3.192,30.9,0.0309,7.5,LOEM
69,9/5/2013,2013,-79.815,43.30389,,nearshore,ECCC,ECCC,15,91,3,3,1.064,3.192,32.2,0.0322,10,LOEM
78,9/5/2013,2013,-79.8081,43.3078,ON02HB9058,nearshore,ECCC,Hamilton,15,91,2,3,1.064,3.192,44.5,0.0445,1,LOEM
79,9/5/2013,2013,-79.8081,43.3078,ON02HB9058,nearshore,ECCC,Hamilton,15,91,3,3,1.064,3.192,42.9,0.0429,4,LOEM
80,9/5/2013,2013,-79.8081,43.3078,ON02HB9058,nearshore,ECCC,Hamilton,15,91,3,3,1.064,3.192,30.9,0.0309,7.5,LOEM
81,9/5/2013,2013,-79.8081,43.3078,ON02HB9058,nearshore,ECCC,Hamilton,15,91,3,3,1.064,3.192,32.2,0.0322,10,LOEM
952,9/5/2013,2013,-79.87241,43.28063,PSN 909,offshore,ECCC,GLSP,221,127,2,10,3.2977,32.977,32.7,0.0327,1,LOEM
953,9/5/2013,2013,-79.87241,43.28063,PSN 909,offshore,ECCC,GLSP,221,127,2,10,3.2977,32.977,34.3,0.0343,1,LOEM
2948,9/5/2013,2013,-77.31,43.47,SPO,offshore,NYSDEC,BMP,188,80,1,10,20.1881,201.881,6.75,0.00675,0,LOTP
1443,9/6/2013,2013,-78.12,43.41,OON,offshore,NYSDEC,BMP,140,70,1,10,6.2329,62.329,9.25,0.00925,0,LOEM
267,9/9/2013,2013,-76.961,43.289,SOL,nearshore,NYSDEC,BMP,208,51,1,9,1.0261,9.235,8.6,0.0086,0,LOTP
290,9/10/2013,2013,-78.192,43.382,OOL,nearshore,NYSDEC,BMP,136,55,1,10,1.0365,10.365,10,0.01,0,LOEM
886,9/10/2013,2013,-78.87,43.8183,,offshore,GLWQA,LOLA,98,106,2,10,3.0198,30.198,5.486,0.005486,5,LOEM
887,9/10/2013,2013,-78.87,43.8183,,offshore,GLWQA,LOLA,98,106,5,10,3.0198,30.198,3.726,0.003726,15,LOEM
888,9/10/2013,2013,-78.87,43.8183,,offshore,GLWQA,LOLA,98,106,10,10,3.0198,30.198,3.798,0.003798,28.5,LOEM
899,9/10/2013,2013,-78.871,43.819,ON29N,offshore,USEPA,GLNPO,98,106,1,10,3.0198,30.198,5.486,0.005486,2,LOEM
900,9/10/2013,2013,-78.871,43.819,ON29N,offshore,USEPA,GLNPO,98,106,5,10,3.0198,30.198,3.726,0.003726,15,LOEM
901,9/10/2013,2013,-78.871,43.819,ON29N,offshore,USEPA,GLNPO,98,106,10,10,3.0198,30.198,3.798,0.003798,28.5,LOEM
915,9/10/2013,2013,-78.73,43.3599,35,offshore,GLWQA,CSMI,96,67,2,10,3.0324,30.324,7.533,0.007533,2,LOEM
916,9/10/2013,2013,-78.73,43.3599,35,offshore,GLWQA,CSMI,96,67,5,10,3.0324,30.324,6.298,0.006298,15,LOEM
917,9/10/2013,2013,-78.73,43.3599,35,offshore,GLWQA,CSMI,96,67,8,10,3.0324,30.324,4.692,0.004692,24,LOEM
923,9/10/2013,2013,-78.73,43.36,,offshore,ECCC,ECCC,96,67,2,10,3.0324,30.324,7.533,0.007533,5,LOEM
924,9/10/2013,2013,-78.73,43.36,,offshore,ECCC,ECCC,96,67,5,10,3.0324,30.324,6.298,0.006298,15,LOEM
925,9/10/2013,2013,-78.73,43.36,,offshore,ECCC,ECCC,96,67,8,10,3.0324,30.324,4.692,0.004692,24,LOEM
1459,9/10/2013,2013,-78.8533,43.775,,offshore,ECCC,ECCC,98,103,1,10,6.2993,62.993,5.384,0.005384,5,LOEM
1460,9/10/2013,2013,-78.8533,43.775,,offshore,ECCC,ECCC,98,103,7,10,6.2993,62.993,2.76,0.00276,41,LOEM
1461,9/10/2013,2013,-78.8533,43.775,,offshore,ECCC,ECCC,98,103,3,10,6.2993,62.993,5.624,0.005624,16,LOEM
1462,9/10/2013,2013,-78.8533,43.775,,offshore,ECCC,ECCC,98,103,10,10,6.2993,62.993,2.778,0.002778,60,LOEM
1482,9/10/2013,2013,-78.8531,43.7751,28,offshore,GLWQA,CSMI,98,103,1,10,6.2993,62.993,5.384,0.005384,2,LOEM
1483,9/10/2013,2013,-78.8531,43.7751,28,offshore,GLWQA,CSMI,98,103,7,10,6.2993,62.993,2.76,0.00276,41,LOEM
1484,9/10/2013,2013,-78.8531,43.7751,28,offshore,GLWQA,CSMI,98,103,3,10,6.2993,62.993,5.624,0.005624,12,LOEM
1485,9/10/2013,2013,-78.8531,43.7751,28,offshore,GLWQA,CSMI,98,103,10,10,6.2993,62.993,2.778,0.002778,60,LOEM
1859,9/10/2013,2013,-78.83,43.69,,offshore,GLWQA,LOLA,98,97,1,10,10.6437,106.437,5.91,0.00591,5,LOEM
1860,9/10/2013,2013,-78.83,43.69,,offshore,GLWQA,LOLA,98,97,7,10,10.6437,106.437,1.939,0.001939,65,LOEM
1861,9/10/2013,2013,-78.83,43.69,,offshore,GLWQA,LOLA,98,97,2,10,10.6437,106.437,5.368,0.005368,20,LOEM
1862,9/10/2013,2013,-78.83,43.69,,offshore,GLWQA,LOLA,98,97,10,10,10.6437,106.437,3.784,0.003784,111,LOEM
1996,9/10/2013,2013,-78.8328,43.6668,27,offshore,GLWQA,CSMI,97,96,1,10,11.3078,113.078,5.91,0.00591,2,LOEM
1997,9/10/2013,2013,-78.8328,43.6668,27,offshore,GLWQA,CSMI,97,96,6,10,11.3078,113.078,1.939,0.001939,65,LOEM
1998,9/10/2013,2013,-78.8328,43.6668,27,offshore,GLWQA,CSMI,97,96,2,10,11.3078,113.078,5.368,0.005368,15,LOEM
1999,9/10/2013,2013,-78.8328,43.6668,27,offshore,GLWQA,CSMI,97,96,10,10,11.3078,113.078,3.784,0.003784,111,LOEM
2202,9/10/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,4.245,0.004245,135,LOEM
2203,9/10/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,6.511,0.006511,2,LOEM
2204,9/10/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,7,10,13.6241,136.24,3.032,0.003032,86,LOEM
2205,9/10/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,2,10,13.6241,136.24,4.278,0.004278,22,LOEM
2206,9/10/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,4.243,0.004243,135,LOEM
2331,9/10/2013,2013,-78.8008,43.5964,,offshore,GLWQA,LOLA,97,90,1,10,13.8647,138.647,6.511,0.006511,5,LOEM
2332,9/10/2013,2013,-78.8008,43.5964,,offshore,GLWQA,LOLA,97,90,7,10,13.8647,138.647,3.032,0.003032,86,LOEM
2333,9/10/2013,2013,-78.8008,43.5964,,offshore,GLWQA,LOLA,97,90,2,10,13.8647,138.647,4.278,0.004278,26,LOEM
2334,9/10/2013,2013,-78.8008,43.5964,,offshore,GLWQA,LOLA,97,90,10,10,13.8647,138.647,4.243,0.004243,135,LOEM
2376,9/10/2013,2013,-78.76,43.46,,offshore,GLWQA,LOLA,97,79,1,10,14.1192,141.192,6.702,0.006702,5,LOEM
2377,9/10/2013,2013,-78.76,43.46,,offshore,GLWQA,LOLA,97,79,8,10,14.1192,141.192,4.572,0.004572,100,LOEM
2378,9/10/2013,2013,-78.76,43.46,,offshore,GLWQA,LOLA,97,79,2,10,14.1192,141.192,6.004,0.006004,25,LOEM
2379,9/10/2013,2013,-78.76,43.46,,offshore,GLWQA,LOLA,97,79,10,10,14.1192,141.192,5.598,0.005598,134,LOEM
2399,9/10/2013,2013,-78.7586,43.4613,34,offshore,GLWQA,CSMI,97,79,8,10,14.1192,141.192,4.624,0.004624,100,LOEM
2400,9/10/2013,2013,-78.7586,43.4613,34,offshore,GLWQA,CSMI,97,79,1,10,14.1192,141.192,6.702,0.006702,2,LOEM
2401,9/10/2013,2013,-78.7586,43.4613,34,offshore,GLWQA,CSMI,97,79,8,10,14.1192,141.192,4.572,0.004572,100,LOEM
2402,9/10/2013,2013,-78.7586,43.4613,34,offshore,GLWQA,CSMI,97,79,2,10,14.1192,141.192,6.004,0.006004,20,LOEM
2403,9/10/2013,2013,-78.7586,43.4613,34,offshore,GLWQA,CSMI,97,79,10,10,14.1192,141.192,5.598,0.005598,134,LOEM
185,9/11/2013,2013,-76.289,43.95,CBL,nearshore,NYSDEC,BMP,247,109,1,6,1.053,6.318,9.6,0.0096,0,LOTP
245,9/11/2013,2013,-76.374,43.925,GIL,nearshore,NYSDEC,BMP,242,108,1,9,0.97056,8.735,9.3,0.0093,0,LOTP
393,9/11/2013,2013,-79.0052,43.2972,ON22N,nearshore,USEPA,GLNPO,74,64,1,10,1.2192,12.192,9,0.009,0,LOEM
499,9/11/2013,2013,-76.221,43.657,SPL,nearshore,NYSDEC,BMP,247,90,1,10,1.5293,15.293,7.3,0.0073,0,LOTP
517,9/11/2013,2013,-79.139,43.297,NWL,nearshore,NYSDEC,BMP,64,73,1,10,1.5574,15.574,22.3,0.0223,0,LOEM
691,9/11/2013,2013,-77.989,43.383,ON38N,nearshore,USEPA,GLNPO,148,60,0,10,1.9525,19.525,8.574,0.008574,2,LOTP
692,9/11/2013,2013,-77.989,43.383,ON38N,nearshore,USEPA,GLNPO,148,60,8,10,1.9525,19.525,7.644,0.007644,16,LOTP
765,9/11/2013,2013,-77.9894,43.3833,,nearshore,GLWQA,LOLA,148,61,3,10,2.1032,21.032,8.574,0.008574,5,LOEM
766,9/11/2013,2013,-77.9894,43.3833,,nearshore,GLWQA,LOLA,148,61,8,10,2.1032,21.032,7.644,0.007644,16,LOEM
1575,9/11/2013,2013,-78.0381,43.8408,,offshore,GLWQA,LOLA,144,102,1,10,6.6857,66.857,4.712,0.004712,5,LOEM
1576,9/11/2013,2013,-78.0381,43.8408,,offshore,GLWQA,LOLA,144,102,6,10,6.6857,66.857,3.189,0.003189,40,LOEM
1577,9/11/2013,2013,-78.0381,43.8408,,offshore,GLWQA,LOLA,144,102,2,10,6.6857,66.857,4.686,0.004686,13,LOEM
1578,9/11/2013,2013,-78.0381,43.8408,,offshore,GLWQA,LOLA,144,102,10,10,6.6857,66.857,2.944,0.002944,63.2,LOEM
1592,9/11/2013,2013,-78.0364,43.8413,42,offshore,GLWQA,CSMI,144,102,1,10,6.6857,66.857,4.712,0.004712,2,LOEM
1593,9/11/2013,2013,-78.0364,43.8413,42,offshore,GLWQA,CSMI,144,102,7,10,6.6857,66.857,3.189,0.003189,40,LOEM
1594,9/11/2013,2013,-78.0364,43.8413,42,offshore,GLWQA,CSMI,144,102,2,10,6.6857,66.857,4.686,0.004686,11,LOEM
1595,9/11/2013,2013,-78.0364,43.8413,42,offshore,GLWQA,CSMI,144,102,10,10,6.6857,66.857,2.944,0.002944,63.2,LOEM
2046,9/11/2013,2013,-78.0264,43.715,,offshore,GLWQA,LOLA,145,94,1,10,13.1193,131.193,6.188,0.006188,5,LOEM
2047,9/11/2013,2013,-78.0264,43.715,,offshore,GLWQA,LOLA,145,94,6,10,13.1193,131.193,3.752,0.003752,70,LOEM
2048,9/11/2013,2013,-78.0264,43.715,,offshore,GLWQA,LOLA,145,94,2,10,13.1193,131.193,3.784,0.003784,25,LOEM
2049,9/11/2013,2013,-78.0264,43.715,,offshore,GLWQA,LOLA,145,94,10,10,13.1193,131.193,5.3,0.0053,127,LOEM
2112,9/11/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,4.728,0.004728,127,LOEM
2113,9/11/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,6.188,0.006188,2,LOEM
2114,9/11/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,6,10,13.1193,131.193,3.752,0.003752,70,LOEM
2115,9/11/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,2,10,13.1193,131.193,3.784,0.003784,20,LOEM
2116,9/11/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,5.3,0.0053,127,LOEM
2570,9/11/2013,2013,-78.0007,43.4806,39,offshore,GLWQA,CSMI,147,77,1,10,15.0669,150.669,5.87,0.00587,2,LOEM
2571,9/11/2013,2013,-78.0007,43.4806,39,offshore,GLWQA,CSMI,147,77,6,10,15.0669,150.669,4.039,0.004039,90,LOEM
2572,9/11/2013,2013,-78.0007,43.4806,39,offshore,GLWQA,CSMI,147,77,2,10,15.0669,150.669,4.302,0.004302,25,LOEM
2573,9/11/2013,2013,-78.0007,43.4806,39,offshore,GLWQA,CSMI,147,77,10,10,15.0669,150.669,5.528,0.005528,146,LOEM
2647,9/11/2013,2013,-78,43.4867,,offshore,GLWQA,LOLA,147,78,1,10,16.0868,160.868,5.87,0.00587,5,LOEM
2648,9/11/2013,2013,-78,43.4867,,offshore,GLWQA,LOLA,147,78,6,10,16.0868,160.868,4.039,0.004039,90,LOEM
2649,9/11/2013,2013,-78,43.4867,,offshore,GLWQA,LOLA,147,78,2,10,16.0868,160.868,4.302,0.004302,30,LOEM
2650,9/11/2013,2013,-78,43.4867,,offshore,GLWQA,LOLA,147,78,10,10,16.0868,160.868,5.528,0.005528,146,LOEM
2728,9/11/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,6,10,18.4184,184.184,3.4,0.0034,104,LOEM
2729,9/11/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,1,10,18.4184,184.184,4.98,0.00498,2,LOEM
2730,9/11/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,6,10,18.4184,184.184,3.358,0.003358,104,LOEM
2731,9/11/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,2,10,18.4184,184.184,3.019,0.003019,24,LOEM
2732,9/11/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,10,10,18.4184,184.184,5.276,0.005276,180,LOEM
2769,9/11/2013,2013,-78.0108,43.5903,,offshore,GLWQA,LOLA,146,85,1,10,18.4184,184.184,4.98,0.00498,5,LOEM
2770,9/11/2013,2013,-78.0108,43.5903,,offshore,GLWQA,LOLA,146,85,6,10,18.4184,184.184,3.358,0.003358,104,LOEM
2771,9/11/2013,2013,-78.0108,43.5903,,offshore,GLWQA,LOLA,146,85,2,10,18.4184,184.184,3.019,0.003019,29,LOEM
2772,9/11/2013,2013,-78.0108,43.5903,,offshore,GLWQA,LOLA,146,85,10,10,18.4184,184.184,5.276,0.005276,180,LOEM
2791,9/11/2013,2013,-78.12,43.58,OOO,offshore,NYSDEC,BMP,140,84,1,10,18.8445,188.445,6.6,0.0066,0,LOEM
604,9/12/2013,2013,-76.8392,43.3326,66,nearshore,GLWQA,CSMI,214,71,0,10,1.7489,17.489,7.12,0.00712,2,LOTP
605,9/12/2013,2013,-76.8392,43.3326,66,nearshore,GLWQA,CSMI,214,71,9,10,1.7489,17.489,7.504,0.007504,15.1,LOTP
611,9/12/2013,2013,-76.8392,43.3331,,nearshore,GLWQA,LOLA,214,71,3,10,1.7489,17.489,7.12,0.00712,5,LOTP
612,9/12/2013,2013,-76.8392,43.3331,,nearshore,GLWQA,LOLA,214,71,9,10,1.7489,17.489,7.504,0.007504,15.1,LOTP
1242,9/12/2013,2013,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,3,10,4.659,46.59,4.462,0.004462,2,LOTP
1243,9/12/2013,2013,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,6,10,4.659,46.59,4.334,0.004334,25,LOTP
1244,9/12/2013,2013,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,10,10,4.659,46.59,4.218,0.004218,49.7,LOTP
1288,9/12/2013,2013,-77.4383,43.7706,,offshore,GLWQA,LOLA,177,101,1,10,5.1167,51.167,5.989,0.005989,5,LOTP
1289,9/12/2013,2013,-77.4383,43.7706,,offshore,GLWQA,LOLA,177,101,8,10,5.1167,51.167,2.618,0.002618,40,LOTP
1290,9/12/2013,2013,-77.4383,43.7706,,offshore,GLWQA,LOLA,177,101,6,10,5.1167,51.167,3.132,0.003132,26,LOTP
1291,9/12/2013,2013,-77.4383,43.7706,,offshore,GLWQA,LOLA,177,101,9,10,5.1167,51.167,3.469,0.003469,45.7,LOTP
1324,9/12/2013,2013,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,2,10,5.3521,53.521,5.989,0.005989,2,LOTP
1325,9/12/2013,2013,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,8,10,5.3521,53.521,2.618,0.002618,40,LOTP
1326,9/12/2013,2013,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,5,10,5.3521,53.521,3.132,0.003132,22,LOTP
1327,9/12/2013,2013,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,9,10,5.3521,53.521,3.469,0.003469,45.7,LOTP
1704,9/12/2013,2013,-77.0158,43.7311,,offshore,GLWQA,LOLA,207,100,1,10,8.9568,89.568,4.913,0.004913,5,LOTP
1705,9/12/2013,2013,-77.0158,43.7311,,offshore,GLWQA,LOLA,207,100,7,10,8.9568,89.568,2.792,0.002792,60,LOTP
1706,9/12/2013,2013,-77.0158,43.7311,,offshore,GLWQA,LOLA,207,100,4,10,8.9568,89.568,5.514,0.005514,32,LOTP
1707,9/12/2013,2013,-77.0158,43.7311,,offshore,GLWQA,LOLA,207,100,10,10,8.9568,89.568,4.172,0.004172,86,LOTP
1726,9/12/2013,2013,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,2,10,8.9568,89.568,4.913,0.004913,2,LOTP
1727,9/12/2013,2013,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,7,10,8.9568,89.568,2.792,0.002792,60,LOTP
1728,9/12/2013,2013,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,4,10,8.9568,89.568,5.514,0.005514,28,LOTP
1729,9/12/2013,2013,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,10,10,8.9568,89.568,4.172,0.004172,86,LOTP
2418,9/12/2013,2013,-76.8833,43.4233,,offshore,GLWQA,LOLA,212,77,1,10,14.243,142.43,6.082,0.006082,5,LOTP
2419,9/12/2013,2013,-76.8833,43.4233,,offshore,GLWQA,LOLA,212,77,7,10,14.243,142.43,5.305,0.005305,90,LOTP
2420,9/12/2013,2013,-76.8833,43.4233,,offshore,GLWQA,LOLA,212,77,3,10,14.243,142.43,3.902,0.003902,38,LOTP
2421,9/12/2013,2013,-76.8833,43.4233,,offshore,GLWQA,LOLA,212,77,10,10,14.243,142.43,7.061,0.007061,145,LOTP
2430,9/12/2013,2013,-76.8832,43.4236,65,offshore,GLWQA,CSMI,212,77,1,10,14.243,142.43,6.082,0.006082,2,LOTP
2431,9/12/2013,2013,-76.8832,43.4236,65,offshore,GLWQA,CSMI,212,77,7,10,14.243,142.43,5.305,0.005305,90,LOTP
2432,9/12/2013,2013,-76.8832,43.4236,65,offshore,GLWQA,CSMI,212,77,3,10,14.243,142.43,3.902,0.003902,35,LOTP
2433,9/12/2013,2013,-76.8832,43.4236,65,offshore,GLWQA,CSMI,212,77,10,10,14.243,142.43,7.061,0.007061,145,LOTP
2528,9/12/2013,2013,-76.9698,43.6355,715,offshore,GLWQA,CSMI,209,93,7,10,14.9854,149.854,2.118,0.002118,90,LOTP
2529,9/12/2013,2013,-76.9698,43.6355,715,offshore,GLWQA,CSMI,209,93,1,10,14.9854,149.854,5.384,0.005384,2,LOTP
2530,9/12/2013,2013,-76.9698,43.6355,715,offshore,GLWQA,CSMI,209,93,7,10,14.9854,149.854,2.59,0.00259,90,LOTP
2531,9/12/2013,2013,-76.9698,43.6355,715,offshore,GLWQA,CSMI,209,93,2,10,14.9854,149.854,4.11,0.00411,27,LOTP
2532,9/12/2013,2013,-76.9698,43.6355,715,offshore,GLWQA,CSMI,209,93,10,10,14.9854,149.854,4.947,0.004947,150,LOTP
2544,9/12/2013,2013,-76.9694,43.6356,,offshore,GLWQA,LOLA,209,93,1,10,14.9854,149.854,5.384,0.005384,5,LOTP
2545,9/12/2013,2013,-76.9694,43.6356,,offshore,GLWQA,LOLA,209,93,7,10,14.9854,149.854,2.59,0.00259,90,LOTP
2546,9/12/2013,2013,-76.9694,43.6356,,offshore,GLWQA,LOLA,209,93,3,10,14.9854,149.854,4.11,0.00411,30,LOTP
2547,9/12/2013,2013,-76.9694,43.6356,,offshore,GLWQA,LOLA,209,93,10,10,14.9854,149.854,4.947,0.004947,150,LOTP
2960,9/12/2013,2013,-76.9275,43.525,,offshore,GLWQA,LOLA,211,85,1,10,21.5634,215.634,5.159,0.005159,5,LOTP
2961,9/12/2013,2013,-76.9275,43.525,,offshore,GLWQA,LOLA,211,85,6,10,21.5634,215.634,4.132,0.004132,110,LOTP
2962,9/12/2013,2013,-76.9275,43.525,,offshore,GLWQA,LOLA,211,85,2,10,21.5634,215.634,5.268,0.005268,38,LOTP
2963,9/12/2013,2013,-76.9275,43.525,,offshore,GLWQA,LOLA,211,85,10,10,21.5634,215.634,5.234,0.005234,208,LOTP
2974,9/12/2013,2013,-76.9276,43.5266,64,offshore,GLWQA,CSMI,211,85,10,10,21.5634,215.634,5.008,0.005008,211,LOTP
2975,9/12/2013,2013,-76.9276,43.5266,64,offshore,GLWQA,CSMI,211,85,1,10,21.5634,215.634,5.159,0.005159,2,LOTP
2976,9/12/2013,2013,-76.9276,43.5266,64,offshore,GLWQA,CSMI,211,85,6,10,21.5634,215.634,4.132,0.004132,110,LOTP
2977,9/12/2013,2013,-76.9276,43.5266,64,offshore,GLWQA,CSMI,211,85,2,10,21.5634,215.634,5.268,0.005268,35,LOTP
2978,9/12/2013,2013,-76.9276,43.5266,64,offshore,GLWQA,CSMI,211,85,10,10,21.5634,215.634,5.234,0.005234,208,LOTP
2586,9/13/2013,2013,-77.44,43.5972,,offshore,GLWQA,LOLA,179,89,1,10,15.2877,152.877,7.063,0.007063,5,LOTP
2587,9/13/2013,2013,-77.44,43.5972,,offshore,GLWQA,LOLA,179,89,7,10,15.2877,152.877,3.597,0.003597,95,LOTP
2588,9/13/2013,2013,-77.44,43.5972,,offshore,GLWQA,LOLA,179,89,3,10,15.2877,152.877,3.6,0.0036,35,LOTP
2589,9/13/2013,2013,-77.44,43.5972,,offshore,GLWQA,LOLA,179,89,10,10,15.2877,152.877,5.484,0.005484,149,LOTP
2606,9/13/2013,2013,-77.4407,43.5984,716,offshore,GLWQA,CSMI,179,89,7,10,15.2877,152.877,3.363,0.003363,95,LOTP
2607,9/13/2013,2013,-77.4407,43.5984,716,offshore,GLWQA,CSMI,179,89,1,10,15.2877,152.877,7.063,0.007063,2,LOTP
2608,9/13/2013,2013,-77.4407,43.5984,716,offshore,GLWQA,CSMI,179,89,7,10,15.2877,152.877,3.597,0.003597,95,LOTP
2609,9/13/2013,2013,-77.4407,43.5984,716,offshore,GLWQA,CSMI,179,89,2,10,15.2877,152.877,3.6,0.0036,30,LOTP
2610,9/13/2013,2013,-77.4407,43.5984,716,offshore,GLWQA,CSMI,179,89,10,10,15.2877,152.877,5.484,0.005484,149,LOTP
2828,9/13/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,10,10,19.53,195.3,5.422,0.005422,184,LOTP
2829,9/13/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,1,10,19.53,195.3,5.835,0.005835,2,LOTP
2830,9/13/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,6,10,19.53,195.3,3.642,0.003642,115,LOTP
2831,9/13/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,2,10,19.53,195.3,3.669,0.003669,35,LOTP
2832,9/13/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,10,10,19.53,195.3,5.507,0.005507,184,LOTP
2876,9/13/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,1,10,19.53,195.3,5.835,0.005835,5,LOTP
2877,9/13/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,6,10,19.53,195.3,3.642,0.003642,115,LOTP
2878,9/13/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,3,10,19.53,195.3,3.669,0.003669,40,LOTP
2879,9/13/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,10,10,19.53,195.3,5.507,0.005507,184,LOTP
949,9/14/2013,2013,-77.31,43.3,SPN,offshore,NYSDEC,BMP,188,47,1,10,3.2923,32.923,7.25,0.00725,0,LOTP
7,9/16/2013,2013,-77.687,43.2916,Long Pond North,nearshore,SUNY,LTCZSS,167,20,1,1,1.298,1.298,29.3,0.0293,0,LOTP
12,9/16/2013,2013,-77.70513,43.30712,Braddock Bay,nearshore,SUNY,LTCZSS,166,28,1,1,1.437,1.437,46.7,0.0467,0,LOTP
19,9/16/2013,2013,-77.6838,43.29832,,nearshore,USGS,LONNS,167,23,1,2,1.018,2.036,45.4,0.0454,0.5,LOTP
24,9/16/2013,2013,-77.6838,43.29832,BraddockL,nearshore,SUNY,LTCZSS,167,23,1,2,1.018,2.036,45.4,0.0454,0,LOTP
89,9/16/2013,2013,-77.53476,43.23477,,nearshore,USGS,LONNS,176,2,1,3,1.140333333,3.421,18.8,0.0188,0.5,LOTP
100,9/16/2013,2013,-77.53476,43.23477,IrondBayL,nearshore,SUNY,LTCZSS,176,2,1,3,1.1403,3.421,42.2,0.0422,0,LOTP
101,9/16/2013,2013,-77.53476,43.23477,IrondBayL,nearshore,SUNY,LTCZSS,176,2,1,3,1.1403,3.421,18.8,0.0188,0,LOTP
121,9/16/2013,2013,-77.60572,43.25695,,nearshore,USGS,LONNS,172,7,1,4,0.9535,3.814,142.2,0.1422,0.5,LOTP
127,9/16/2013,2013,-77.60572,43.25695,Genesee River,nearshore,SUNY,LTCZSS,172,7,1,4,0.9535,3.814,64,0.064,0,LOTP
133,9/16/2013,2013,-77.60572,43.25695,GeneseeL,nearshore,SUNY,LTCZSS,172,7,1,4,0.9535,3.814,142.2,0.1422,0,LOTP
168,9/16/2013,2013,-77.181,43.283,Pultneyville,nearshore,SUNY,LTCZSS,195,44,1,5,0.9876,4.938,37,0.037,0,LOTP
169,9/16/2013,2013,-77.181,43.283,Pultneyville,nearshore,SUNY,LTCZSS,195,44,1,5,0.9876,4.938,25.3,0.0253,0,LOTP
856,9/17/2013,2013,-76.4077,44.0822,78,nearshore,GLWQA,CSMI,242,119,1,10,2.4594,24.594,7,0.007,0,LOTP
