"interval_number","vel1","vel2","vel3"
554,-0.0175770813691746,-0.0125789676381277,0.00217426651371046
555,-0.0123553077004437,-0.0126451151165915,0.0148843689784713
556,-0.00923657310013198,-0.0100553812567601,0.0202107311115011
557,-0.0125058510141483,-0.0119624817718373,0.00836538811167627
558,-0.0159237296443353,-0.0174605075395789,-0.00801632631954608
559,-0.0185191228912823,-0.026542391742681,-0.0108401951949992
560,-0.0233115179284552,-0.0368060135337866,-0.00953112873032346
561,-0.0254169638724915,-0.0397995682557149,0.00195426049430136
562,-0.0284892935430604,-0.041545461668766,0.0137567586103351
563,-0.0432734431455871,-0.0590207392532687,-0.00358607962467053
564,-0.0770482995681574,-0.102362660808501,-0.0507038688200619
565,-0.117429489326814,-0.149448894572172,-0.100210334949648
566,-0.148180759276934,-0.177415054753603,-0.115274721393481
567,-0.148360117467639,-0.179691129362217,-0.103326499058892
568,-0.128097268305664,-0.156154837600175,-0.0833930739286507
569,-0.105049019943533,-0.140805254534522,-0.0659864826611488
570,-0.0920273109415235,-0.132987470556326,-0.0529322341671015
571,-0.0891002400488328,-0.135152935577999,-0.0482449638803662
572,-0.0967947343176361,-0.143493407720593,-0.054661232325281
573,-0.112854741624714,-0.160593951167537,-0.065788563428923
574,-0.123435992781231,-0.172060555124897,-0.0741315169839759
575,-0.120481398033074,-0.170333348654044,-0.0723032458748276
576,-0.104257865078742,-0.153656758034522,-0.057052924143692
577,-0.0869547327468702,-0.137169270381348,-0.0455911013906598
578,-0.0698399173584913,-0.117852728513261,-0.0340545594654154
579,-0.0570312046921547,-0.0989596222572313,-0.0204013861297671
580,-0.0393145315253274,-0.0758975117534127,0.0125301453810218
581,-0.0258725991793899,-0.0605098884826187,0.00260968523388017
582,-0.021702104624471,-0.0547338994985754,-0.0395333565186937
583,-0.017675560914506,-0.0551406075740319,-0.0328918951950968
584,-0.036107093655609,-0.0777461229612676,-0.0322248520536884
585,-0.0390092815919088,-0.0863273128504794,-0.0215216247335194
586,-0.0161960030084893,-0.0589331227730363,0.00503318847228767
587,-0.00992867408829874,-0.0352617281483815,0.00942920762218346
588,-0.0135495158014148,-0.0361840127891279,0.00063766487209949
589,-0.00573163072947162,-0.0262318032635802,-0.00564231098069655
590,0.0162419081421629,0.00605552585989514,0.0127479802557094
591,0.0572314597232807,0.0472267318460933,0.0460003782305959
592,0.123655751651604,0.11259918196943,0.081335265215201
593,0.214610123716393,0.210285259878859,0.14271578048277
594,0.232932847629239,0.265938571528905,0.150223275120671
595,0.233732892393167,0.280063437344457,0.157927513753367
596,0.242752638037825,0.303296918887293,0.154739131830198
597,0.275569361141328,0.339947150365134,0.226711734579612
598,0.24354314052353,0.319765492056686,0.239098230102305
599,0.186406403133941,0.259241671464123,0.192591429661658
600,0.138766426802128,0.198056530586842,0.133722701893647
601,0.109365063968146,0.161817508610745,0.102137167145285
602,0.0897391519129862,0.143321628465958,0.0702098247726521
603,0.0804047029256591,0.135045812885428,0.0574701997093241
604,0.0900261452053294,0.151373325729983,0.0685491684178782
605,0.108322793988756,0.166321709707168,0.0784222238905888
606,0.117805486403983,0.166889713177748,0.0858669468890646
607,0.116795227760188,0.159426295849624,0.0855502689464875
608,0.0990759696629865,0.139603730375132,0.0633893171799169
609,0.0770777398063987,0.11713951663627,0.0444295187604332
610,0.0715409809711075,0.104990484504967,0.0407540794107027
611,0.0669027377092923,0.0963046829955802,0.0350554158644452
612,0.0642793024979429,0.0988711346274155,0.039212443220349
613,0.0632467518667675,0.104136745968284,0.0462685150645653
614,0.064740879682526,0.105691589740321,0.036472527898711
615,0.0592019120516883,0.0953408632934968,0.00296585221947244
616,0.0485843297176018,0.0769640248965401,0.00109921844068584
617,0.0366310362812603,0.0586369478582327,0.00669327124912262
618,0.0256898410812764,0.0458926811066677,0.0103433132270268
619,0.0205335243246087,0.0394299610967636,0.0150672262778404
620,0.020776146384361,0.0421660027699834,0.0255191426890158
621,0.0156721742130382,0.0368661302772089,0.0108688191435214
622,0.0128192570391651,0.0332198397836114,-0.0100309513203475
623,0.0142668275757911,0.0358665725761268,-0.0165191113866663
624,0.0103088451625806,0.0285132297339523,-0.0147627561889843
625,0.0127509614007845,0.0281959697946277,-0.0152822359381825
626,0.023024729129366,0.0455517333099972,0.00231279594246828
627,0.0424802745214157,0.0674092125371671,0.0157266442333617
628,0.0653672728154089,0.0958060578023618,0.0209203223116079
629,0.100749005445882,0.133424625543179,0.0383924748331198
630,0.110769007496316,0.152100639790796,0.0178667813111946
631,0.107791521288517,0.172560341239149,-0.0256880995937762
632,0.107841104695463,0.170024284729318,-0.0024813676040276
633,0.0934185448464872,0.138036292787811,-0.00316518589215892
634,0.0707010509900696,0.109029901804162,-0.00758594039092981
635,0.0497525916818456,0.0842856309057985,-0.0159564442942061
636,0.0370850340379792,0.0719758144820657,-0.0213085808529448
637,0.00998738513525119,0.040736291291333,-0.0429661607416359
638,-0.00823064427898082,0.0139398478025567,-0.0424215351275095
639,0.00661745935628334,0.0280793769602785,-0.0167778882048294
640,0.0278348953882076,0.0611673182379391,0.0103761592112575
641,0.0409857327070079,0.0685528454335972,0.023701096351529
642,0.0376958251438429,0.0640184928958984,0.0229609981729146
643,0.0367567570504513,0.0574120099219787,0.0135367392874718
644,0.0363807807278076,0.0509152913304824,0.0113038989134217
645,0.0431965311373831,0.0604257648419283,0.0155439239195414
646,0.0558274379316813,0.0847030174579801,0.020239562515672
647,0.0612721313311528,0.0923336149144967,0.0132331434252538
648,0.0633210887783226,0.0907968825405745,0.00652309173303578
649,0.0612404625699079,0.0887452832632022,0.00191441257025028
650,0.0603909617639286,0.0803928655323809,-0.00731425401935284
651,0.0528132215959505,0.0691209039676192,-0.00794075184331922
652,0.0259481562296893,0.0409348899269099,-0.022178387140064
653,-0.00460266250963193,0.0100045979181218,-0.0282500097329589
654,-0.0248529024842082,-0.0127274431429728,-0.0120229566131632
655,-0.0289842911113042,-0.0211602612225398,-0.00178552416586504
