"OBJECTID","FID_Ont1_glider_surf","Var1","latval","lonval","directval","speedval","Date","FID_EFDC","GRIDNO","IJ_VALUE","I_Value","J_Value","BedElev","I_Parent","J_Parent","Area","Mask","WSElev","ZRough","Sim_Result","Sim_Dir","Map_Value","Dry_Flag","Grid_Label","I_J_index","sig_thick","Area_ha","Num_layers","Wat_depth","Compar_AOI","ComparZone","Lat","Long","JulianDate","Modeled_Velocity","Modeled_Direction"
1,1,"23-May-2018 14:54:06",43.3062833333333,-79.07445,106,0.02,"5/23/2018 14:54:06",1926,4964,"(69,72)",69,72,-9.07011,0,0,0,0,0.192,0.001,7.058067,NA,7.058067,0,NA,"69-72",1.02911111111,67.769748596,9,9.262,"yes"," ",43.3067981241,-79.0738249528,1527087246,0.220100738195158,52.8921176252981
2,180,"05-Jun-2018 16:21:28",43.3071833333333,-77.3785166666667,102,0.32,"6/5/2018 16:21:28",9785,1049,"(184,48)",184,48,-38.3521,0,0,0,0,0.192,0.001,5.192986,NA,5.192986,0,NA,"184-48",3.8544,25.1894046405,10,38.544,"no"," ",43.3082262437,-77.3825272095,1528215688,0.129679840797213,9.47584627872283
3,2,"23-May-2018 15:14:50",43.3095,-79.0708666666667,106,0.02,"5/23/2018 15:14:50",1926,4964,"(69,72)",69,72,-9.07011,0,0,0,0,0.192,0.001,7.058067,NA,7.058067,0,NA,"69-72",1.02911111111,67.769748596,9,9.262,"yes"," ",43.3067981241,-79.0738249528,1527088490,0.219823563697029,49.9764057685245
4,3,"23-May-2018 15:27:40",43.3108666666667,-79.0701,51,0.05,"5/23/2018 15:27:40",1927,5148,"(69,73)",69,73,-12.6051,0,0,0,0,0.192,0.001,7.240854,NA,7.240854,0,NA,"69-73",1.2797,135.805123693,10,12.797,"yes"," ",43.3147520137,-79.0783828489,1527089260,0.125186414841945,47.4968657412581
5,179,"05-Jun-2018 15:39:05",43.3122833333333,-77.3873833333333,97,0.18,"6/5/2018 15:39:05",9787,1342,"(184,50)",184,50,-42.3793,0,0,0,0,0.192,0.001,5.127339,NA,5.127339,0,NA,"184-50",4.2571,25.1579062204,10,42.571,"no"," ",43.311333198,-77.3822983232,1528213145,0.127437093594272,9.63517748426945
6,4,"23-May-2018 16:05:26",43.3132,-79.0699833333333,51,0.05,"5/23/2018 16:05:26",1984,5149,"(70,73)",70,73,-16.7782,0,0,0,0,0.192,0.001,7.107363,NA,7.107363,0,NA,"70-73",1.697,136.536615315,10,16.97,"yes"," ",43.3176441505,-79.0658230324,1527091526,0.114400555960569,32.3985589532756
7,5,"23-May-2018 16:34:20",43.3158,-79.0694833333333,47,0.06,"5/23/2018 16:34:20",1984,5149,"(70,73)",70,73,-16.7782,0,0,0,0,0.192,0.001,7.107363,NA,7.107363,0,NA,"70-73",1.697,136.536615315,10,16.97,"yes"," ",43.3176441505,-79.0658230324,1527093260,0.114400555960569,32.3985589532756
8,181,"05-Jun-2018 17:36:06",43.3167333333333,-77.3728166666667,101,0.3,"6/5/2018 17:36:06",9888,1989,"(185,54)",185,54,-49.1519,0,0,0,0,0.192,0.001,5.185709,NA,5.185709,0,NA,"185-54",4.9344,25.8500231861,10,49.344,"no"," ",43.3159570032,-77.3638231566,1528220166,0.113605594474877,8.2729320057672
9,178,"05-Jun-2018 13:40:46",43.3188333333333,-77.4308,104,0.09,"6/5/2018 13:40:46",9492,1659,"(181,52)",181,52,-65.8111,0,0,0,0,0.192,0.001,4.979547,NA,4.979547,0,NA,"181-52",6.6003,24.8475671399,10,66.003,"yes"," ",43.3192584122,-77.4354856094,1528206046,0.0800882688524333,15.9524349178219
10,6,"23-May-2018 17:57:15",43.3212,-79.0680833333333,49,0.06,"5/23/2018 17:57:15",1984,5149,"(70,73)",70,73,-16.7782,0,0,0,0,0.192,0.001,7.107363,NA,7.107363,0,NA,"70-73",1.697,136.536615315,10,16.97,"yes"," ",43.3176441505,-79.0658230324,1527098235,0.114400555960569,32.3985589532756
11,7,"23-May-2018 17:57:15",43.3212,-79.0680833333333,49,0.06,"5/23/2018 17:57:15",1984,5149,"(70,73)",70,73,-16.7782,0,0,0,0,0.192,0.001,7.107363,NA,7.107363,0,NA,"70-73",1.697,136.536615315,10,16.97,"yes"," ",43.3176441505,-79.0658230324,1527098235,0.114400555960569,32.3985589532756
12,177,"05-Jun-2018 11:36:35",43.3227666666667,-77.4699333333333,108,0.08,"6/5/2018 11:36:35",9285,1657,"(179,52)",179,52,-84.1287,0,0,0,0,0.192,0.001,4.966413,NA,4.966413,0,NA,"179-52",8.4321,23.7878769399,10,84.321,"yes"," ",43.3222754528,-77.4701393518,1528198595,0.0421207360480471,359.679458171713
13,18,"25-May-2018 02:25:37",43.3233166666667,-79.0725333333333,92,0.04,"5/25/2018 2:25:37",1985,5336,"(70,74)",70,74,-54.7409,0,0,0,0,0.192,0.001,5.678822,NA,5.678822,0,NA,"70-74",5.4933,136.905341583,10,54.933,"yes"," ",43.3282866781,-79.071998658,1527215137,0.0534970828409781,5.74806242174052
14,17,"25-May-2018 00:07:00",43.3242166666667,-79.0985,92,0.04,"5/25/2018 0:07:00",1871,5334,"(68,74)",68,74,-33.4158,0,0,0,0,0.192,0.001,5.81794,NA,5.81794,0,NA,"68-74",3.3608,135.272665533,10,33.608,"yes"," ",43.3222701077,-79.0970549676,1527206820,0.0537253178162502,21.3468733046899
15,176,"05-Jun-2018 09:40:00",43.3265333333333,-77.5024,121,0.1,"6/5/2018 9:40:00",9077,1818,"(177,53)",177,53,-66.3296,0,0,0,0,0.192,0.001,4.919628,NA,4.919628,0,NA,"177-53",6.6522,23.6556586669,10,66.522,"yes"," ",43.3267380587,-77.5043630531,1528191600,0.0424752135064939,330.474783597848
16,22,"25-May-2018 09:55:11",43.3269666666667,-78.9507833333333,80,0.05,"5/25/2018 9:55:11",2451,4794,"(78,71)",78,71,-35.1143,0,0,0,0,0.192,0.001,7.188813,NA,7.188813,0,NA,"78-71",3.5306,69.9898594286,10,35.306,"yes"," ",43.3266717754,-78.9576271862,1527242111,0.0784877372529939,346.567980358266
17,23,"25-May-2018 10:44:01",43.3286166666667,-78.9394,85,0.06,"5/25/2018 10:44:01",2511,4795,"(79,71)",79,71,-36.9061,0,0,0,0,0.192,0.001,6.893782,NA,6.893782,0,NA,"79-71",3.7098,69.0232282331,10,37.098,"yes"," ",43.3296158364,-78.9453723402,1527245041,0.0866552863564324,349.958794641379
18,21,"25-May-2018 08:44:51",43.3289833333333,-78.9682666666667,70,0.06,"5/25/2018 8:44:51",2392,4972,"(77,72)",77,72,-40.8885,0,0,0,0,0.192,0.001,6.594993,NA,6.594993,0,NA,"77-72",4.1081,70.7480215743,10,41.081,"yes"," ",43.3293467684,-78.9732358757,1527237891,0.0848829144390592,343.46128206544
19,175,"05-Jun-2018 07:38:38",43.3298833333333,-77.5352,124,0.11,"6/5/2018 7:38:38",8858,1816,"(175,53)",175,53,-53.589,0,0,0,0,0.192,0.001,5.008194,NA,5.008194,0,NA,"175-53",5.3781,25.8381650198,10,53.781,"yes"," ",43.329669094,-77.5412783724,1528184318,0.0472420524740774,327.502465180237
20,19,"25-May-2018 04:41:36",43.3302,-79.0334333333333,70,0.05,"5/25/2018 4:41:36",2157,5152,"(73,73)",73,73,-44.2643,0,0,0,0,0.192,0.001,6.471956,NA,6.471956,0,NA,"73-73",4.4456,138.366427812,10,44.456,"yes"," ",43.3262869964,-79.0281359136,1527223296,0.0822514518108169,354.665457935239
21,20,"25-May-2018 06:42:30",43.3306,-79.0012666666667,68,0.05,"5/25/2018 6:42:30",2274,5154,"(75,73)",75,73,-49.4813,0,0,0,0,0.192,0.001,5.974181,NA,5.974181,0,NA,"75-73",4.9673,139.226082447,10,49.673,"yes"," ",43.3319687665,-79.0029986326,1527230550,0.082252793261659,345.003275097
22,172,"05-Jun-2018 02:49:22",43.3321,-77.6179,120,0.24,"6/5/2018 2:49:22",8416,1488,"(171,51)",171,51,-38.1958,0,0,0,0,0.192,0.001,5.199782,NA,5.199782,0,NA,"171-51",3.8388,23.2471343703,10,38.388,"yes"," ",43.3323913978,-77.6150990182,1528166962,0.0534397679026176,325.780070103801
23,173,"05-Jun-2018 03:37:55",43.3321,-77.6042166666667,130,0.17,"6/5/2018 3:37:55",8525,1489,"(172,51)",172,51,-42.6841,0,0,0,0,0.192,0.001,5.115022,NA,5.115022,0,NA,"172-51",4.2876,23.4862546256,10,42.876,"yes"," ",43.3310298729,-77.5977280168,1528169875,0.0482137840779129,326.728373347094
24,8,"23-May-2018 19:26:32",43.3322,-79.0673333333333,62,0.09,"5/23/2018 19:26:32",1985,5336,"(70,74)",70,74,-54.7409,0,0,0,0,0.192,0.001,5.678822,NA,5.678822,0,NA,"70-74",5.4933,136.905341583,10,54.933,"yes"," ",43.3282866781,-79.071998658,1527103592,0.0716090078860855,0.233297131055042
25,174,"05-Jun-2018 05:38:11",43.3326166666667,-77.5696,127,0.13,"6/5/2018 5:38:11",8637,1977,"(173,54)",173,54,-44.9543,0,0,0,0,0.192,0.001,5.153534,NA,5.153534,0,NA,"173-54",4.5146,25.6338884251,10,45.146,"yes"," ",43.3340778965,-77.5787905509,1528177091,0.0515206153723712,328.719338607547
26,24,"25-May-2018 12:44:31",43.3330166666667,-78.90255,85,0.07,"5/25/2018 12:44:31",2689,4445,"(82,69)",82,69,-32.544,0,0,0,0,0.192,0.001,5.897502,NA,5.897502,0,NA,"82-69",3.2736,31.5384662407,10,32.736,"yes"," ",43.3314459303,-78.9054850417,1527252271,0.0915969420316813,352.427304592762
27,171,"05-Jun-2018 01:37:13",43.3369833333333,-77.6418666666667,119,0.26,"6/5/2018 1:37:13",8206,1810,"(169,53)",169,53,-30.4842,0,0,0,0,0.192,0.001,5.348791,NA,5.348791,0,NA,"169-53",3.0676,22.7810313295,10,30.676,"yes"," ",43.3379733319,-77.6493370586,1528162633,0.0794355309149259,328.974233504099
28,16,"24-May-2018 21:38:15",43.3385166666667,-79.1033333333333,92,0.04,"5/24/2018 21:38:15",1872,5526,"(68,75)",68,75,-70.3031,0,0,0,0,0.192,0.001,4.962499,NA,4.962499,0,NA,"68-75",7.0495,136.101832861,10,70.495,"yes"," ",43.3327759966,-79.1032592234,1527197895,0.0326434437184173,358.554679587819
29,9,"23-May-2018 20:24:40",43.3387666666667,-79.06995,95,0.12,"5/23/2018 20:24:40",2043,5529,"(71,75)",71,75,-77.8649,0,0,0,0,0.192,0.001,4.645439,NA,4.645439,0,NA,"71-75",7.8057,138.005559472,10,78.057,"yes"," ",43.3419505536,-79.0656098516,1527107080,0.051213925739893,348.415805393118
30,25,"25-May-2018 14:45:07",43.3409833333333,-78.8668333333333,91,0.07,"5/25/2018 14:45:07",2873,4448,"(85,69)",85,69,-40.3645,0,0,0,0,0.192,0.001,5.836409,NA,5.836409,0,NA,"85-69",4.0556,27.1472058017,10,40.556,"yes"," ",43.3393420123,-78.8714703638,1527259507,0.0996328765543769,356.975590401854
31,49,"27-May-2018 05:32:00",43.3425833333333,-78.8043833333333,143,0.04,"5/27/2018 5:32:00",3174,3582,"(90,64)",90,64,-22.5667,0,0,0,0,0.192,0.001,6.269989,NA,6.269989,0,NA,"90-64",2.2759,14.6186301804,10,22.759,"yes","EighteenMile Zone",43.3418908144,-78.8107513065,1527399120,0.0581822831300129,1.15730900548014
32,10,"23-May-2018 21:23:55",43.3453333333333,-79.0723333333333,92,0.11,"5/23/2018 21:23:55",2043,5529,"(71,75)",71,75,-77.8649,0,0,0,0,0.192,0.001,4.645439,NA,4.645439,0,NA,"71-75",7.8057,138.005559472,10,78.057,"yes"," ",43.3419505536,-79.0656098516,1527110635,0.0509920092784561,347.534182739392
33,241,"12-Jun-2018 22:28:35",43.3455666666667,-78.8188666666667,65,0.17,"6/12/2018 22:28:35",3177,4102,"(90,67)",90,67,-29.8311,0,0,0,0,0.192,0.001,6.115553,NA,6.115553,0,NA,"90-67",3.0023,36.466343782,10,30.023,"yes","EighteenMile Zone",43.3459068585,-78.8125697917,1528842515,0.0199476580644513,158.06742624221
34,240,"12-Jun-2018 22:22:44",43.3457,-78.8181666666667,57,0.12,"6/12/2018 22:22:44",3177,4102,"(90,67)",90,67,-29.8311,0,0,0,0,0.192,0.001,6.115553,NA,6.115553,0,NA,"90-67",3.0023,36.466343782,10,30.023,"yes","EighteenMile Zone",43.3459068585,-78.8125697917,1528842164,0.0199476580644513,158.06742624221
35,239,"12-Jun-2018 21:55:06",43.346,-78.8166833333333,290,0.08,"6/12/2018 21:55:06",3177,4102,"(90,67)",90,67,-29.8311,0,0,0,0,0.192,0.001,6.115553,NA,6.115553,0,NA,"90-67",3.0023,36.466343782,10,30.023,"yes","EighteenMile Zone",43.3459068585,-78.8125697917,1528840506,0.0199476580644513,158.06742624221
36,48,"27-May-2018 04:53:50",43.3471833333333,-78.8041666666667,146,0.04,"5/27/2018 4:53:50",3238,4103,"(91,67)",91,67,-29.6259,0,0,0,0,0.192,0.001,6.18933,NA,6.18933,0,NA,"91-67",2.9818,36.8370676598,10,29.818,"yes","EighteenMile Zone",43.348575247,-78.7986586113,1527396830,0.0706873676366521,359.978746538341
37,26,"25-May-2018 16:40:20",43.34945,-78.8309833333333,83,0.07,"5/25/2018 16:40:20",3118,4452,"(89,69)",89,69,-40.8169,0,0,0,0,0.192,0.001,6.302866,NA,6.302866,0,NA,"89-69",4.1009,35.9886443459,10,41.009,"yes"," ",43.3485449222,-78.8288406284,1527266420,0.103225073557034,1.29893267610541
38,182,"05-Jun-2018 21:45:13",43.3513833333333,-77.3808166666667,98,0.24,"6/5/2018 21:45:13",9808,4900,"(184,71)",184,71,-132.91,0,0,0,0,0.192,0.001,4.739615,NA,4.739615,0,NA,"184-71",13.3102,111.314766887,10,133.102,"no"," ",43.3528869315,-77.3792337953,1528235113,0.0400956611710346,12.1239978073782
39,47,"27-May-2018 03:55:36",43.3533,-78.8071333333333,133,0.02,"5/27/2018 3:55:36",3240,4454,"(91,69)",91,69,-42.6644,0,0,0,0,0.192,0.001,6.008758,NA,6.008758,0,NA,"91-69",4.2856,36.7300921011,10,42.856,"yes"," ",43.3539771729,-78.8011480836,1527393336,0.0710186669496746,359.818961374295
40,238,"12-Jun-2018 20:51:41",43.354,-78.8070666666667,295,0.08,"6/12/2018 20:51:41",3240,4454,"(91,69)",91,69,-42.6644,0,0,0,0,0.192,0.001,6.008758,NA,6.008758,0,NA,"91-69",4.2856,36.7300921011,10,42.856,"yes"," ",43.3539771729,-78.8011480836,1528836701,0.0228465372723416,160.96043486466
41,237,"12-Jun-2018 20:45:07",43.3541,-78.8064666666667,293,0.09,"6/12/2018 20:45:07",3240,4454,"(91,69)",91,69,-42.6644,0,0,0,0,0.192,0.001,6.008758,NA,6.008758,0,NA,"91-69",4.2856,36.7300921011,10,42.856,"yes"," ",43.3539771729,-78.8011480836,1528836307,0.0228465372723416,160.96043486466
42,27,"25-May-2018 18:04:41",43.35415,-78.8051,75,0.11,"5/25/2018 18:04:41",3240,4454,"(91,69)",91,69,-42.6644,0,0,0,0,0.192,0.001,6.008758,NA,6.008758,0,NA,"91-69",4.2856,36.7300921011,10,42.856,"yes"," ",43.3539771729,-78.8011480836,1527271481,0.102538962861542,0.139200563491601
43,60,"27-May-2018 22:05:35",43.3543833333333,-78.8057666666667,16,0.05,"5/27/2018 22:05:35",3240,4454,"(91,69)",91,69,-42.6644,0,0,0,0,0.192,0.001,6.008758,NA,6.008758,0,NA,"91-69",4.2856,36.7300921011,10,42.856,"yes"," ",43.3539771729,-78.8011480836,1527458735,0.0509680253607245,1.65092215122176
44,50,"27-May-2018 06:44:45",43.3548,-78.8048666666667,120,0.04,"5/27/2018 6:44:45",3241,4630,"(91,70)",91,70,-49.9452,0,0,0,0,0.192,0.001,5.991562,NA,5.991562,0,NA,"91-70",5.0137,36.6766043216,10,50.137,"yes"," ",43.3566781175,-78.8023929791,1527403485,0.0630706755244708,358.659636017558
45,51,"27-May-2018 06:53:26",43.3552,-78.8038833333333,106,1.04,"5/27/2018 6:53:26",3241,4630,"(91,70)",91,70,-49.9452,0,0,0,0,0.192,0.001,5.991562,NA,5.991562,0,NA,"91-70",5.0137,36.6766043216,10,50.137,"yes"," ",43.3566781175,-78.8023929791,1527404006,0.0630706755244708,358.659636017558
46,170,"04-Jun-2018 23:35:53",43.3552166666667,-77.6829166666667,119,0.26,"6/4/2018 23:35:53",8008,3659,"(167,64)",167,64,-43.0375,0,0,0,0,0.192,0.001,5.197288,NA,5.197288,0,NA,"167-64",4.3229,20.029719676,10,43.229,"yes"," ",43.3555145516,-77.6804022964,1528155353,0.07949558032766,340.581540850845
47,236,"12-Jun-2018 19:32:45",43.3556,-78.7903333333333,287,0.08,"6/12/2018 19:32:45",3301,4455,"(92,69)",92,69,-43.4228,0,0,0,0,0.192,0.001,5.987932,NA,5.987932,0,NA,"92-69",4.3615,37.1008159786,10,43.615,"yes"," ",43.3566907405,-78.7873000492,1528831965,0.0287155123874037,167.652984590856
48,61,"27-May-2018 23:29:50",43.3571666666667,-78.7863,20,0.05,"5/27/2018 23:29:50",3301,4455,"(92,69)",92,69,-43.4228,0,0,0,0,0.192,0.001,5.987932,NA,5.987932,0,NA,"92-69",4.3615,37.1008159786,10,43.615,"yes"," ",43.3566907405,-78.7873000492,1527463790,0.0513846109067202,358.565865500678
49,59,"27-May-2018 21:27:40",43.3581166666667,-78.803,38,0.04,"5/27/2018 21:27:40",3242,4807,"(91,71)",91,71,-57.5597,0,0,0,0,0.192,0.001,5.875596,NA,5.875596,0,NA,"91-71",5.7752,73.1927453052,10,57.752,"yes"," ",43.3607285479,-78.8042601194,1527456460,0.0497354361011369,0.135061087896597
50,28,"25-May-2018 18:46:07",43.35985,-78.8050333333333,58,0.12,"5/25/2018 18:46:07",3242,4807,"(91,71)",91,71,-57.5597,0,0,0,0,0.192,0.001,5.875596,NA,5.875596,0,NA,"91-71",5.7752,73.1927453052,10,57.752,"yes"," ",43.3607285479,-78.8042601194,1527273967,0.0896643258063503,359.576358476735
51,233,"12-Jun-2018 15:16:34",43.36,-78.7305666666667,105,0.05,"6/12/2018 15:16:34",3540,4108,"(96,67)",96,67,-30.1325,0,0,0,0,0.192,0.001,5.823115,NA,5.823115,0,NA,"96-67",3.0324,37.1965532847,10,30.324,"yes","EighteenMile Zone",43.3603237518,-78.7317787134,1528816594,0.0585562586020227,168.353093538295
52,169,"04-Jun-2018 22:59:27",43.3600166666667,-77.6947166666667,106,0.12,"6/4/2018 22:59:27",7908,4004,"(166,66)",166,66,-47.6951,0,0,0,0,0.192,0.001,5.252872,NA,5.252872,0,NA,"166-66",4.7887,20.3763137871,10,47.887,"yes"," ",43.3596987794,-77.6965226062,1528153167,0.0822848020031134,348.458900234429
53,235,"12-Jun-2018 17:34:30",43.3608666666667,-78.7621666666667,296,0.08,"6/12/2018 17:34:30",3423,4457,"(94,69)",94,69,-40.1301,0,0,0,0,0.192,0.001,6.024657,NA,6.024657,0,NA,"94-69",4.0322,36.1840685477,10,40.322,"yes"," ",43.3615460882,-78.7605759132,1528824870,0.0408594974357064,170.792411421078
54,62,"28-May-2018 01:30:20",43.3612333333333,-78.7614333333333,26,0.05,"5/28/2018 1:30:20",3423,4457,"(94,69)",94,69,-40.1301,0,0,0,0,0.192,0.001,6.024657,NA,6.024657,0,NA,"94-69",4.0322,36.1840685477,10,40.322,"yes"," ",43.3615460882,-78.7605759132,1527471020,0.0551849982261201,359.152155514372
55,46,"27-May-2018 02:53:36",43.3615833333333,-78.8072833333333,155,0.02,"5/27/2018 2:53:36",3242,4807,"(91,71)",91,71,-57.5597,0,0,0,0,0.192,0.001,5.875596,NA,5.875596,0,NA,"91-71",5.7752,73.1927453052,10,57.752,"yes"," ",43.3607285479,-78.8042601194,1527389616,0.0678726527244238,358.06788215533
56,52,"27-May-2018 08:54:52",43.3624833333333,-78.8279666666667,106,1,"5/27/2018 8:54:52",3121,4984,"(89,72)",89,72,-63.7474,0,0,0,0,0.192,0.001,5.366284,NA,5.366284,0,NA,"89-72",6.3939,71.4958986773,10,63.939,"yes"," ",43.3604871782,-78.8341535152,1527411292,0.0540353916550362,357.263411856049
57,168,"04-Jun-2018 21:36:05",43.3635166666667,-77.71435,106,0.11,"6/4/2018 21:36:05",7814,4177,"(165,67)",165,67,-51.6124,0,0,0,0,0.192,0.001,5.176096,NA,5.176096,0,NA,"165-67",5.1804,51.8081467792,10,51.804,"yes"," ",43.3636313849,-77.7126849153,1528148165,0.0774461140874679,352.326514978509
58,234,"12-Jun-2018 16:17:47",43.3647833333333,-78.7424833333333,296,0.08,"6/12/2018 16:17:47",3483,4458,"(95,69)",95,69,-41.0068,0,0,0,0,0.192,0.001,6.027318,NA,6.027318,0,NA,"95-69",4.1199,36.8201986575,10,41.199,"yes"," ",43.363875326,-78.7473801247,1528820267,0.0377953615970641,167.764465819039
59,63,"28-May-2018 03:29:50",43.3648333333333,-78.7315,31,0.05,"5/28/2018 3:29:50",3541,4283,"(96,68)",96,68,-35.4257,0,0,0,0,0.192,0.001,6.073179,NA,6.073179,0,NA,"96-68",3.5618,37.326441026,10,35.618,"yes","EighteenMile Zone",43.3632633912,-78.7329809888,1527478190,0.0514576407448452,359.961223387342
60,53,"27-May-2018 10:56:10",43.3681666666667,-78.8525833333333,106,0.94,"5/27/2018 10:56:10",3061,5167,"(88,73)",88,73,-76.8176,0,0,0,0,0.192,0.001,5.026948,NA,5.026948,0,NA,"88-73",7.701,115.978551361,10,77.01,"yes"," ",43.3659624114,-78.8500630331,1527418570,0.0351218897240723,356.457592846231
61,64,"28-May-2018 05:30:34",43.3684,-78.7016666666667,37,0.06,"5/28/2018 5:30:34",3662,4285,"(98,68)",98,68,-40.4685,0,0,0,0,0.192,0.001,5.99664,NA,5.99664,0,NA,"98-68",4.066,35.8496439941,10,40.66,"yes"," ",43.3686145095,-78.7075741949,1527485434,0.0485016916524288,359.22142667547
62,183,"05-Jun-2018 23:43:48",43.3688666666667,-77.3926333333333,92,0.13,"6/5/2018 23:43:48",9710,5262,"(183,73)",183,73,-182.087,0,0,0,0,0.192,0.001,4.631208,NA,4.631208,0,NA,"183-73",18.2279,221.643549911,10,182.279,"yes"," ",43.3717709728,-77.3953725023,1528242228,0.0098654681980914,41.7875516122776
63,167,"04-Jun-2018 19:36:27",43.3693833333333,-77.75635,105,0.09,"6/4/2018 19:36:27",7580,4349,"(162,68)",162,68,-54.1143,0,0,0,0,0.192,0.001,5.185922,NA,5.185922,0,NA,"162-68",5.4306,51.9121241314,10,54.306,"yes"," ",43.3714558942,-77.7608469517,1528140987,0.0710764685583216,358.262212912595
64,65,"28-May-2018 07:29:56",43.3721833333333,-78.6709333333333,44,0.06,"5/28/2018 7:29:56",3844,4113,"(101,67)",101,67,-41.6423,0,0,0,0,0.192,0.001,5.817992,NA,5.817992,0,NA,"101-67",4.1834,34.7566104338,10,41.834,"yes","EighteenMile Zone",43.3740144648,-78.668749165,1527492596,0.0408477867075104,358.295925875717
65,54,"27-May-2018 12:53:25",43.3732833333333,-78.8780833333333,105,0.81,"5/27/2018 12:53:25",2940,5352,"(86,74)",86,74,-87.5625,0,0,0,0,0.192,0.001,5.135239,NA,5.135239,0,NA,"86-74",8.7755,119.871818735,10,87.755,"yes"," ",43.3722492634,-78.8773470511,1527425605,0.0107983631724612,340.012708191289
66,166,"04-Jun-2018 17:37:31",43.3734166666667,-77.7956166666667,107,0.07,"6/4/2018 17:37:31",7442,4347,"(160,68)",160,68,-51.1075,0,0,0,0,0.192,0.001,5.231163,NA,5.231163,0,NA,"160-68",5.1299,52.9536297476,10,51.299,"yes"," ",43.3745355394,-77.7932969864,1528133851,0.0675252321080559,1.26765563548525
67,165,"04-Jun-2018 15:38:52",43.3749333333333,-77.8324833333333,113,0.06,"6/4/2018 15:38:52",7305,4170,"(158,67)",158,67,-45.3627,0,0,0,0,0.192,0.001,5.23507,NA,5.23507,0,NA,"158-67",4.5555,52.5226603733,10,45.555,"yes"," ",43.3747340673,-77.8263944576,1528126732,0.0733623602624174,3.03414848010782
68,55,"27-May-2018 15:12:20",43.3750666666667,-78.8473,354,0.01,"5/27/2018 15:12:20",3123,5355,"(89,74)",89,74,-90.3293,0,0,0,0,0.192,0.001,5.034643,NA,5.034643,0,NA,"89-74",9.0521,145.409515264,10,90.521,"yes"," ",43.3793134785,-78.8425307084,1527433940,0.010038633894707,343.913497402671
69,66,"28-May-2018 08:47:45",43.3752333333333,-78.6515166666667,43,0.06,"5/28/2018 8:47:45",3902,3940,"(102,66)",102,66,-38.3443,0,0,0,0,0.192,0.001,5.943522,NA,5.943522,0,NA,"102-66",3.8536,13.9324370317,10,38.536,"yes","EighteenMile Zone",43.3744061382,-78.6553063519,1527497265,0.0395888733780396,0.71260406900214
70,67,"28-May-2018 09:31:47",43.37645,-78.6406833333333,47,0.06,"5/28/2018 9:31:47",3963,3768,"(103,65)",103,65,-37.463,0,0,0,0,0.192,0.001,5.820381,NA,5.820381,0,NA,"103-65",3.7655,13.9702012494,10,37.655,"yes","EighteenMile Zone",43.3756367663,-78.6421741073,1527499907,0.0313885732160002,1.82391996380837
71,58,"27-May-2018 19:16:01",43.3775166666667,-78.7943,37,0.04,"5/27/2018 19:16:01",3305,5171,"(92,73)",92,73,-80.2555,0,0,0,0,0.192,0.001,5.53971,NA,5.53971,0,NA,"92-73",8.0448,148.922168691,10,80.448,"yes"," ",43.377217316,-78.7967435442,1527448561,0.0338091121134851,354.82918637485
72,56,"27-May-2018 17:13:46",43.3776333333333,-78.8215833333333,26,0.03,"5/27/2018 17:13:46",3183,5169,"(90,73)",90,73,-78.8493,0,0,0,0,0.192,0.001,5.10065,NA,5.10065,0,NA,"90-73",7.9041,146.38598196,10,79.041,"yes"," ",43.3714300318,-78.8240725222,1527441226,0.0342823719528487,357.592366000958
73,57,"27-May-2018 17:13:47",43.3776333333333,-78.8215833333333,26,0.03,"5/27/2018 17:13:47",3183,5169,"(90,73)",90,73,-78.8493,0,0,0,0,0.192,0.001,5.10065,NA,5.10065,0,NA,"90-73",7.9041,146.38598196,10,79.041,"yes"," ",43.3714300318,-78.8240725222,1527441227,0.0342823719528487,357.592366000958
74,164,"04-Jun-2018 13:37:02",43.3778166666667,-77.8654333333333,103,0.03,"6/4/2018 13:37:02",7174,4168,"(156,67)",156,67,-45.4834,0,0,0,0,0.192,0.001,5.244898,NA,5.244898,0,NA,"156-67",4.5675,51.8526254132,10,45.675,"yes"," ",43.3785347461,-77.858992569,1528119422,0.0600092497869295,1.90778686771292
75,29,"25-May-2018 20:49:02",43.3787333333333,-78.8152,56,0.1,"5/25/2018 20:49:02",3244,5170,"(91,73)",91,73,-79.8746,0,0,0,0,0.192,0.001,5.149956,NA,5.149956,0,NA,"91-73",8.0067,147.654075326,10,80.067,"yes"," ",43.3743245054,-78.8104086538,1527281342,0.0566218227734241,358.768734708893
76,163,"04-Jun-2018 13:05:53",43.37895,-77.8718666666667,125,0.02,"6/4/2018 13:05:53",7108,4167,"(155,67)",155,67,-45.7228,0,0,0,0,0.192,0.001,5.283687,NA,5.283687,0,NA,"155-67",4.5915,51.4596620822,10,45.915,"yes"," ",43.3805307816,-77.8752429266,1528117553,0.0593417690989864,2.62677882443795
77,232,"12-Jun-2018 12:53:21",43.3792166666667,-78.7433833333333,103,0.06,"6/12/2018 12:53:21",3545,4991,"(96,72)",96,72,-70.7895,0,0,0,0,0.192,0.001,5.10002,NA,5.10002,0,NA,"96-72",7.0981,76.0816472056,10,70.981,"yes"," ",43.3794337325,-78.7395965625,1528808001,0.00645489367540837,31.6331040239635
