"interval_number","velocity_meters_per_second","U_Component_Vel","V_Compoment_Vel","direction_degrees"
84,0.0372506305848775,0.0372225165626918,0.00144697605755718,2.22617666231051
85,0.0368321885434503,0.036795640235123,0.00164041841847442,2.55266266520248
86,0.0551072856021157,0.055077484620606,0.0018120745845738,1.88437779448933
87,0.0812919385204526,0.0812753657040268,0.00164140125799265,1.15696288890327
88,0.0902729692616736,0.0902673410299375,0.00100802911864473,0.639804084477254
89,0.0724571118862431,0.0724538285910028,0.000689771992128749,0.545448471577003
90,0.0538111818171358,0.0538069688577518,0.00067334307583976,0.716964800999914
91,0.0434322903561178,0.043425736912754,0.000754466143972964,0.995340098443554
92,0.0340049319646731,0.0339911383097919,0.000968459770274516,1.6320033073142
93,0.0155616776444218,0.0155119951661645,0.00124250435564088,4.57959065803939
94,0.0110457693257658,-0.0109704735350032,0.00128752880193963,173.306211151646
95,0.0308967639901819,-0.030874135616516,0.00118227534778443,177.807021807968
96,0.0298264499698997,-0.029798520332552,0.00129046650379404,177.520275737821
97,0.00939148540174478,-0.00924817306708463,0.00163440905909011,169.977730089223
98,0.0355807773451456,0.035536166799276,0.0017811697557673,2.86941965802004
99,0.0522978632442758,0.0522833810916003,0.00123067524045394,1.34841085796098
100,0.0477911699938526,0.04778089563584,0.00099092967373104,1.18808886902787
101,0.0340158629215624,0.034003651617325,0.000911376423939703,1.53529170240838
102,0.00812055134806094,0.0080850142489249,0.000758879958343629,5.36221675895086
103,0.0285058329033048,-0.0285042726541396,0.00029824481488147,179.400526867982
104,0.0523972788918874,-0.0523972462613486,-5.84765065471259e-05,180.063943353399
105,0.0561376716056042,-0.056137671521336,3.07591396459305e-06,179.9968606306
106,0.0504743019147848,-0.0504740210310929,0.00016838865058274,179.808853683421
107,0.0508369276748461,-0.0508367394119969,0.000138352355463583,179.844069730379
108,0.0771799916148154,-0.0771793660931611,-0.00031073319872488,180.230678295853
109,0.133843762541156,-0.133839654935726,-0.00104858850797264,180.448883903336
110,0.16440808194581,-0.164402016277319,-0.00141225105845514,180.492171792433
111,0.190143289694744,-0.190136302696205,-0.00163003464887789,180.491183517229
112,0.189576414796895,-0.189570106872532,-0.00154648879120582,180.467401304507
113,0.195976271160429,-0.195970339805182,-0.00152472115063935,180.44577319334
114,0.20738756914579,-0.20738190581073,-0.00153263776192574,180.423431717673
115,0.203761202415448,-0.203756687034564,-0.00135650229927148,180.381438810929
116,0.198877889698215,-0.198873888975099,-0.00126146531284842,180.363424628009
117,0.194141291564579,-0.194137325270516,-0.00124097831278651,180.366245137392
118,0.196771896889156,-0.196768102251139,-0.00122202366658305,180.355829515034
119,0.203978575403335,-0.203974402060566,-0.00130480941465457,180.366511935097
120,0.200591461258968,-0.200587930024995,-0.00119023455487801,180.339973677709
121,0.207704466751804,-0.207700458035404,-0.00129044199192991,180.355973834684
122,0.201975079030088,-0.201972002463354,-0.00111479601426185,180.316244119114
123,0.200691876093839,-0.200688824309102,-0.00110676442633019,180.315973188382
124,0.174950763579365,-0.17494959584165,-0.000639211894564629,180.209340185254
125,0.148600431055531,-0.148600322793343,-0.000179375594093836,180.069161757554
126,0.121241205061656,-0.12124069895615,0.000350316180899835,179.834448473361
127,0.0889591689857115,-0.088955087560936,0.00085214063075538,179.45115485067
128,0.0527808979824205,-0.0527578973232057,0.00155803140686158,178.308448763041
129,0.0150998663706533,-0.0148403571510465,0.00278742964771658,169.362209520004
130,0.028447519076871,0.0281404300086813,0.00416863773377406,8.42634171250966
131,0.0681976969110512,0.0680607897388188,0.00431911612484525,3.63110290515677
132,0.107352393160794,0.107290096301637,0.00365671340622119,1.95202710919101
133,0.125647488208709,0.125605472264948,0.00324909683713671,1.48176689980648
134,0.134759530852941,0.13471779490499,0.00335363856754694,1.42601546494323
135,0.134961469029735,0.134908245081918,0.00378992500997315,1.60916488800228
136,0.131391306747164,0.131317298399973,0.00440937973642201,1.92315839200466
137,0.123019720317722,0.122926883911314,0.00477836780761496,2.22605934679905
138,0.121612502091148,0.121527371376811,0.00454957922363038,2.14396156171335
139,0.12597300974227,0.125906966610976,0.00407859563433827,1.85537491735005
140,0.125542222182728,0.125490800547332,0.00359284407777242,1.63994956376053
141,0.124065988189306,0.124024880839239,0.00319348684066323,1.47496934261726
142,0.130905578250707,0.130877118187476,0.00272953331054495,1.19477011904255
143,0.132382841447927,0.132364039631727,0.00223108094823193,0.965665737604136
144,0.122581041319669,0.122565574090164,0.00194723880475903,0.910199952719386
145,0.105591113014097,0.105573318550072,0.00193844212726143,1.05189526775686
146,0.0953988230244735,0.095377053949421,0.00203789459590936,1.22403650190514
147,0.0858418461522237,0.0858180978063107,0.00201906902520427,1.34776694760251
148,0.0738771818536199,0.0738483795973355,0.00206272380135252,1.59996261899421
149,0.0676003767279919,0.0675675589051259,0.0021061617622507,1.78539998448195
150,0.0856522802090157,0.0856272430179602,0.00207083513272653,1.38538840047726
151,0.11658296672459,0.116572673031042,0.00154920389388277,0.761393021205796
152,0.129477451841307,0.12947271084433,0.00110800809490234,0.490316742156263
153,0.120459706957867,0.120453861536306,0.00118669345990243,0.564451204201747
154,0.108798878364131,0.108790059032869,0.00138527575516835,0.729535084446492
155,0.10315695489826,0.103145643752643,0.00152758591723392,0.848487871071059
156,0.104080297651992,0.104069582204197,0.00149345879459403,0.82217119283591
157,0.100110041409107,0.100098494197748,0.00152047698980745,0.870245010356296
158,0.0964133390371437,0.0964010355841617,0.00154022160497087,0.91535001672607
159,0.0975859090210604,0.0975744936271127,0.00149259267023168,0.876382627075449
160,0.0976586797273556,0.0976475093196297,0.0014770408806265,0.866604337306845
161,0.0896837884563054,0.0896705210909407,0.0015425819765846,0.985549305211034
162,0.0747518926316374,0.0747309280909441,0.00177026514341544,1.35699847713475
163,0.0649219532524397,0.0648921055661405,0.00196841288982797,1.73745600913881
164,0.0574228565059614,0.0573885486334034,0.00198467505041004,1.98067743158858
165,0.0549381837910138,0.054906286438965,0.00187183005039049,1.95253493082741
166,0.0595732596863222,0.0595437444579302,0.00187503748834077,1.80365285932053
167,0.0671141065390429,0.0670876218686022,0.00188528208749935,1.60969017476182
168,0.0748054046795727,0.0747849555699706,0.00174899676161745,1.33973294488183
169,0.0681095316693879,0.0680880300760552,0.00171127571874017,1.43972793375022
170,0.0571318773354614,0.0571013519654144,0.00186735416996041,1.87304490816004
171,0.0486047484879817,0.0485614222575485,0.00205179041425476,2.41939065508832
172,0.041234684991694,0.0411757490082458,0.00220384663127462,3.06371454286844
173,0.040049231582205,0.0399852057631154,0.0022636851385313,3.24023107677416
174,0.0431766997163637,0.0431197628201885,0.00221663094080522,2.94277826418702
175,0.0413318189013832,0.0412807489363584,0.00205402554757276,2.84854365687323
176,0.0363863687896356,0.036337142096164,0.00189207240309503,2.98069527614903
177,0.0298342634846242,0.0297717403755224,0.00193047990988513,3.71001894435981
178,0.0211136959021671,0.0210162939750819,0.00202572016876159,5.50562177470738
179,0.0098016157825203,0.00959313297044988,0.00201083857119822,11.8385015879993
180,0.0020795763466304,0.000762587187850543,0.00193470890895526,68.4875651587801
181,0.0118020101029022,-0.0116681747635015,0.00177232619948857,171.36313149879
182,0.0286490387572273,-0.0286116425295878,0.00146332958426976,177.072184183026
183,0.0469596250987513,-0.0469374812101224,0.00144195945320263,178.240378209542
184,0.06264625374928,-0.062626820259022,0.00156028621199062,178.5728267118
185,0.0675139744107108,-0.0674965573538459,0.0015334556104142,178.698519951931
186,0.0601087828514182,-0.0600830274376935,0.00175942882786384,178.322670299985
187,0.0505465878025409,-0.0505066086966043,0.00200997921583073,177.721039087721
188,0.0469576271409666,-0.0469106897044875,0.00209903267228784,177.437992337572
189,0.0438617495396377,-0.0438035767228517,0.00225826016285696,177.048772338775
190,0.0401916788931007,-0.040116988674967,0.00244913697017603,176.506436037519
191,0.0432250631765833,-0.0431581840706091,0.00240358780722406,176.812346895223
192,0.0489633833619732,-0.0489092257670565,0.00230229127580545,177.304920108534
193,0.0481203763322782,-0.0480695786963884,0.00221048010889289,177.367107755605
194,0.045917379857064,-0.0458673501990204,0.00214288559151673,177.325132410279
195,0.0544685191480198,-0.0544324244504612,0.00198261106196629,177.914018101073
196,0.0765528895923772,-0.0765393324380764,0.00144065779293097,178.921680360643
197,0.0882180990738034,-0.0882107617699165,0.00113776630571838,179.261024489907
198,0.0838227806765969,-0.0838138567914281,0.00122309856628919,179.163940014915
199,0.0700565991349471,-0.0700394172181363,0.00155148899399786,178.731011204936
200,0.0583376711039154,-0.0583091574460685,0.00182374004677286,178.208539469999
201,0.0274138178070225,-0.0273322969975461,0.00211256895616613,175.580279641273
202,0.0217088225205651,0.0215835419132399,0.00232888250214797,6.15843696187266
203,0.0765298097917048,0.0765095755562416,0.00175972581905992,1.31757480738196
204,0.104287409622063,0.104280942060273,0.00116143389904828,0.638108056509445
205,0.11401747617924,0.114015526846523,0.000666717476329539,0.335039122970936
206,0.124195435159678,0.124194931892816,0.000353562781665728,0.163111329487723
207,0.120466541196322,0.120466309341629,0.000236350189520385,0.112411935296726
208,0.106170612010909,0.106169850999115,0.000401987060231052,0.216935897459356
209,0.0898699313680643,0.0898673768467987,0.000677600749751874,0.432002455309863
210,0.0735084569245638,0.0735027900002083,0.000912744003389722,0.711451787719742
211,0.0617915558776087,0.0617824270295929,0.00106211492253288,0.984886988932112
212,0.0485995256976178,0.0485858590767788,0.00115247377619274,1.35882136109171
213,0.0381046771095557,0.0380857159592134,0.00120193905736275,1.80758545815884
214,0.0234432677769553,0.0234103671187879,0.00124157779683966,3.03585939525675
215,0.00201719073077169,-0.00168341059613297,0.00111138976472633,146.567157893168
216,0.0172338963266107,-0.0172189998134451,0.000716399344601025,177.617573603553
217,0.0232208068457156,-0.023212310305405,0.000628108948848543,178.449994348395
218,0.015868802282107,-0.0158422544603431,0.00091752900899278,176.685327942539
219,0.00619873603058251,-0.00608464159058551,0.00118383490865868,168.990015765087
220,0.00358468504098944,0.00331765215632712,0.00135762697848545,22.2550245075345
221,0.0122764958955247,0.0121986743779997,0.00138010684092558,6.45475781420621
222,0.0218388814955725,0.0217978837649665,0.00133753816643383,3.51131917037512
223,0.0461266435285588,0.0461079365865504,0.00131355507740614,1.63184077994978
224,0.0699399106004276,0.0699365411763405,0.000686515175239058,0.562412125573855
225,0.0953287536155633,0.0953287091949341,9.20278461361913e-05,0.0553118319530586
226,0.0989704182976212,0.0989701304044713,-0.000238716836561635,359.861802337193
227,0.0952319486315863,0.0952315893523677,-0.000261590502727648,359.84261531103
228,0.0964288490359426,0.0964286984665527,-0.000170406699583939,359.898748249447
229,0.100726899722478,0.100726664930636,-0.000217484835231753,359.876289522627
230,0.11098895686551,0.110988348471582,-0.000367491013256584,359.810289932115
231,0.116908627423259,0.116907577142731,-0.000495552829406168,359.757133658118
232,0.107788299770758,0.107787464184388,-0.000424419803968477,359.77439549192
233,0.0974069624199902,0.0974066575886014,-0.000243691005882053,359.856658288479
234,0.101165731917448,0.101165491580317,-0.000220516905842187,359.875108915026
235,0.098553272912617,0.0985528083862708,-0.000302590429062882,359.824083145761
236,0.0970457936167649,0.0970453858557542,-0.000281323329151238,359.833906639189
237,0.0994768431064251,0.0994763735680564,-0.000305640587602441,359.82395959981
238,0.104519504991443,0.104518760751081,-0.000394429606498118,359.783780018772
239,0.11701981829975,0.117018112826702,-0.000631779537225424,359.690663705971
240,0.112594800560673,0.112592847565116,-0.000663167004925972,359.662534237857
241,0.0934042789667253,0.0934032547708048,-0.000437410006707805,359.731684252787
242,0.0820887062509912,0.0820886550986822,-9.16408812819488e-05,359.936037037752
243,0.0694236744588291,0.0694235318908251,0.000140695305779418,0.116116768515663
244,0.0609582522167149,0.0609573321619364,0.000334916431326312,0.314795681469792
245,0.0570127950239508,0.0570108591739824,0.000469821974137867,0.472159291725691
246,0.05538700116977,0.0553841251663953,0.000564427261183186,0.583888980851219
247,0.054912018269146,0.0549061662376593,0.00080166044778976,0.83649068899015
248,0.0739231151793416,0.0739179554711695,0.000873393828924717,0.676959357548871
249,0.0809942914292983,0.0809932195168916,0.000416697039484158,0.294774935382649
250,0.0784125734720009,0.0784124351349574,0.000147291235447704,0.107625228194903
251,0.0784674207459871,0.0784673419052917,0.000111233294616201,0.0812209754922484
252,0.0847530982070744,0.0847530156109767,0.000118323892464933,0.0799907259973417
253,0.0968008819384358,0.0968008615549386,-6.28194284348512e-05,359.962817607636
254,0.124849820451545,0.124849127746313,-0.00041589393844281,359.809138600425
255,0.152930903644773,0.152928215027362,-0.00090682862312541,359.66025338181
256,0.151988496533219,0.151984956029809,-0.00103740977698171,359.608919985767
257,0.123955968958366,0.123953920853135,-0.000712562658321514,359.670632578943
258,0.0990101330853895,0.0990095802339087,-0.000330870808225665,359.808529333619
259,0.0826965617845856,0.0826965552815957,3.27955755497605e-05,0.0227222036129203
260,0.0851826818552835,0.0851817519243959,0.000398029080762468,0.26772424796762
261,0.0922962741191473,0.0922956494948269,0.000339559427541023,0.210792539204766
262,0.110375549708251,0.110375160603338,-0.000293078804882755,359.847863060602
263,0.110720219403659,0.110717676690988,-0.000750368538903038,359.611694415825
264,0.0917645133400204,0.0917627950679003,-0.00056156019918637,359.649371755922
265,0.075552271066556,0.0755516410340437,-0.000308545583938363,359.766010887062
266,0.0631584529831627,0.0631583527522841,-0.00011252041778775,359.897924218309
267,0.0550220097689838,0.0550217427339895,0.000171422089658691,0.178506350152359
268,0.0438589276505842,0.0438578473997753,0.000307824815764796,0.402134947659137
269,0.0235649075527488,0.0235648366313529,5.78144207359418e-05,0.140570278873178
270,0.0209148820380748,0.0209125603368898,0.000311626094108332,0.853723231509716
271,0.095000809553895,0.0949928089104875,0.00123291167202866,0.743600173048967
272,0.270030330506495,0.270027620921233,-0.00120968304374205,359.743325260342
273,0.284392103030777,0.284369101858754,-0.00361692885099799,359.271286569245
274,0.209796739496563,0.209782506287952,-0.00244375918080792,359.332590897196
275,0.178108625225521,0.178101665459698,-0.00157452856658998,359.493483167608
276,0.161591792631396,0.161586697510107,-0.00128321222137298,359.545005250206
277,0.153492369614738,0.15348883499177,-0.00104166348523868,359.611163866599
278,0.15323373021856,0.153231073875934,-0.000902261338263263,359.662632598266
279,0.153560446049965,0.153558401924861,-0.000792331588938505,359.704367507222
280,0.138321610736228,0.138320497561353,-0.000554933369243181,359.770134073099
281,0.109109042488976,0.109108648180477,-0.000293334433745455,359.845962856037
282,0.0823633867481299,0.0823632637668366,0.000142331642708997,0.0990125199953725
283,0.0709687849141528,0.0709680247451201,0.00032847521565347,0.265191390146642
284,0.0656873484953879,0.0656859687639209,0.000425746285660391,0.371359731560776
285,0.0520736631304029,0.0520723169225016,0.000374435763841547,0.411988950877763
286,0.045133246041141,0.045133059842714,0.000129643527287937,0.164580166976596
287,0.0343692562426387,0.034369063552434,-0.000115087796535208,359.808140819472
288,0.0342122360630776,0.0342121422664628,-8.01122653268683e-05,359.865834583955
289,0.0326253135341384,0.0326252220998309,-7.72407764025334e-05,359.864351506573
290,0.0245016606174049,0.0245012643030248,-0.000139357683007208,359.674118001456
291,0.0184586094490641,0.0184576258651556,-0.000190552394417995,359.408512221192
292,0.00469417000876943,0.00468339267212843,-0.000317907454904853,356.116734595537
293,0.00996823639888119,-0.00995730977261163,-0.000466603682189562,182.682941412255
294,0.0293412832697354,-0.0293366022287261,-0.000524093110393427,181.023469900977
295,0.0299831752967162,-0.0299823613110177,-0.000220932318145163,180.422190238858
296,0.0242856077681507,-0.0242855153167327,6.70109632818834e-05,179.841904296328
297,0.0233476973852542,-0.0233457061964167,0.000304918651442662,179.251701433125
298,0.0200304488289137,-0.0200246185953315,0.000483249831075524,178.617561558104
299,0.0216993289409747,-0.0216935420792167,0.000501107319719206,178.676738477166
300,0.0201487467614197,-0.0201421606760279,0.000515130427075041,178.534994954977
301,0.0249537648559383,-0.0249506374762473,0.000395056976073151,179.092880646655
302,0.0308806015956069,-0.0308778889293449,0.000409304499903259,179.240555368774
303,0.0401989379985047,-0.040196689107356,0.000425207025091082,179.393938658737
304,0.0499936208150355,-0.0499909575164476,0.000516031768667777,179.408585195526
305,0.0452010418123608,-0.0451939548134389,0.000800393180652971,178.985387366274
306,0.0399594659889013,-0.039948147545292,0.000951015151160261,178.636260563073
307,0.0349448801652654,-0.0349287183278115,0.00106267856907275,178.257358872528
308,0.0339132950965321,-0.0338948650207045,0.00111790408027113,178.110982998054
309,0.0369500765532189,-0.036929024246393,0.00124712689733382,178.065804241533
310,0.038116535964221,-0.0380892628858659,0.0014416541621179,177.832426181259
311,0.0469791242857514,-0.0469531767785506,0.00156118834810341,178.09562275545
312,0.0517182501485594,-0.0516907456981013,0.00168647786916412,178.131313474956
313,0.0527499203154129,-0.0527241678406598,0.00164809550461949,178.209584283795
314,0.0581244064297124,-0.0581040839205892,0.00153689770496441,178.48483586043
315,0.0616886854934371,-0.0616591369955276,0.00190912096917739,178.226546060596
316,0.0485624748965146,-0.0485118467093127,0.00221691157395936,177.383497518584
317,0.00775917724996873,-0.00727576391190268,0.00269593974240652,159.668468033268
318,0.0723401026995365,0.0722885927445571,0.00272943539785496,2.16231732652034
319,0.138420991920191,0.138419153415042,0.000713422758671039,0.295304155000533
320,0.145291219010856,0.145290628611218,-0.000414197317458004,359.836660532668
321,0.132893305075703,0.132892953209925,-0.000305812178387891,359.86815165294
322,0.125952851636926,0.125952844099933,-4.35730587683974e-05,359.980178674915
323,0.109038589701916,0.109038496643892,0.000142456388812183,0.0748556285247128
324,0.0768135924736294,0.0768120803240589,0.000481980285013707,0.359514722122397
325,0.0389398972235735,0.0389339589567236,0.0006800262778987,1.00063480283048
326,0.0266740666405467,0.0266644418824538,0.000716498598439647,1.53922101941546
327,0.0286329995896789,0.0286184838148933,0.000911619240276363,1.82449495420445
328,0.0300398015242345,0.030015803518564,0.00120050603928749,2.29036971788065
329,0.0313699442111515,0.0313442502787733,0.0012693991777126,2.31913319787663
330,0.0237343516183703,0.0237029373940781,0.00122073979080539,2.94822094875956
331,0.0061035833466431,0.0059788049168094,0.00122785236741012,11.6053331299313
332,0.0243862217356813,-0.0243707934509958,0.000867316038543361,177.961798614103
333,0.0530405486729276,-0.0530396950670791,0.000300916460928505,179.674940472533
334,0.0718027779613914,-0.0718027281231717,8.45993070629626e-05,179.932493080302
335,0.067945965728058,-0.0679443107401451,0.000474232817335064,179.600097529554
336,0.0468788456792218,-0.0468664458641566,0.00107815781700585,178.682148871177
337,0.0336555032209029,-0.0336266087114706,0.00139430399047655,177.62563038961
338,0.0250883234962388,-0.0250444761891868,0.00148262883459781,176.612053490337
339,0.0240377461290412,-0.0240018276215976,0.00131358661204741,176.867406858701
340,0.0245954476403801,-0.0245740625708943,0.00102542351857559,177.610554827395
341,0.0290937881343367,-0.0290873752233459,0.000610827816941713,178.796979361451
342,0.0502244316970763,-0.0502241349199289,0.000172658156682006,179.803032053777
343,0.0657905197283537,-0.0657902952009296,0.000171882231291727,179.850310688073
344,0.0568244462712112,-0.056820182277363,0.000696117803973817,179.298090654998
345,0.0425427956656607,-0.0425249298162071,0.00123280459798729,178.339451165843
346,0.034273235641274,-0.0342430103019404,0.00143907150048155,177.593545850707
347,0.028679570523223,-0.028635360529756,0.00159182057010608,176.81824057732
348,0.0220847547767377,-0.0220124236754986,0.001785944422144,175.361554251495
349,0.0168825823961213,-0.0167716888549025,0.00193184919601999,173.429334982827
350,0.0114771492681824,-0.0112745920191349,0.00214674873382956,169.219589052335
351,0.00536363663566406,-0.00478735320989457,0.00241864573742204,153.196380385603
352,0.00519731204495639,-0.00452809358236508,0.0025511607166137,150.602774611697
353,0.00315376821757612,-0.00187887115534799,0.00253300160911804,126.566427171796
354,0.0035636730721563,0.00256181047753584,0.00247727528595421,44.0389019693088
355,0.00953604263185823,0.00921474595201177,0.00245449915797509,14.9153567633939
356,0.0168683051745854,0.0167128428233321,0.00228486415910029,7.78482103898657
357,0.0217772513488231,0.021691431464955,0.00193144435875718,5.08830089500798
358,0.0219070334699504,0.0218401370463298,0.0017107101598634,4.47876083443597
359,0.0239180204958679,0.0238573825144473,0.00170205875342236,4.08074237082483
360,0.0298355236383422,0.0297905549956619,0.0016374687247453,3.14615598323291
361,0.0294890656829971,0.0294553020879849,0.00141073518481427,2.74203447609255
362,0.0279297567912683,0.0278965634761828,0.00136127169907554,2.79365253183981
363,0.0256639029391926,0.0256299499141567,0.00131968991437969,2.94756510988901
364,0.0135418107776786,0.0134800915121374,0.00129142245715869,5.47236076383876
365,0.0103509384935759,-0.0102870480792561,0.0011482898209361,173.630735868774
366,0.0160993771325753,-0.0160667777604219,0.00102400998730564,176.353207764946
367,0.0075679764545982,-0.00748293961031185,0.00113131887891023,171.402764742515
368,0.0013097801571149,-0.000333387604900862,0.00126663995076359,104.746156175537
369,0.00622314372222186,0.00606385455904284,0.00139899452257855,12.991418326694
370,0.0126532558341704,0.0125739543403782,0.0014144099303426,6.41806707039953
371,0.017650353389826,0.0176017719425851,0.00130866316023899,4.25202506612909
372,0.0207563978751571,0.0207208502354212,0.00121425626334297,3.35373715812134
373,0.0225775048323432,0.0225440509307819,0.00122861388759592,3.11944035391347
374,0.0248641646145748,0.0248286000285265,0.00132939933959777,3.06486502343826
375,0.0208277424057823,0.0207892878669287,0.00126505482394708,3.48222779837234
376,0.00743137680466894,0.00735012989919654,0.00109587940847,8.48013713740272
377,0.00690005898905001,-0.0068003828964229,0.00116859167993303,170.249409267044
378,0.0296580963707756,-0.029640151314789,0.00103155725707511,178.006756743508
379,0.0808820683795411,-0.080882062774017,-3.01126674965925e-05,180.021331412906
380,0.104538364874474,-0.104537429083232,-0.000442324876884679,180.242431802635
381,0.134513224477372,-0.134511517101843,-0.000677736128874055,180.288682278307
