I 	 	 J 	 lat 	 lon
49 	 	 94 	 43.46141316 	 -79.47107767
50 	 	 94 	 43.4659691 	 -79.4579911
51 	 	 94 	 43.47052348 	 -79.44490135
52 	 	 94 	 43.47507543 	 -79.4318097
53 	 	 94 	 43.47957958 	 -79.41869136
54 	 	 94 	 43.48403411 	 -79.40554516
55 	 	 94 	 43.488488 	 -79.39239704
56 	 	 94 	 43.49293943 	 -79.37924705
57 	 	 94 	 43.497337 	 -79.36608791
58 	 	 94 	 43.50167889 	 -79.35291971
59 	 	 94 	 43.50601922 	 -79.33974966
60 	 	 94 	 43.51035801 	 -79.32657776
61 	 	 94 	 43.51462678 	 -79.3134022
62 	 	 94 	 43.51882648 	 -79.30022548
63 	 	 94 	 43.52302463 	 -79.28704697
64 	 	 94 	 43.52722123 	 -79.27386667
65 	 	 94 	 43.53133255 	 -79.26068575
66 	 	 94 	 43.5353568 	 -79.24750432
67 	 	 94 	 43.53938037 	 -79.23431991
68 	 	 94 	 43.54340242 	 -79.22113503
69 	 	 94 	 43.54732115 	 -79.20794774
70 	 	 94 	 43.55113661 	 -79.19476057
71 	 	 94 	 43.55494961 	 -79.18157181
72 	 	 94 	 43.55876197 	 -79.16838141
73 	 	 94 	 43.56244761 	 -79.15518949
74 	 	 94 	 43.56600837 	 -79.14199732
75 	 	 94 	 43.56956755 	 -79.1288024
76 	 	 94 	 43.57312518 	 -79.11560597
77 	 	 94 	 43.57652635 	 -79.10240547
78 	 	 94 	 43.57977199 	 -79.08920344
79 	 	 94 	 43.58301606 	 -79.07599881
80 	 	 94 	 43.58625949 	 -79.06279401
81 	 	 94 	 43.58930588 	 -79.04958177
82 	 	 94 	 43.59215613 	 -79.03636219
83 	 	 94 	 43.59500483 	 -79.02314141
84 	 	 94 	 43.59785197 	 -79.00991943
85 	 	 94 	 43.60041469 	 -78.99679113
86 	 	 94 	 43.60269302 	 -78.98375547
87 	 	 94 	 43.60497073 	 -78.97071885
88 	 	 94 	 43.60724606 	 -78.95768257
89 	 	 94 	 43.6105303 	 -78.94360473
90 	 	 94 	 43.61482312 	 -78.92848818
91 	 	 94 	 43.61911386 	 -78.9133683
92 	 	 94 	 43.62340255 	 -78.89824634
93 	 	 94 	 43.62749863 	 -78.88313889
94 	 	 94 	 43.63140386 	 -78.86804482
95 	 	 94 	 43.63530614 	 -78.85294765
96 	 	 94 	 43.6392064 	 -78.83784983
97 	 	 94 	 43.64278938 	 -78.82269704
98 	 	 94 	 43.64605419 	 -78.8074908
99 	 	 94 	 43.64931694 	 -78.79228298
100 	 	 94 	 43.65257762 	 -78.77707359
101 	 	 94 	 43.65555607 	 -78.76180855
102 	 	 94 	 43.65825224 	 -78.74648684
103 	 	 94 	 43.66094544 	 -78.7311651
104 	 	 94 	 43.66363746 	 -78.71584205
105 	 	 94 	 43.66609403 	 -78.7004646
106 	 	 94 	 43.6683169 	 -78.68503163
107 	 	 94 	 43.67053677 	 -78.66959764
108 	 	 94 	 43.67275542 	 -78.65416256
109 	 	 94 	 43.67474998 	 -78.63865946
110 	 	 94 	 43.67652136 	 -78.62308973
111 	 	 94 	 43.67829059 	 -78.60751917
112 	 	 94 	 43.68005768 	 -78.59194779
113 	 	 94 	 43.68156856 	 -78.57628284
114 	 	 94 	 43.68282411 	 -78.56052574
115 	 	 94 	 43.68407658 	 -78.54476811
116 	 	 94 	 43.68532773 	 -78.52900864
117 	 	 94 	 43.68629949 	 -78.5131298
118 	 	 94 	 43.68699359 	 -78.49713049
119 	 	 94 	 43.68768544 	 -78.48113091
120 	 	 94 	 43.68837414 	 -78.4651311
121 	 	 94 	 43.68876279 	 -78.44897988
122 	 	 94 	 43.68884949 	 -78.43267508
123 	 	 94 	 43.68893476 	 -78.41637031
124 	 	 94 	 43.6890168 	 -78.40006565
125 	 	 94 	 43.68947714 	 -78.3837904
126 	 	 94 	 43.69031574 	 -78.36754302
127 	 	 94 	 43.69115202 	 -78.3512953
128 	 	 94 	 43.69198688 	 -78.3350472
129 	 	 94 	 43.6936299 	 -78.31792382
130 	 	 94 	 43.69608153 	 -78.29992311
131 	 	 94 	 43.69853029 	 -78.28192107
132 	 	 94 	 43.70097707 	 -78.26391766
133 	 	 94 	 43.70322822 	 -78.24572318
134 	 	 94 	 43.70528461 	 -78.22734024
135 	 	 94 	 43.70733799 	 -78.20895494
136 	 	 94 	 43.70938836 	 -78.19056854
137 	 	 94 	 43.71101623 	 -78.17200094
138 	 	 94 	 43.7122215 	 -78.15325252
139 	 	 94 	 43.71342367 	 -78.1345035
140 	 	 94 	 43.71462273 	 -78.1157539
141 	 	 94 	 43.71540714 	 -78.09689326
142 	 	 94 	 43.71577594 	 -78.07792202
143 	 	 94 	 43.71614161 	 -78.05895195
144 	 	 94 	 43.71650409 	 -78.03998058
145 	 	 94 	 43.71645489 	 -78.02101824
146 	 	 94 	 43.71599397 	 -78.00206283
147 	 	 94 	 43.71552994 	 -77.98310913
148 	 	 94 	 43.71506273 	 -77.96415465
149 	 	 94 	 43.71422004 	 -77.94534991
150 	 	 94 	 43.71300195 	 -77.92669525
151 	 	 94 	 43.7117808 	 -77.90804027
152 	 	 94 	 43.71055755 	 -77.88938742
153 	 	 94 	 43.70900294 	 -77.870976
154 	 	 94 	 43.70711713 	 -77.85280754
155 	 	 94 	 43.7052294 	 -77.83464157
156 	 	 94 	 43.70333788 	 -77.81647572
157 	 	 94 	 43.701145 	 -77.79858272
158 	 	 94 	 43.69864906 	 -77.78096167
159 	 	 94 	 43.69615045 	 -77.76334223
160 	 	 94 	 43.69364916 	 -77.74572441
161 	 	 94 	 43.69085864 	 -77.72835087
162 	 	 94 	 43.68777812 	 -77.71122186
163 	 	 94 	 43.68469597 	 -77.69409471
164 	 	 94 	 43.68161041 	 -77.67696951
165 	 	 94 	 43.67897379 	 -77.66001342
166 	 	 94 	 43.67678524 	 -77.64322486
167 	 	 94 	 43.67459429 	 -77.6264389
168 	 	 94 	 43.67240087 	 -77.60965307
169 	 	 94 	 43.67108783 	 -77.59294514
170 	 	 94 	 43.6706542 	 -77.57631193
171 	 	 94 	 43.67021725 	 -77.55967917
172 	 	 94 	 43.66977879 	 -77.54304675
173 	 	 94 	 43.66925768 	 -77.52652974
174 	 	 94 	 43.66865311 	 -77.5101295
175 	 	 94 	 43.66804616 	 -77.49372851
176 	 	 94 	 43.6674369 	 -77.47732923
177 	 	 94 	 43.6667086 	 -77.4611159
178 	 	 94 	 43.66585961 	 -77.44509118
179 	 	 94 	 43.66500836 	 -77.42906582
180 	 	 94 	 43.66415487 	 -77.41304106
181 	 	 94 	 43.66327043 	 -77.39721954
182 	 	 94 	 43.66235504 	 -77.38159877
183 	 	 94 	 43.66143756 	 -77.36597986
184 	 	 94 	 43.66051797 	 -77.35036157
185 	 	 94 	 43.65963546 	 -77.33492753
186 	 	 94 	 43.65878933 	 -77.31968145
187 	 	 94 	 43.65794114 	 -77.30443471
188 	 	 94 	 43.65709093 	 -77.28918853
189 	 	 94 	 43.65631292 	 -77.27409333
190 	 	 94 	 43.65560809 	 -77.25914898
191 	 	 94 	 43.65490045 	 -77.24420641
192 	 	 94 	 43.65419082 	 -77.22926309
193 	 	 94 	 43.65355588 	 -77.21443199
194 	 	 94 	 43.65299477 	 -77.19971311
195 	 	 94 	 43.65243177 	 -77.18499463
196 	 	 94 	 43.65186688 	 -77.17027657
197 	 	 94 	 43.65134692 	 -77.15563899
198 	 	 94 	 43.65087194 	 -77.14108312
199 	 	 94 	 43.65039512 	 -77.1265276
200 	 	 94 	 43.64991731 	 -77.11197114
201 	 	 94 	 43.6494318 	 -77.09748115
202 	 	 94 	 43.64894039 	 -77.08305625
203 	 	 94 	 43.64844715 	 -77.06863173
204 	 	 94 	 43.6479512 	 -77.05420763
205 	 	 94 	 43.64775231 	 -77.03980886
206 	 	 94 	 43.64784772 	 -77.02543416
207 	 	 94 	 43.64794133 	 -77.01105955
208 	 	 94 	 43.64803401 	 -76.99668496
209 	 	 94 	 43.64885767 	 -76.97962438
210 	 	 94 	 43.65041201 	 -76.95987833
211 	 	 94 	 43.65196199 	 -76.94013157
212 	 	 94 	 43.65350941 	 -76.92038399
213 	 	 94 	 43.65527593 	 -76.90069115
214 	 	 94 	 43.65726248 	 -76.88105278
215 	 	 94 	 43.65924653 	 -76.86141454
216 	 	 94 	 43.66122621 	 -76.84177408
217 	 	 94 	 43.66316313 	 -76.82216507
218 	 	 94 	 43.66505551 	 -76.80258769
219 	 	 94 	 43.66694537 	 -76.78300926
220 	 	 94 	 43.66883182 	 -76.76342986
221 	 	 94 	 43.6706818 	 -76.74388035
222 	 	 94 	 43.67249452 	 -76.72436331
223 	 	 94 	 43.67430469 	 -76.70484404
224 	 	 94 	 43.67611148 	 -76.68532386
225 	 	 94 	 43.67788717 	 -76.66583205
226 	 	 94 	 43.67963095 	 -76.64636994
227 	 	 94 	 43.6813722 	 -76.62690566
228 	 	 94 	 43.68311008 	 -76.60744051
229 	 	 94 	 43.68480859 	 -76.58799824
230 	 	 94 	 43.68646864 	 -76.5685788
231 	 	 94 	 43.68812535 	 -76.54915855
232 	 	 94 	 43.68977869 	 -76.5297375
233 	 	 94 	 43.69136973 	 -76.51032749
234 	 	 94 	 43.69289851 	 -76.49092983
235 	 	 94 	 43.69442485 	 -76.47153138
236 	 	 94 	 43.69594784 	 -76.45213222
237 	 	 94 	 43.69737091 	 -76.43272603
238 	 	 94 	 43.69869414 	 -76.4133154
239 	 	 94 	 43.70001404 	 -76.39390419
240 	 	 94 	 43.70133058 	 -76.37449241
241 	 	 94 	 43.70250666 	 -76.35505094
242 	 	 94 	 43.7035423 	 -76.33558118
243 	 	 94 	 43.70457459 	 -76.31611102
244 	 	 94 	 43.70560352 	 -76.29664048
245 	 	 94 	 43.70673443 	 -76.27666983
246 	 	 94 	 43.70796716 	 -76.25620143
247 	 	 94 	 43.70919612 	 -76.23573128
248 	 	 94 	 43.71042141 	 -76.21526183
30 	 	 95 	 43.40621548 	 -79.68284037
31 	 	 95 	 43.40969665 	 -79.67218393
32 	 	 95 	 43.4131777 	 -79.66152504
33 	 	 95 	 43.41664789 	 -79.6508701
34 	 	 95 	 43.42010899 	 -79.64021662
35 	 	 95 	 43.4235682 	 -79.6295632
36 	 	 95 	 43.42702729 	 -79.61890733
37 	 	 95 	 43.43047369 	 -79.608253
38 	 	 95 	 43.43390919 	 -79.59759895
39 	 	 95 	 43.43734369 	 -79.58694495
40 	 	 95 	 43.44077627 	 -79.57628856
41 	 	 95 	 43.44419703 	 -79.56563123
42 	 	 95 	 43.44760508 	 -79.554973
43 	 	 95 	 43.45101212 	 -79.54431359
44 	 	 95 	 43.45441724 	 -79.53365304
45 	 	 95 	 43.45785888 	 -79.5228297
46 	 	 95 	 43.46133609 	 -79.51184356
47 	 	 95 	 43.46481134 	 -79.50085745
48 	 	 95 	 43.4682855 	 -79.48986886
49 	 	 95 	 43.47231806 	 -79.47782029
50 	 	 95 	 43.47690866 	 -79.46471118
51 	 	 95 	 43.48149771 	 -79.45159889
52 	 	 95 	 43.48608523 	 -79.43848464
53 	 	 95 	 43.49062221 	 -79.42534127
54 	 	 95 	 43.49510864 	 -79.4121688
55 	 	 95 	 43.49959441 	 -79.39899315
56 	 	 95 	 43.50407773 	 -79.38581685
57 	 	 95 	 43.50850895 	 -79.37262886
58 	 	 95 	 43.51288536 	 -79.35943052
59 	 	 95 	 43.51726112 	 -79.34623028
60 	 	 95 	 43.52163531 	 -79.33302817
61 	 	 95 	 43.52594219 	 -79.3198223
62 	 	 95 	 43.53018263 	 -79.30661146
63 	 	 95 	 43.53442064 	 -79.29340007
64 	 	 95 	 43.53865796 	 -79.2801856
65 	 	 95 	 43.54281178 	 -79.26696919
66 	 	 95 	 43.546883 	 -79.25375086
67 	 	 95 	 43.55095174 	 -79.24052959
68 	 	 95 	 43.55501983 	 -79.22730779
69 	 	 95 	 43.55898459 	 -79.21408231
70 	 	 95 	 43.56284873 	 -79.20085436
71 	 	 95 	 43.56671038 	 -79.18762356
72 	 	 95 	 43.57057049 	 -79.17439234
73 	 	 95 	 43.57430474 	 -79.16115707
74 	 	 95 	 43.57791222 	 -79.14791662
75 	 	 95 	 43.58151903 	 -79.1346746
76 	 	 95 	 43.58512339 	 -79.12143231
77 	 	 95 	 43.58856672 	 -79.10818233
78 	 	 95 	 43.59184991 	 -79.09492474
79 	 	 95 	 43.59513153 	 -79.08166576
80 	 	 95 	 43.59841159 	 -79.06840538
81 	 	 95 	 43.60148191 	 -79.05513298
82 	 	 95 	 43.60434336 	 -79.04184741
83 	 	 95 	 43.60720235 	 -79.02856066
84 	 	 95 	 43.61005976 	 -79.01527271
85 	 	 95 	 43.61265825 	 -79.00209492
86 	 	 95 	 43.61499871 	 -78.98902622
87 	 	 95 	 43.61733678 	 -78.97595783
88 	 	 95 	 43.61967334 	 -78.96288848
89 	 	 95 	 43.62300472 	 -78.94874318
90 	 	 95 	 43.62732963 	 -78.93352232
91 	 	 95 	 43.63165338 	 -78.91830056
92 	 	 95 	 43.63597414 	 -78.90307547
93 	 	 95 	 43.64014223 	 -78.88788454
94 	 	 95 	 43.64415858 	 -78.87272909
95 	 	 95 	 43.64817286 	 -78.85757045
96 	 	 95 	 43.65218511 	 -78.8424111
97 	 	 95 	 43.65584833 	 -78.82718542
98 	 	 95 	 43.65916255 	 -78.81189616
99 	 	 95 	 43.66247379 	 -78.79660533
100 	 	 95 	 43.66578385 	 -78.78131286
101 	 	 95 	 43.66879535 	 -78.76596032
102 	 	 95 	 43.67150824 	 -78.75054546
103 	 	 95 	 43.67421814 	 -78.73513056
104 	 	 95 	 43.67692683 	 -78.71971432
105 	 	 95 	 43.67940091 	 -78.70424238
106 	 	 95 	 43.68163858 	 -78.68871497
107 	 	 95 	 43.68387502 	 -78.67318646
108 	 	 95 	 43.68610928 	 -78.65765565
109 	 	 95 	 43.68812309 	 -78.64205912
110 	 	 95 	 43.68991726 	 -78.62639452
111 	 	 95 	 43.69170839 	 -78.61073036
112 	 	 95 	 43.69349732 	 -78.59506412
113 	 	 95 	 43.69502369 	 -78.57930328
114 	 	 95 	 43.69628654 	 -78.56344685
115 	 	 95 	 43.69754629 	 -78.54759112
116 	 	 95 	 43.6988047 	 -78.53173355
117 	 	 95 	 43.69977103 	 -78.51575337
118 	 	 95 	 43.70044609 	 -78.49964952
119 	 	 95 	 43.70111888 	 -78.48354541
120 	 	 95 	 43.70178938 	 -78.46744104
121 	 	 95 	 43.70213624 	 -78.45117754
122 	 	 95 	 43.70215755 	 -78.43475401
123 	 	 95 	 43.70217743 	 -78.41833178
124 	 	 95 	 43.70219492 	 -78.40190841
125 	 	 95 	 43.70259425 	 -78.38555282
126 	 	 95 	 43.70337541 	 -78.36926347
127 	 	 95 	 43.70415426 	 -78.35297504
128 	 	 95 	 43.70493164 	 -78.33668503
129 	 	 95 	 43.70663617 	 -78.31948697
130 	 	 95 	 43.70926824 	 -78.30137748
131 	 	 95 	 43.71189829 	 -78.28326651
132 	 	 95 	 43.71452453 	 -78.26515412
133 	 	 95 	 43.71697927 	 -78.24684444
134 	 	 95 	 43.71926151 	 -78.22833764
135 	 	 95 	 43.72154072 	 -78.20982958
136 	 	 95 	 43.72381692 	 -78.1913215
137 	 	 95 	 43.72561959 	 -78.1726096
138 	 	 95 	 43.7269478 	 -78.15369684
139 	 	 95 	 43.72827375 	 -78.13478335
140 	 	 95 	 43.72959568 	 -78.11587048
141 	 	 95 	 43.73047274 	 -78.0968293
142 	 	 95 	 43.73090488 	 -78.07766024
143 	 	 95 	 43.73133292 	 -78.05849235
144 	 	 95 	 43.73175774 	 -78.03932436
145 	 	 95 	 43.73174281 	 -78.0201618
146 	 	 95 	 43.73128815 	 -78.00100509
147 	 	 95 	 43.73083025 	 -77.9818476
148 	 	 95 	 43.73036918 	 -77.96269182
149 	 	 95 	 43.72951144 	 -77.94370429
150 	 	 95 	 43.72825807 	 -77.92488656
151 	 	 95 	 43.72700072 	 -77.90606984
152 	 	 95 	 43.72574025 	 -77.88725284
153 	 	 95 	 43.72413308 	 -77.86871047
154 	 	 95 	 43.72217938 	 -77.85044425
155 	 	 95 	 43.72022276 	 -77.83217815
156 	 	 95 	 43.71826325 	 -77.8139134
157 	 	 95 	 43.71598173 	 -77.79595626
158 	 	 95 	 43.71337655 	 -77.77830706
159 	 	 95 	 43.71076955 	 -77.76065825
160 	 	 95 	 43.7081599 	 -77.74301238
161 	 	 95 	 43.70522142 	 -77.72564286
162 	 	 95 	 43.70195436 	 -77.70855366
163 	 	 95 	 43.69868476 	 -77.69146523
164 	 	 95 	 43.69541269 	 -77.67438004
165 	 	 95 	 43.69266593 	 -77.65748836
166 	 	 95 	 43.6904437 	 -77.64079227
167 	 	 95 	 43.68821904 	 -77.62409632
168 	 	 95 	 43.68599197 	 -77.60740174
169 	 	 95 	 43.68466506 	 -77.59072314
170 	 	 95 	 43.68423728 	 -77.57405608
171 	 	 95 	 43.68380711 	 -77.55739065
172 	 	 95 	 43.68337541 	 -77.54072556
173 	 	 95 	 43.68287406 	 -77.52418881
174 	 	 95 	 43.68230397 	 -77.50777916
175 	 	 95 	 43.68173153 	 -77.49136997
176 	 	 95 	 43.68115678 	 -77.47496249
177 	 	 95 	 43.68043672 	 -77.45876485
178 	 	 95 	 43.67957242 	 -77.4427796
179 	 	 95 	 43.6787059 	 -77.42679494
180 	 	 95 	 43.67783716 	 -77.4108109
181 	 	 95 	 43.67693095 	 -77.39505162
182 	 	 95 	 43.6759882 	 -77.37951458
183 	 	 95 	 43.67504429 	 -77.36397936
184 	 	 95 	 43.67409734 	 -77.34844358
185 	 	 95 	 43.67318989 	 -77.33311055
186 	 	 95 	 43.6723238 	 -77.31797889
187 	 	 95 	 43.6714557 	 -77.3028478
188 	 	 95 	 43.67058472 	 -77.28771733
189 	 	 95 	 43.6697926 	 -77.27274739
190 	 	 95 	 43.66907759 	 -77.25793802
191 	 	 95 	 43.66836064 	 -77.24312789
192 	 	 95 	 43.66764178 	 -77.22831825
193 	 	 95 	 43.66699951 	 -77.21362321
194 	 	 95 	 43.666433 	 -77.19904277
195 	 	 95 	 43.66586373 	 -77.1844628
196 	 	 95 	 43.66529346 	 -77.16988194
197 	 	 95 	 43.66476092 	 -77.1553808
198 	 	 95 	 43.66426606 	 -77.14095689
199 	 	 95 	 43.66376938 	 -77.12653335
200 	 	 95 	 43.66327089 	 -77.11211017
201 	 	 95 	 43.66274203 	 -77.0977475
202 	 	 95 	 43.66218278 	 -77.08344412
203 	 	 95 	 43.66162179 	 -77.06914237
204 	 	 95 	 43.66105807 	 -77.05483984
205 	 	 95 	 43.66073639 	 -77.04055886
206 	 	 95 	 43.66065405 	 -77.02629944
207 	 	 95 	 43.66057077 	 -77.01203889
208 	 	 95 	 43.66048486 	 -76.9977798
209 	 	 95 	 43.66132739 	 -76.98081611
210 	 	 95 	 43.66309617 	 -76.96114581
211 	 	 95 	 43.66486066 	 -76.94147589
212 	 	 95 	 43.6666226 	 -76.92180501
213 	 	 95 	 43.66859717 	 -76.90218299
214 	 	 95 	 43.67078625 	 -76.88261199
215 	 	 95 	 43.67297102 	 -76.86303986
216 	 	 95 	 43.67515232 	 -76.84346532
217 	 	 95 	 43.67724109 	 -76.82391441
218 	 	 95 	 43.67923643 	 -76.80438728
219 	 	 95 	 43.68122838 	 -76.7848591
220 	 	 95 	 43.68321692 	 -76.76532988
221 	 	 95 	 43.68514817 	 -76.74582701
222 	 	 95 	 43.687023 	 -76.72634924
223 	 	 95 	 43.68889349 	 -76.70686933
224 	 	 95 	 43.69076066 	 -76.68738971
225 	 	 95 	 43.69258579 	 -76.66793425
226 	 	 95 	 43.69436709 	 -76.64850313
227 	 	 95 	 43.69614504 	 -76.62907112
228 	 	 95 	 43.69792047 	 -76.60963691
229 	 	 95 	 43.69964563 	 -76.59022263
230 	 	 95 	 43.70132317 	 -76.57082689
231 	 	 95 	 43.70299642 	 -76.55142916
232 	 	 95 	 43.70466727 	 -76.53203179
233 	 	 95 	 43.70626121 	 -76.51264033
234 	 	 95 	 43.70778104 	 -76.49325715
235 	 	 95 	 43.70929658 	 -76.47387209
236 	 	 95 	 43.71080969 	 -76.45448624
237 	 	 95 	 43.71219659 	 -76.43508918
238 	 	 95 	 43.71345904 	 -76.41567964
239 	 	 95 	 43.71471724 	 -76.39626963
240 	 	 95 	 43.715973 	 -76.37685901
241 	 	 95 	 43.71702756 	 -76.35740855
242 	 	 95 	 43.71788091 	 -76.33791844
243 	 	 95 	 43.71873175 	 -76.31842675
244 	 	 95 	 43.71957837 	 -76.29893611
245 	 	 95 	 43.72050471 	 -76.27895083
246 	 	 95 	 43.72150964 	 -76.25847216
247 	 	 95 	 43.72250995 	 -76.23799319
248 	 	 95 	 43.72350745 	 -76.21751378
32 	 	 96 	 43.42413887 	 -79.66833261
33 	 	 96 	 43.42760785 	 -79.65767491
34 	 	 96 	 43.43106776 	 -79.6470199
35 	 	 96 	 43.43452667 	 -79.6363637
36 	 	 96 	 43.43798546 	 -79.62570628
37 	 	 96 	 43.44143245 	 -79.61504915
38 	 	 96 	 43.44486946 	 -79.60439351
39 	 	 96 	 43.44830545 	 -79.59373668
40 	 	 96 	 43.45174043 	 -79.58307867
41 	 	 96 	 43.4551636 	 -79.57241972
42 	 	 96 	 43.45857674 	 -79.56175857
43 	 	 96 	 43.46198799 	 -79.5510975
44 	 	 96 	 43.4653991 	 -79.540434
45 	 	 96 	 43.46883052 	 -79.52960684
46 	 	 96 	 43.4722831 	 -79.51861598
47 	 	 96 	 43.47573459 	 -79.50762265
48 	 	 96 	 43.47918501 	 -79.49662933
49 	 	 96 	 43.48322347 	 -79.48456527
50 	 	 96 	 43.48784785 	 -79.47143365
51 	 	 96 	 43.49247157 	 -79.4582988
52 	 	 96 	 43.49709375 	 -79.44516198
53 	 	 96 	 43.50166448 	 -79.43199479
54 	 	 96 	 43.5061828 	 -79.41879481
55 	 	 96 	 43.51070047 	 -79.40559287
56 	 	 96 	 43.51521657 	 -79.392389
57 	 	 96 	 43.51967964 	 -79.3791722
58 	 	 96 	 43.5240924 	 -79.3659449
59 	 	 96 	 43.52850268 	 -79.35271449
60 	 	 96 	 43.53291229 	 -79.33948217
61 	 	 96 	 43.53725724 	 -79.32624352
62 	 	 96 	 43.54153755 	 -79.31299981
63 	 	 96 	 43.54581719 	 -79.29975424
64 	 	 96 	 43.55009437 	 -79.28650809
65 	 	 96 	 43.5542916 	 -79.27325616
66 	 	 96 	 43.55840798 	 -79.25999975
67 	 	 96 	 43.5625228 	 -79.24674282
68 	 	 96 	 43.56663604 	 -79.23348289
69 	 	 96 	 43.57064862 	 -79.22021915
70 	 	 96 	 43.57456052 	 -79.20694921
71 	 	 96 	 43.57847085 	 -79.19367759
72 	 	 96 	 43.58237962 	 -79.18040554
73 	 	 96 	 43.58616156 	 -79.1671257
74 	 	 96 	 43.5898167 	 -79.1538394
75 	 	 96 	 43.59346934 	 -79.14055032
76 	 	 96 	 43.59712132 	 -79.12726089
77 	 	 96 	 43.6006077 	 -79.11396016
78 	 	 96 	 43.60392756 	 -79.10064826
79 	 	 96 	 43.60724674 	 -79.08733491
80 	 	 96 	 43.61056435 	 -79.07402015
81 	 	 96 	 43.61365858 	 -79.06068632
82 	 	 96 	 43.61653035 	 -79.04733477
83 	 	 96 	 43.61939963 	 -79.03398203
84 	 	 96 	 43.62226823 	 -79.02062804
85 	 	 96 	 43.62490245 	 -79.00739952
86 	 	 96 	 43.6273033 	 -78.99430031
87 	 	 96 	 43.62970261 	 -78.98119887
88 	 	 96 	 43.6321004 	 -78.96809645
89 	 	 96 	 43.63547892 	 -78.95388366
90 	 	 96 	 43.63983596 	 -78.93855971
91 	 	 96 	 43.64419179 	 -78.92323357
92 	 	 96 	 43.64854554 	 -78.90790653
93 	 	 96 	 43.65278657 	 -78.89263329
94 	 	 96 	 43.65691402 	 -78.87741522
95 	 	 96 	 43.66104031 	 -78.86219509
96 	 	 96 	 43.66516362 	 -78.84697299
97 	 	 96 	 43.66890711 	 -78.83167564
98 	 	 96 	 43.67226985 	 -78.81630337
99 	 	 96 	 43.67563052 	 -78.8009307
100 	 	 96 	 43.67898995 	 -78.78555511
101 	 	 96 	 43.68203359 	 -78.77011383
102 	 	 96 	 43.68476413 	 -78.75460699
103 	 	 96 	 43.68749161 	 -78.73909761
104 	 	 96 	 43.69021697 	 -78.72358816
105 	 	 96 	 43.69270678 	 -78.70802174
106 	 	 96 	 43.69496105 	 -78.69239979
107 	 	 96 	 43.69721313 	 -78.67677552
108 	 	 96 	 43.69946398 	 -78.66115137
109 	 	 96 	 43.70149701 	 -78.64546012
110 	 	 96 	 43.70331218 	 -78.6297007
111 	 	 96 	 43.70512607 	 -78.61394162
112 	 	 96 	 43.70693778 	 -78.59818168
113 	 	 96 	 43.70847872 	 -78.5823237
114 	 	 96 	 43.70974891 	 -78.56637038
115 	 	 96 	 43.71101684 	 -78.55041524
116 	 	 96 	 43.71228165 	 -78.5344608
117 	 	 96 	 43.71324341 	 -78.51837794
118 	 	 96 	 43.71389944 	 -78.5021695
119 	 	 96 	 43.71455317 	 -78.48596082
120 	 	 96 	 43.71520458 	 -78.46975188
121 	 	 96 	 43.71550964 	 -78.45337605
122 	 	 96 	 43.7154665 	 -78.43683492
123 	 	 96 	 43.71542093 	 -78.42029269
124 	 	 96 	 43.715373 	 -78.40375184
125 	 	 96 	 43.71571042 	 -78.38731591
126 	 	 96 	 43.71643506 	 -78.37098576
127 	 	 96 	 43.71715643 	 -78.35465413
128 	 	 96 	 43.71787547 	 -78.33832346
129 	 	 96 	 43.71964238 	 -78.32104942
130 	 	 96 	 43.72245488 	 -78.30283112
131 	 	 96 	 43.72526536 	 -78.28461244
132 	 	 96 	 43.72807196 	 -78.266391
133 	 	 96 	 43.73072939 	 -78.2479661
134 	 	 96 	 43.73323841 	 -78.22933658
135 	 	 96 	 43.73574346 	 -78.21070569
136 	 	 96 	 43.73824542 	 -78.1920734
137 	 	 96 	 43.74022295 	 -78.17321962
138 	 	 96 	 43.741675 	 -78.15414238
139 	 	 96 	 43.74312383 	 -78.13506439
140 	 	 96 	 43.74456948 	 -78.11598688
141 	 	 96 	 43.74553916 	 -78.09676382
142 	 	 96 	 43.74603287 	 -78.07739816
143 	 	 96 	 43.74652422 	 -78.05803355
144 	 	 96 	 43.74701134 	 -78.0386676
145 	 	 96 	 43.74703068 	 -78.01930472
146 	 	 96 	 43.74658224 	 -77.99994535
147 	 	 96 	 43.74613054 	 -77.98058645
148 	 	 96 	 43.74567645 	 -77.96122798
149 	 	 96 	 43.74480366 	 -77.94205756
150 	 	 96 	 43.7435132 	 -77.92307679
151 	 	 96 	 43.7422196 	 -77.904097
152 	 	 96 	 43.74092377 	 -77.88511817
153 	 	 96 	 43.73926403 	 -77.86644478
154 	 	 96 	 43.73724147 	 -77.84807833
155 	 	 96 	 43.73521689 	 -77.82971324
156 	 	 96 	 43.73318853 	 -77.81135084
157 	 	 96 	 43.73081836 	 -77.79332952
158 	 	 96 	 43.72810476 	 -77.77564965
159 	 	 96 	 43.72538851 	 -77.75797277
160 	 	 96 	 43.72266956 	 -77.74029764
161 	 	 96 	 43.71958316 	 -77.72293341
162 	 	 96 	 43.71612953 	 -77.70588282
163 	 	 96 	 43.71267342 	 -77.68883433
164 	 	 96 	 43.70921482 	 -77.67178794
165 	 	 96 	 43.70635798 	 -77.65496321
166 	 	 96 	 43.70410202 	 -77.63835715
167 	 	 96 	 43.70184367 	 -77.62175248
168 	 	 96 	 43.69958389 	 -77.6051504
169 	 	 96 	 43.69824214 	 -77.5884987
170 	 	 96 	 43.69782119 	 -77.57180021
171 	 	 96 	 43.69739776 	 -77.55510086
