I	J	XCent	YCent	CUE	CVE	CUN	CVN	WNDSHLT	lat	lon
140	96	732217.3	4847546.2	0.99918	-0.04046	0.04046	0.99918	1	43.74456948	-78.11598688
141	96	733761.4	4847708	0.99949	-0.03195	0.03195	0.99949	1	43.74553916	-78.09676382
142	96	735318.8	4847817.7	0.99974	-0.02274	0.02274	0.99974	1	43.74603287	-78.07739816
143	96	736876.1	4847927.5	0.99991	-0.0136	0.0136	0.99991	1	43.74652422	-78.05803355
144	96	738433.5	4848037.2	0.99999	-0.00454	0.00454	0.99999	1	43.74701134	-78.0386676
145	96	739992.5	4848095.3	0.99999	0.00464	-0.00464	0.99999	1	43.74703068	-78.01930472
146	96	741553.1	4848101.8	0.9999	0.01396	-0.01396	0.9999	1	43.74658224	-77.99994535
147	96	743113.7	4848108.3	0.99973	0.02327	-0.02327	0.99973	1	43.74613054	-77.98058645
148	96	744674.3	4848114.9	0.99947	0.03255	-0.03255	0.99947	1	43.74567645	-77.96122798
149	96	746221.5	4848074.8	0.99916	0.041	-0.041	0.99916	1	43.74480366	-77.94205756
150	96	747755.2	4847988.1	0.99882	0.04864	-0.04864	0.99882	1	43.7435132	-77.92307679
151	96	749288.9	4847901.4	0.99841	0.05631	-0.05631	0.99841	1	43.7422196	-77.904097
152	96	750822.6	4847814.8	0.99795	0.06399	-0.06399	0.99795	1	43.74092377	-77.88511817
153	96	752333.3	4847687.2	0.99752	0.07032	-0.07032	0.99752	1	43.73926403	-77.86644478
154	96	753820.9	4847518.7	0.99716	0.07529	-0.07529	0.99716	1	43.73724147	-77.84807833
155	96	755308.5	4847350.3	0.99677	0.0803	-0.0803	0.99677	1	43.73521689	-77.82971324
156	96	756796	4847181.8	0.99635	0.08535	-0.08535	0.99635	1	43.73318853	-77.81135084
157	96	758257.6	4846974.6	0.99604	0.08894	-0.08894	0.99604	1	43.73081836	-77.79332952
158	96	759693.3	4846728.5	0.99585	0.09106	-0.09106	0.99585	1	43.72810476	-77.77564965
159	96	761128.9	4846482.4	0.99565	0.09322	-0.09322	0.99565	1	43.72538851	-77.75797277
160	96	762564.5	4846236.3	0.99544	0.09541	-0.09541	0.99544	1	43.72266956	-77.74029764
161	96	763976.8	4845948.7	0.99535	0.09632	-0.09632	0.99535	1	43.71958316	-77.72293341
162	96	765365.6	4845619.6	0.99539	0.09592	-0.09592	0.99539	1	43.71612953	-77.70588282
163	96	766754.4	4845290.5	0.99543	0.09551	-0.09551	0.99543	1	43.71267342	-77.68883433
164	96	768143.2	4844961.4	0.99547	0.09509	-0.09509	0.99547	1	43.70921482	-77.67178794
165	96	769511.6	4844698.7	0.99571	0.09258	-0.09258	0.99571	1	43.70635798	-77.65496321
166	96	770859.8	4844502.3	0.99612	0.08796	-0.08796	0.99612	1	43.70410202	-77.63835715
167	96	772208	4844305.9	0.99652	0.08332	-0.08332	0.99652	1	43.70184367	-77.62175248
168	96	773556.1	4844109.6	0.9969	0.07865	-0.07865	0.9969	1	43.69958389	-77.6051504
169	96	774904.1	4844015.7	0.99703	0.07704	-0.07704	0.99703	1	43.69824214	-77.5884987
170	96	776251.7	4844024.5	0.99691	0.07853	-0.07853	0.99691	1	43.69782119	-77.57180021
171	96	777599.4	4844033.3	0.99679	0.08001	-0.08001	0.99679	1	43.69739776	-77.55510086
172	96	778947	4844042	0.99667	0.0815	-0.0815	0.99667	1	43.69697103	-77.53840319
173	96	780283.6	4844044.5	0.99662	0.0822	-0.0822	0.99662	1	43.6964903	-77.52184539
174	96	781609.2	4844040.7	0.99662	0.08213	-0.08213	0.99662	1	43.69595472	-77.50542756
175	96	782934.8	4844036.8	0.99663	0.08206	-0.08206	0.99663	1	43.6954159	-77.48901022
176	96	784260.4	4844033	0.99663	0.082	-0.082	0.99663	1	43.69487561	-77.47259328
177	96	785567.8	4844009.8	0.99672	0.08089	-0.08089	0.99672	1	43.69416564	-77.45641248
178	96	786857	4843967.1	0.99689	0.07874	-0.07874	0.99689	1	43.69328516	-77.44046799
179	96	788146.2	4843924.5	0.99706	0.07659	-0.07659	0.99706	1	43.69240338	-77.42452407
180	96	789435.5	4843881.8	0.99723	0.07443	-0.07443	0.99723	1	43.69151844	-77.40857957
181	96	790705.2	4843833.8	0.99746	0.07118	-0.07118	0.99746	1	43.69059134	-77.39288128
182	96	791955.3	4843780.5	0.99776	0.06683	-0.06683	0.99776	1	43.68962217	-77.37742919
183	96	793205.5	4843727.1	0.99805	0.06246	-0.06246	0.99805	1	43.68864998	-77.36197656
184	96	794455.6	4843673.7	0.99831	0.05807	-0.05807	0.99831	1	43.68767576	-77.34652581
185	96	795688	4843624.6	0.99861	0.05278	-0.05278	0.99861	1	43.68674514	-77.3312925
186	96	796902.7	4843579.8	0.99891	0.0466	-0.0466	0.99891	1	43.68585822	-77.3162766
187	96	798117.4	4843535	0.99918	0.0404	-0.0404	0.99918	1	43.68496934	-77.30126126
188	96	799332.1	4843490.2	0.99942	0.03417	-0.03417	0.99942	1	43.68407849	-77.28624651
189	96	800532.8	4843454.3	0.99962	0.0274	-0.0274	0.99962	1	43.68327131	-77.27140071
190	96	801719.4	4843427.2	0.9998	0.0201	-0.0201	0.9998	1	43.68254701	-77.25672507
191	96	802906.1	4843400.1	0.99992	0.01278	-0.01278	0.99992	1	43.68182078	-77.24204868
192	96	804092.7	4843373	0.99999	0.00545	-0.00545	0.99999	1	43.68109273	-77.22737401
193	96	805269.6	4843354.3	1	-0.00203	0.00203	1	1	43.68044225	-77.21281516
194	96	806436.8	4843344.1	0.99995	-0.00964	0.00964	0.99995	1	43.67987028	-77.19837199
195	96	807603.9	4843333.9	0.99985	-0.01726	0.01726	0.99985	1	43.67929654	-77.18393046
196	96	808771.1	4843323.7	0.99969	-0.02489	0.02489	0.99969	1	43.67872094	-77.1694881
197	96	809932	4843316.7	0.99948	-0.03236	0.03236	0.99948	1	43.6781749	-77.15512229
198	96	811086.8	4843313.1	0.99921	-0.03969	0.03969	0.99921	1	43.67766015	-77.1408304
199	96	812241.5	4843309.5	0.99889	-0.04705	0.04705	0.99889	1	43.67714366	-77.12654013
200	96	813396.3	4843305.9	0.99852	-0.05442	0.05442	0.99852	1	43.67662535	-77.11224899
201	96	814546.9	4843296.2	0.9981	-0.06154	0.06154	0.9981	1	43.67605224	-77.09801376
202	96	815693.5	4843280.5	0.99765	-0.06845	0.06845	0.99765	1	43.67542516	-77.08383195
203	96	816840	4843264.8	0.99715	-0.07543	0.07543	0.99715	1	43.67479637	-77.06965179
204	96	817986.5	4843249.1	0.99659	-0.08247	0.08247	0.99659	1	43.67416583	-77.05547206
205	96	819130.7	4843254.1	0.99598	-0.08957	0.08957	0.99598	1	43.67372046	-77.04130898
206	96	820272.4	4843279.8	0.9953	-0.0968	0.0968	0.9953	1	43.67346035	-77.02716488
207	96	821414.2	4843305.6	0.99456	-0.10421	0.10421	0.99456	1	43.67319935	-77.01301974
208	96	822556	4843331.4	0.99373	-0.11183	0.11183	0.99373	1	43.6729366	-76.99887485
209	96	823911.3	4843492.8	0.99308	-0.11742	0.11742	0.99308	1	43.67379705	-76.9820069
210	96	825480.2	4843789.9	0.99267	-0.12083	0.12083	0.99267	1	43.67578032	-76.96241362
211	96	827049	4844086.9	0.99227	-0.12413	0.12413	0.99227	1	43.67775931	-76.94282059
212	96	828617.9	4844384	0.99186	-0.12731	0.12731	0.99186	1	43.67973574	-76.92322521
213	96	830181.9	4844704.2	0.99149	-0.13018	0.13018	0.99149	1	43.68191839	-76.90367528
214	96	831741	4845047.7	0.99115	-0.13274	0.13274	0.99115	1	43.68430906	-76.88417049
215	96	833300.1	4845391.1	0.99081	-0.13523	0.13523	0.99081	1	43.68669544	-76.86466445
216	96	834859.2	4845734.5	0.99048	-0.13764	0.13764	0.99048	1	43.68907842	-76.84515711
217	96	836417.7	4846062.4	0.99017	-0.1399	0.1399	0.99017	1	43.69131908	-76.82566555
218	96	837975.7	4846374.8	0.98986	-0.14202	0.14202	0.98986	1	43.69341738	-76.8061887
219	96	839533.7	4846687.1	0.98956	-0.14412	0.14412	0.98956	1	43.69551141	-76.7867108
220	96	841091.7	4846999.4	0.98926	-0.14618	0.14618	0.98926	1	43.69760205	-76.76723179
221	96	842648.4	4847303.4	0.98897	-0.1481	0.1481	0.98897	1	43.69961538	-76.74777303
222	96	844203.7	4847599	0.9887	-0.1499	0.1499	0.9887	1	43.70155055	-76.72833592
223	96	845759.1	4847894.6	0.98843	-0.15168	0.15168	0.98843	1	43.70348232	-76.70889657
224	96	847314.4	4848190.2	0.98816	-0.15344	0.15344	0.98816	1	43.70541076	-76.68945746
225	96	848868.4	4848480	0.9879	-0.15507	0.15507	0.9879	1	43.70728438	-76.6700372
226	96	850421	4848763.9	0.98767	-0.15657	0.15657	0.98767	1	43.70910232	-76.65063715
227	96	851973.6	4849047.9	0.98743	-0.15805	0.15805	0.98743	1	43.71091781	-76.63123611
228	96	853526.1	4849331.9	0.98719	-0.15953	0.15953	0.98719	1	43.71272999	-76.6118354
229	96	855077.8	4849609.7	0.98697	-0.16088	0.16088	0.98697	1	43.71448354	-76.59244777
230	96	856628.6	4849881.2	0.98677	-0.1621	0.1621	0.98677	1	43.71617763	-76.57307457
231	96	858179.4	4850152.7	0.98657	-0.16332	0.16332	0.98657	1	43.71786837	-76.55370054
232	96	859730.1	4850424.2	0.98637	-0.16453	0.16453	0.98637	1	43.71955582	-76.53432691
233	96	861281.2	4850686.1	0.98619	-0.16562	0.16562	0.98619	1	43.72115356	-76.51495396
234	96	862832.5	4850938.5	0.98603	-0.16658	0.16658	0.98603	1	43.7226626	-76.49558416
235	96	864383.8	4851191	0.98586	-0.16755	0.16755	0.98586	1	43.72416919	-76.47621358
236	96	865935.1	4851443.4	0.9857	-0.16852	0.16852	0.9857	1	43.72567155	-76.45684237
237	96	867488.8	4851679.5	0.98555	-0.16939	0.16939	0.98555	1	43.72702309	-76.43745188
238	96	869044.7	4851899.3	0.98542	-0.17016	0.17016	0.98542	1	43.7282239	-76.41804474
239	96	870600.7	4852119.1	0.98528	-0.17093	0.17093	0.98528	1	43.72942132	-76.39863586
240	96	872156.7	4852338.9	0.98515	-0.17171	0.17171	0.98515	1	43.7306154	-76.37922647
241	96	873718.3	4852530.3	0.98502	-0.17243	0.17243	0.98502	1	43.73154845	-76.359767
242	96	875285.7	4852693.3	0.9849	-0.1731	0.1731	0.9849	1	43.73222035	-76.34025523
243	96	876853	4852856.3	0.98479	-0.17378	0.17378	0.98479	1	43.73288893	-76.32074454
244	96	878420.4	4853019.3	0.98466	-0.17447	0.17447	0.98466	1	43.7335541	-76.30123246
245	96	880026.7	4853191.1	0.98445	-0.17567	0.17567	0.98445	1	43.73427496	-76.28123262
246	96	881672	4853371.7	0.98414	-0.17737	0.17737	0.98414	1	43.73505119	-76.26074372
247	96	883317.2	4853552.4	0.98382	-0.17914	0.17914	0.98382	1	43.73582467	-76.24025578
248	96	884962.5	4853733	0.98349	-0.18096	0.18096	0.98349	1	43.73659348	-76.21976646
34	97	608935.6	4810783.8	0.9047	-0.42606	0.42606	0.9047	1	43.44203329	-79.6538205
35	97	609791.9	4811181.9	0.90469	-0.42608	0.42608	0.90469	1	43.44549188	-79.64316152
36	97	610648.1	4811580	0.90467	-0.4261	0.4261	0.90467	1	43.44894948	-79.63250257
37	97	611504.2	4811977.2	0.90468	-0.4261	0.4261	0.90468	1	43.45239798	-79.62184385
38	97	612360.1	4812373.4	0.90469	-0.42606	0.42606	0.90469	1	43.45583649	-79.61118661
39	97	613216	4812769.7	0.90471	-0.42602	0.42602	0.90471	1	43.45927489	-79.60052817
40	97	614072	4813165.9	0.90473	-0.42599	0.42599	0.90473	1	43.46271137	-79.58986732
41	97	614927.9	4813561.2	0.90476	-0.42592	0.42592	0.90476	1	43.46613874	-79.57920671
42	97	615783.8	4813955.4	0.9048	-0.42584	0.42584	0.9048	1	43.4695552	-79.56854516
43	97	616639.7	4814349.7	0.90484	-0.42575	0.42575	0.90484	1	43.47297155	-79.5578824
44	97	617495.7	4814744	0.90488	-0.42567	0.42567	0.90488	1	43.47638687	-79.54721722
45	97	618364.1	4815140.6	0.9046	-0.42626	0.42626	0.9046	1	43.47981991	-79.53639709
46	97	619244.9	4815539.6	0.904	-0.42754	0.42754	0.904	1	43.48327154	-79.52542193
47	97	620125.8	4815938.6	0.9034	-0.4288	0.4288	0.9034	1	43.48672207	-79.51444432
48	97	621006.7	4816337.6	0.9028	-0.43006	0.43006	0.9028	1	43.49017154	-79.50346547
49	97	621974.8	4816804.9	0.90314	-0.42935	0.42935	0.90314	1	43.49422048	-79.49139197
50	97	623030.1	4817340.4	0.90441	-0.42667	0.42667	0.90441	1	43.49886766	-79.47822326
51	97	624085.4	4817876	0.90567	-0.42398	0.42398	0.90567	1	43.50351418	-79.46505253
52	97	625140.8	4818411.6	0.90693	-0.42129	0.42129	0.90693	1	43.50815913	-79.45187858
53	97	626198.4	4818942.1	0.90816	-0.41862	0.41862	0.90816	1	43.51275626	-79.43867662
54	97	627258.3	4819467.6	0.90937	-0.41599	0.41599	0.90937	1	43.51730642	-79.42544541
55	97	628318.2	4819993.1	0.91056	-0.41337	0.41337	0.91056	1	43.52185503	-79.41221224
56	97	629378.2	4820518.6	0.91175	-0.41075	0.41075	0.91175	1	43.52640205	-79.39897589
57	97	630439	4821039	0.91295	-0.40807	0.40807	0.91295	1	43.53090145	-79.3857289
58	97	631500.9	4821554.1	0.91417	-0.40533	0.40533	0.91417	1	43.5353514	-79.37246766
59	97	632562.7	4822069.3	0.91538	-0.4026	0.4026	0.91538	1	43.53980068	-79.35920572
60	97	633624.5	4822584.4	0.91657	-0.39988	0.39988	0.91657	1	43.54424749	-79.34594188
61	97	634686.8	4823093	0.9178	-0.39704	0.39704	0.9178	1	43.54863414	-79.33267156
62	97	635749.7	4823595	0.91907	-0.3941	0.3941	0.91907	1	43.5529597	-79.31939357
63	97	636812.5	4824096.9	0.92032	-0.39117	0.39117	0.92032	1	43.5572828	-79.30611499
64	97	637875.4	4824598.9	0.92155	-0.38825	0.38825	0.92155	1	43.5616052	-79.29283328
65	97	638938.7	4825092.5	0.92283	-0.3852	0.3852	0.92283	1	43.56585035	-79.27954692
66	97	640002.5	4825577.6	0.92416	-0.38201	0.38201	0.92416	1	43.57001732	-79.26625473
67	97	641066.4	4826062.7	0.92547	-0.37883	0.37883	0.92547	1	43.5741827	-79.25295951
68	97	642130.2	4826547.8	0.92675	-0.37567	0.37567	0.92675	1	43.57834652	-79.23966373
69	97	643194.7	4827022.1	0.92809	-0.37236	0.37236	0.92809	1	43.58241142	-79.22636036
70	97	644259.8	4827485.8	0.92947	-0.36891	0.36891	0.92947	1	43.58637922	-79.21305062
71	97	645324.9	4827949.4	0.93082	-0.36547	0.36547	0.93082	1	43.59034454	-79.19973921
72	97	646390	4828413.1	0.93216	-0.36206	0.36206	0.93216	1	43.59430918	-79.18642606
73	97	647456.1	4828862.9	0.93353	-0.35849	0.35849	0.93353	1	43.59814694	-79.17310261
74	97	648523.1	4829299	0.93495	-0.35479	0.35479	0.93495	1	43.60185964	-79.15977012
75	97	649590	4829735	0.93634	-0.3511	0.3511	0.93634	1	43.60556988	-79.14643731
76	97	650657	4830171	0.9377	-0.34744	0.34744	0.9377	1	43.6092785	-79.13310166
77	97	651725.5	4830588.6	0.9391	-0.34365	0.34365	0.9391	1	43.61281965	-79.119751
78	97	652795.4	4830987.8	0.94052	-0.33974	0.33974	0.94052	1	43.61619333	-79.10638667
79	97	653865.3	4831387	0.94192	-0.33584	0.33584	0.94192	1	43.61956542	-79.0930209
80	97	654935.2	4831786.1	0.94329	-0.33198	0.33198	0.94329	1	43.62293502	-79.07965371
81	97	656007.5	4832159.6	0.94467	-0.32802	0.32802	0.94467	1	43.62607215	-79.06626273
82	97	657082.3	4832507.4	0.94607	-0.32398	0.32398	0.94607	1	43.62897588	-79.0528469
83	97	658157.1	4832855.2	0.94744	-0.31994	0.31994	0.94744	1	43.63187801	-79.03942983
84	97	659231.9	4833203	0.94878	-0.31593	0.31593	0.94878	1	43.63477854	-79.02601152
85	97	660297	4833525	0.95027	-0.31144	0.31144	0.95027	1	43.63744739	-79.01271981
86	97	661352.5	4833821.4	0.95189	-0.30645	0.30645	0.95189	1	43.63988639	-78.99955358
87	97	662407.9	4834117.7	0.95348	-0.30146	0.30146	0.95348	1	43.64232297	-78.98638759
88	97	663463.4	4834414	0.95505	-0.29645	0.29645	0.95505	1	43.64475799	-78.97321936
89	97	664605.2	4834825	0.95635	-0.29222	0.29222	0.95635	1	43.64820448	-78.95894575
90	97	665833.3	4835350.6	0.95738	-0.28882	0.28882	0.95738	1	43.65266112	-78.94356588
91	97	667061.3	4835876.3	0.95838	-0.2855	0.2855	0.95838	1	43.65711655	-78.92818502
92	97	668289.4	4836401.9	0.95934	-0.28225	0.28225	0.95934	1	43.66156895	-78.91280073
93	97	669513.5	4836914.5	0.96041	-0.27859	0.27859	0.96041	1	43.66590316	-78.8974679
94	97	670733.7	4837414.1	0.96159	-0.27449	0.27449	0.96159	1	43.67011919	-78.8821854
95	97	671953.8	4837913.7	0.96274	-0.27042	0.27042	0.96274	1	43.67433316	-78.86690205
96	97	673173.9	4838413.3	0.96387	-0.26638	0.26638	0.96387	1	43.67854503	-78.85161664
97	97	674402	4838867.9	0.96501	-0.26223	0.26223	0.96501	1	43.68234803	-78.83624453
98	97	675638	4839277.5	0.96615	-0.25796	0.25796	0.96615	1	43.68574217	-78.82078726
99	97	676874.1	4839687	0.96729	-0.25369	0.25369	0.96729	1	43.68913326	-78.80532712
100	97	678110.1	4840096.6	0.9684	-0.24941	0.24941	0.9684	1	43.69252314	-78.78986652
101	97	679352.7	4840469.6	0.96949	-0.24515	0.24515	0.96949	1	43.69558	-78.77433459
102	97	680602	4840806.2	0.97055	-0.24089	0.24089	0.97055	1	43.69830558	-78.75873029
103	97	681851.2	4841142.7	0.97161	-0.23661	0.23661	0.97161	1	43.70102813	-78.74312593
104	97	683100.5	4841479.3	0.97265	-0.2323	0.2323	0.97265	1	43.70374939	-78.72751896
105	97	684354.7	4841790.9	0.97367	-0.22797	0.22797	0.97367	1	43.70624234	-78.71185845
106	97	685613.8	4842077.6	0.97467	-0.22366	0.22366	0.97467	1	43.70850788	-78.69614455
107	97	686873	4842364.3	0.97565	-0.21933	0.21933	0.97565	1	43.7107712	-78.68042831
108	97	688132.1	4842651	0.97662	-0.21499	0.21499	0.97662	1	43.71303236	-78.66471221
109	97	689397	4842915.4	0.97757	-0.21063	0.21063	0.97757	1	43.71508922	-78.64893093
110	97	690667.6	4843157.5	0.9785	-0.20624	0.20624	0.9785	1	43.7169418	-78.63308586
111	97	691938.2	4843399.6	0.97941	-0.20188	0.20188	0.97941	1	43.71879216	-78.61723991
112	97	693208.9	4843641.7	0.9803	-0.19754	0.19754	0.9803	1	43.72064027	-78.60139184
113	97	694488.3	4843853.1	0.98115	-0.19327	0.19327	0.98115	1	43.7222077	-78.58544606
114	97	695776.5	4844033.8	0.98197	-0.18906	0.18906	0.98197	1	43.72349439	-78.56940157
115	97	697064.7	4844214.6	0.98277	-0.18486	0.18486	0.98277	1	43.72477971	-78.55335645
116	97	698352.9	4844395.3	0.98354	-0.18066	0.18066	0.98354	1	43.72606186	-78.53731078
117	97	699652.5	4844541.5	0.98429	-0.17655	0.17655	0.98429	1	43.72702833	-78.52113592
118	97	700963.5	4844653	0.98501	-0.17252	0.17252	0.98501	1	43.72767726	-78.5048322
119	97	702274.4	4844764.6	0.98571	-0.16848	0.16848	0.98571	1	43.72832478	-78.48852944
120	97	703585.4	4844876.1	0.98639	-0.16444	0.16444	0.98639	1	43.72896904	-78.47222523
121	97	704911.1	4844948.6	0.98703	-0.16051	0.16051	0.98703	1	43.7292561	-78.45575329
122	97	706251.6	4844982	0.98765	-0.1567	0.1567	0.98765	1	43.72918495	-78.43911271
123	97	707592	4845015.5	0.98824	-0.15289	0.15289	0.98824	1	43.72911231	-78.4224735
124	97	708932.5	4845048.9	0.98883	-0.14908	0.14908	0.98883	1	43.72903632	-78.40583323
125	97	710261.3	4845120.9	0.98923	-0.14638	0.14638	0.98923	1	43.72930842	-78.38932316
126	97	711578.5	4845231.6	0.98946	-0.14478	0.14478	0.98946	1	43.72992951	-78.3729417
127	97	712895.6	4845342.2	0.9897	-0.14315	0.14315	0.9897	1	43.73054738	-78.3565613
128	97	714212.8	4845452.8	0.98994	-0.14148	0.14148	0.98994	1	43.73116286	-78.34017944
129	97	715603.1	4845702.3	0.99049	-0.13757	0.13757	0.99049	1	43.73300401	-78.32283497
130	97	717066.7	4846090.7	0.99131	-0.13157	0.13157	0.99131	1	43.7360703	-78.30452427
131	97	718530.2	4846479.1	0.99205	-0.12584	0.12584	0.99205	1	43.73913364	-78.28621309
132	97	719993.7	4846867.5	0.99273	-0.12035	0.12035	0.99273	1	43.74219399	-78.26790017
133	97	721475.8	4847237.8	0.99351	-0.11377	0.11377	0.99351	1	43.74508301	-78.24936224
134	97	722976.6	4847590.1	0.99436	-0.10606	0.10606	0.99436	1	43.74780147	-78.23059816
135	97	724477.4	4847942.3	0.99513	-0.09853	0.09853	0.99513	1	43.7505159	-78.21183256
136	97	725978.2	4848294.6	0.99583	-0.09118	0.09118	0.99583	1	43.75322809	-78.19306537
137	97	727500.9	4848583.9	0.99657	-0.08281	0.08281	0.99657	1	43.75536388	-78.17405161
138	97	729045.6	4848810.4	0.9973	-0.0734	0.0734	0.9973	1	43.75692491	-78.15479049
139	97	730590.3	4849036.8	0.99794	-0.06408	0.06408	0.99794	1	43.75848177	-78.13552857
140	97	732135	4849263.3	0.99849	-0.05487	0.05487	0.99849	1	43.76003625	-78.11626577
141	97	733695.3	4849435	0.99902	-0.04419	0.04419	0.99902	1	43.76108975	-78.09683244
142	97	735271	4849552.2	0.99949	-0.03204	0.03204	0.99949	1	43.76164496	-78.07723142
143	97	736846.7	4849669.3	0.9998	-0.01998	0.01998	0.9998	1	43.7621959	-78.05763025
144	97	738422.5	4849786.4	0.99997	-0.00801	0.00801	0.99997	1	43.76274342	-78.03802767
145	97	740000.6	4849848.2	0.99999	0.00456	-0.00456	0.99999	1	43.76278959	-78.01842109
146	97	741581	4849854.6	0.99984	0.01778	-0.01778	0.99984	1	43.76233351	-77.99881105
147	97	743161.5	4849861.1	0.99952	0.03101	-0.03101	0.99952	1	43.76187493	-77.97920021
148	97	744741.9	4849867.6	0.99902	0.04425	-0.04425	0.99902	1	43.76141302	-77.9595911
149	97	746306.7	4849825	0.99843	0.05594	-0.05594	0.99843	1	43.76051148	-77.94019852
150	97	747855.9	4849733.3	0.99781	0.06612	-0.06612	0.99781	1	43.75917043	-77.92102288
151	97	749405	4849641.6	0.99708	0.07635	-0.07635	0.99708	1	43.75782622	-77.90184952
152	97	750954.2	4849550	0.99624	0.08663	-0.08663	0.99624	1	43.75647967	-77.88267591
153	97	752476.9	4849416.1	0.99551	0.09463	-0.09463	0.99551	1	43.75475867	-77.86385192
154	97	753973.2	4849239.9	0.99495	0.10034	-0.10034	0.99495	1	43.75266335	-77.8453766
155	97	755469.4	4849063.7	0.99436	0.10609	-0.10609	0.99436	1	43.75056511	-77.82690398
156	97	756965.7	4848887.6	0.99372	0.11189	-0.11189	0.99372	1	43.74846478	-77.80843154
157	97	758432.5	4848670.9	0.99331	0.11547	-0.11547	0.99331	1	43.74600681	-77.7903459
158	97	759870	4848413.8	0.99315	0.11681	-0.11681	0.99315	1	43.7431931	-77.77264475
159	97	761307.4	4848156.7	0.99299	0.11816	-0.11816	0.99299	1	43.74037673	-77.75494665
160	97	762744.9	4847899.6	0.99283	0.11953	-0.11953	0.99283	1	43.73755763	-77.73724913
161	97	764155.7	4847596.9	0.99291	0.11891	-0.11891	0.99291	1	43.73433545	-77.71990684
162	97	765539.9	4847248.8	0.99322	0.11625	-0.11625	0.99322	1	43.7307121	-77.70291871
163	97	766924	4846900.6	0.99353	0.11353	-0.11353	0.99353	1	43.72708543	-77.68593406
164	97	768308.2	4846552.5	0.99385	0.11076	-0.11076	0.99385	1	43.72345716	-77.66895031
165	97	769669.1	4846274.9	0.99438	0.10584	-0.10584	0.99438	1	43.72046858	-77.6522222
166	97	771006.8	4846067.8	0.99511	0.09872	-0.09872	0.99511	1	43.71811976	-77.63574791
167	97	772344.5	4845860.7	0.99581	0.09143	-0.09143	0.99581	1	43.71576859	-77.61927505
168	97	773682.2	4845653.6	0.99647	0.08397	-0.08397	0.99647	1	43.7134151	-77.60280362
169	97	775027.2	4845556.5	0.99662	0.08216	-0.08216	0.99662	1	43.71204523	-77.58618699
170	97	776379.4	4845569.4	0.99629	0.08609	-0.08609	0.99629	1	43.71165895	-77.5694256
171	97	777731.7	4845582.2	0.99594	0.08997	-0.08997	0.99594	1	43.71126928	-77.55266339
172	97	779083.9	4845595.1	0.99559	0.09381	-0.09381	0.99559	1	43.71087809	-77.53590274
173	97	780423.6	4845599.6	0.99531	0.0967	-0.0967	0.99531	1	43.71041367	-77.51930171
174	97	781750.6	4845595.6	0.99512	0.09866	-0.09866	0.99512	1	43.70987527	-77.50286288
175	97	783077.7	4845591.6	0.99492	0.10063	-0.10063	0.99492	1	43.70933448	-77.48642326
176	97	784404.7	4845587.6	0.99472	0.1026	-0.1026	0.99472	1	43.70879137	-77.46998533
177	97	785711.3	4845561.5	0.99468	0.10302	-0.10302	0.99468	1	43.70805514	-77.45381229
178	97	786997.4	4845513.2	0.9948	0.10187	-0.10187	0.9948	1	43.70712505	-77.43790558
179	97	788283.5	4845465	0.99492	0.1007	-0.1007	0.99492	1	43.70619367	-77.42199945
180	97	789569.6	4845416.7	0.99504	0.09952	-0.09952	0.99504	1	43.70525918	-77.40609402
181	97	790834	4845363	0.99532	0.09665	-0.09665	0.99532	1	43.70428247	-77.39046093
182	97	792076.8	4845303.8	0.99575	0.09207	-0.09207	0.99575	1	43.7032627	-77.37509902
183	97	793319.5	4845244.6	0.99617	0.08743	-0.08743	0.99617	1	43.70224093	-77.359739
184	97	794562.3	4845185.4	0.99657	0.08274	-0.08274	0.99657	1	43.70121706	-77.3443784
185	97	795785.7	4845131.5	0.99705	0.07671	-0.07671	0.99705	1	43.7002465	-77.32925583
186	97	796989.9	4845082.8	0.99759	0.06936	-0.06936	0.99759	1	43.69932834	-77.3143688
187	97	798194.1	4845034.2	0.99808	0.06194	-0.06194	0.99808	1	43.69840916	-77.29948229
188	97	799398.3	4844985.5	0.99852	0.05447	-0.05447	0.99852	1	43.69748716	-77.28459643
189	97	800587.7	4844947	0.99893	0.04628	-0.04628	0.99893	1	43.69666086	-77.26988874
190	97	801762.2	4844918.5	0.9993	0.03739	-0.03739	0.9993	1	43.69592858	-77.2553605
191	97	802936.8	4844890.1	0.99959	0.02848	-0.02848	0.99959	1	43.69519532	-77.24083144
192	97	804111.3	4844861.6	0.99981	0.01955	-0.01955	0.99981	1	43.69445937	-77.22630416
193	97	805276	4844842.4	0.99994	0.0106	-0.0106	0.99994	1	43.69380916	-77.21189343
194	97	806430.8	4844832.5	1	0.00165	-0.00165	1	1	43.69324477	-77.19760044
195	97	807585.6	4844822.5	0.99997	-0.00729	0.00729	0.99997	1	43.6926777	-77.1833079
196	97	808740.5	4844812.6	0.99987	-0.0162	0.0162	0.99987	1	43.69210972	-77.16901445
197	97	809889.6	4844805.8	0.9997	-0.02464	0.02464	0.9997	1	43.69157021	-77.15479143
198	97	811032.9	4844802	0.99947	-0.03261	0.03261	0.99947	1	43.69105832	-77.14063886
199	97	812176.3	4844798.2	0.99918	-0.04054	0.04054	0.99918	1	43.69054465	-77.12648543
200	97	813319.6	4844794.5	0.99883	-0.04845	0.04845	0.99883	1	43.69003016	-77.11233353
