"I_Value","J_Value","TP_Base","TP_Slow_Settling","Conc_Change","Percent_Change"
74,78,6.59196348351543e-06,6.82269501339761e-06,2.30731529882178e-07,3.50019429657294
74,79,6.09056451139622e-06,6.40547841612715e-06,3.14913904730929e-07,5.17052079723784
74,80,5.79611059947638e-06,6.14782038610429e-06,3.51709786627907e-07,6.0680309768361
74,81,5.666592187481e-06,6.02422687734361e-06,3.57634689862607e-07,6.31128336097164
74,82,5.60620492251473e-06,5.95976644035545e-06,3.53561517840717e-07,6.30661067027358
74,83,5.58272358830436e-06,5.92765991314081e-06,3.44936324836453e-07,6.17863878410682
74,84,5.57085695618298e-06,5.90620584262069e-06,3.35348886437714e-07,6.01970018392803
74,85,5.553068149311e-06,5.87949307373492e-06,3.26424924423918e-07,5.87828054054081
74,86,5.52868868908263e-06,5.84787676416454e-06,3.19188075081911e-07,5.77330526336569
74,87,5.49540936845005e-06,5.81172525926377e-06,3.16315890813712e-07,5.75600232131436
74,88,5.45945385965751e-06,5.7752699831326e-06,3.15816123475088e-07,5.78475670998527
74,89,5.42224506716593e-06,5.73910620005336e-06,3.16861132887425e-07,5.84372578078696
74,90,5.38966560270637e-06,5.70794554732856e-06,3.18279944622191e-07,5.90537462031725
74,91,5.36727475264343e-06,5.68788664168096e-06,3.20611889037536e-07,5.97345773811249
74,92,5.35258641320979e-06,5.67862844036426e-06,3.26042027154472e-07,6.09129871028002
74,93,5.34617674929905e-06,5.68155110158841e-06,3.35374352289364e-07,6.2731624489096
74,94,5.36618972546421e-06,5.71043119634851e-06,3.44241470884299e-07,6.41500745399977
74,95,5.43449459655676e-06,5.78490471525583e-06,3.50410118699074e-07,6.44788788493948
74,96,5.56459008294041e-06,5.9198018789175e-06,3.55211795977084e-07,6.38343149598874
74,97,5.76533966523129e-06,6.12355188422953e-06,3.58212218998233e-07,6.21320234015843
74,98,6.03738453719416e-06,6.39417976344703e-06,3.56795226252871e-07,5.9097648005487
74,99,6.34869184068521e-06,6.69916880724486e-06,3.50476966559654e-07,5.52045957426448
74,100,6.64626531943213e-06,6.98230496709584e-06,3.36039647663711e-07,5.05606730265807
74,101,6.89672515363782e-06,7.21183232599287e-06,3.15107172355056e-07,4.56893910276889
74,102,7.07373965269653e-06,7.36290530767292e-06,2.89165654976387e-07,4.08787528483828
74,103,7.04002150087035e-06,7.32635180611396e-06,2.86330305243609e-07,4.06717941427041
74,104,6.84981705489918e-06,7.14083989805658e-06,2.91022843157407e-07,4.24862212851742
74,105,6.65599554849905e-06,6.94421623848029e-06,2.88220689981245e-07,4.33024162773425
74,106,6.385293090716e-06,6.70024746796116e-06,3.14954377245158e-07,4.93249679804191
75,48,7.12921064405236e-06,7.25393419997999e-06,1.24723555927631e-07,1.74947216676341
75,49,7.05759839547682e-06,7.20232219464378e-06,1.44723799166968e-07,2.05060972667021
75,50,7.16695103619713e-06,7.28950817574514e-06,1.22557139548007e-07,1.71003176844693
75,51,7.14279940439155e-06,7.27497490515816e-06,1.32175500766607e-07,1.85047196881019
75,52,7.26018333807588e-06,7.36480069463141e-06,1.04617356555536e-07,1.44097403170073
75,53,7.21312335372204e-06,7.33393062546384e-06,1.20807271741796e-07,1.67482608874918
75,54,7.24597794032888e-06,7.36011270419112e-06,1.14134763862239e-07,1.57514644402932
75,55,7.31419095245656e-06,7.40977839086554e-06,9.55874384089839e-08,1.30687644102154
75,56,7.30110195945599e-06,7.4055537879758e-06,1.04451828519814e-07,1.43063100748146
75,57,7.32708622308564e-06,7.42564679967472e-06,9.85605765890796e-08,1.34515377038341
75,58,7.34907825972186e-06,7.44165072319447e-06,9.25724634726066e-08,1.25964726733105
75,59,7.35857292966102e-06,7.44829821996973e-06,8.97252903087065e-08,1.21933004084312
75,60,7.37250275051338e-06,7.45804027246777e-06,8.5537521954393e-08,1.16022366961391
75,61,7.4012159529957e-06,7.47890544516849e-06,7.76894921727944e-08,1.04968552013874
75,62,7.42581232771045e-06,7.49751825424028e-06,7.17059265298303e-08,0.96563073998315
75,63,7.44065255275927e-06,7.50987283026916e-06,6.92202775098849e-08,0.930298478783496
75,64,7.45352190278936e-06,7.52070354792522e-06,6.71816451358609e-08,0.901340950118081
75,65,7.46353680369793e-06,7.52947107685031e-06,6.59342731523793e-08,0.883418610861691
75,66,7.47213016438764e-06,7.5368016041466e-06,6.46714397589676e-08,0.865502050100697
75,67,7.48108186598984e-06,7.54395159674459e-06,6.28697307547554e-08,0.840382873506184
75,68,7.50220169720706e-06,7.56059216655558e-06,5.83904693485238e-08,0.778311110593861
75,69,7.53159019950544e-06,7.58226906327764e-06,5.06788637721911e-08,0.672883978412937
75,70,7.55253222450847e-06,7.5993357313564e-06,4.68035068479367e-08,0.6197061522764
75,71,7.57080351831974e-06,7.6152373367222e-06,4.44338184024673e-08,0.58691020437853
75,72,7.58857095206622e-06,7.63096795708407e-06,4.23970050178468e-08,0.558695507832116
75,73,7.60275179345626e-06,7.64253036322771e-06,3.97785697714426e-08,0.523212789949032
75,74,7.56617919250857e-06,7.61389401304768e-06,4.77148205391131e-08,0.630632969760438
75,75,7.4352265073685e-06,7.50667140891892e-06,7.14449015504215e-08,0.960897445150027
75,76,7.16175782145001e-06,7.28590794096817e-06,1.24150119518163e-07,1.73351462885723
75,77,6.69129576635896e-06,6.90170645611943e-06,2.10410689760465e-07,3.14454325600614
75,78,6.18074591329787e-06,6.47749220661353e-06,2.96746293315664e-07,4.80114046877764
75,79,5.82547045269166e-06,6.17127625446301e-06,3.45805801771348e-07,5.93610086223283
75,80,5.6693606893532e-06,6.02474983679713e-06,3.5538914744393e-07,6.26859300222923
75,81,5.59897307539359e-06,5.95002529735211e-06,3.51052221958525e-07,6.2699394555286
75,82,5.55972110305447e-06,5.90243962506065e-06,3.4271852200618e-07,6.16431140435971
75,83,5.54500866201124e-06,5.87710701438482e-06,3.32098352373578e-07,5.98914037138982
75,84,5.5409082051483e-06,5.86232363275485e-06,3.21415427606553e-07,5.80077156499203
75,85,5.52272695131251e-06,5.83581686441903e-06,3.13089913106523e-07,5.66911809811846
75,86,5.48572234038147e-06,5.79497827857267e-06,3.092559381912e-07,5.63746976245419
75,87,5.44478143638116e-06,5.75346302866819e-06,3.0868159228703e-07,5.66931098876566
75,88,5.40214614375145e-06,5.71185637454619e-06,3.09710230794735e-07,5.73309611686405
75,89,5.36010247742524e-06,5.67108736504451e-06,3.1098488761927e-07,5.80184593352501
75,90,5.32393005414633e-06,5.6364287956967e-06,3.12498741550371e-07,5.86970035992479
75,91,5.3015473895357e-06,5.61669276066823e-06,3.1514537113253e-07,5.94440354818992
75,92,5.28744749317411e-06,5.60928447157494e-06,3.21836978400825e-07,6.08681180884167
75,93,5.28344753547572e-06,5.61592514713993e-06,3.32477611664217e-07,6.29281561767758
75,94,5.30447186974925e-06,5.64674019187805e-06,3.42268322128803e-07,6.45244862322141
75,95,5.37199548489298e-06,5.72071394344675e-06,3.48718458553776e-07,6.49141384303906
75,96,5.49531796423253e-06,5.8484224609856e-06,3.53104496753076e-07,6.4255516978514
75,97,5.67958431929583e-06,6.03579837843427e-06,3.56214059138438e-07,6.27183327357665
75,98,5.93086542721721e-06,6.28746374786715e-06,3.56598320649937e-07,6.01258492586055
75,99,6.23763071416761e-06,6.58924136587302e-06,3.51610651705414e-07,5.63692638787988
75,100,6.54888935969211e-06,6.88813952365308e-06,3.39250163960969e-07,5.18027020045608
75,101,6.82129439155688e-06,7.14243833499495e-06,3.21143943438074e-07,4.70796193513613
75,102,7.00578129908536e-06,7.30568217477412e-06,2.99900875688763e-07,4.2807627427353
75,103,6.98667190590641e-06,7.28558552509639e-06,2.98913619189989e-07,4.27834057782637
75,104,6.79763888911111e-06,7.1072208811529e-06,3.09581992041785e-07,4.55425769288353
75,105,6.64306890030275e-06,6.94197478878777e-06,2.98905888485024e-07,4.49951510319879
75,106,6.53594679533853e-06,6.82197651258321e-06,2.86029717244674e-07,4.37625528788991
76,48,7.13392546458635e-06,7.26267398931668e-06,1.28748524730327e-07,1.80473605127289
76,49,7.04013245922397e-06,7.19264517101692e-06,1.52512711792951e-07,2.16633298700409
76,50,7.16680233381339e-06,7.29226758267032e-06,1.25465248856926e-07,1.75064475079735
76,51,7.22579352441244e-06,7.34178183847689e-06,1.15988314064452e-07,1.6051982896077
76,52,7.23562925486476e-06,7.35127468942665e-06,1.15645434561884e-07,1.59827750273595
76,53,7.22032200428657e-06,7.3412975325482e-06,1.20975528261624e-07,1.67548660835075
76,54,7.23131688573631e-06,7.35026196707622e-06,1.18945081339916e-07,1.64486058652103
76,55,7.26878988643875e-06,7.38116932552657e-06,1.12379439087817e-07,1.54605430674894
76,56,7.29940484234248e-06,7.40521409170469e-06,1.0580924936221e-07,1.44955995245571
76,57,7.33640808903147e-06,7.43215196052915e-06,9.57438714976888e-08,1.30505105953462
76,58,7.35155163056334e-06,7.44300632504746e-06,9.14546944841277e-08,1.24401893749768
76,59,7.36754691388342e-06,7.4542845140968e-06,8.67376002133824e-08,1.17729281166753
76,60,7.38297785574105e-06,7.46508203519625e-06,8.21041794552002e-08,1.11207403109513
76,61,7.40079212846467e-06,7.47746162232943e-06,7.66694938647561e-08,1.03596334735403
76,62,7.42028441891307e-06,7.49115588405402e-06,7.08714651409537e-08,0.955104429155223
76,63,7.43165628591669e-06,7.50007302485756e-06,6.84167389408685e-08,0.920612260695119
76,64,7.43801274438738e-06,7.50615754441242e-06,6.81448000250384e-08,0.91616944427071
76,65,7.44461249269079e-06,7.51226616557688e-06,6.7653672886081e-08,0.908760166529879
76,66,7.45649958844297e-06,7.52133291825885e-06,6.48333298158832e-08,0.869487472598673
76,67,7.46702380638453e-06,7.52954383642646e-06,6.25200300419237e-08,0.83728178271599
76,68,7.49061109672766e-06,7.54853363105212e-06,5.79225343244616e-08,0.773268476717014
76,69,7.51159950596048e-06,7.56572853788384e-06,5.41290319233667e-08,0.72060593593169
76,70,7.52711957829888e-06,7.57844964027754e-06,5.13300619786605e-08,0.681934987809255
76,71,7.53393942432012e-06,7.58576516091125e-06,5.18257365911268e-08,0.687896911194021
76,72,7.53744780013221e-06,7.59158820073935e-06,5.41404006071389e-08,0.718285579452891
76,73,7.54220445742249e-06,7.59490194468526e-06,5.26974872627761e-08,0.698701388437105
76,74,7.4718832365761e-06,7.53817948861979e-06,6.62962520436849e-08,0.887276339104897
76,75,7.23627363186097e-06,7.34562718207599e-06,1.09353550215019e-07,1.51118594705347
76,76,6.79300683259498e-06,6.98259691489511e-06,1.89590082300128e-07,2.79095968798994
76,77,6.24527638137806e-06,6.52626840746962e-06,2.80992026091553e-07,4.49927287332559
76,78,5.8571426961862e-06,6.19250386080239e-06,3.35361164616188e-07,5.72567857762035
76,79,5.66471226193244e-06,6.01681540501886e-06,3.52103143086424e-07,6.21572865143744
76,80,5.58567535335897e-06,5.93456161368522e-06,3.48886260326253e-07,6.24608911644765
76,81,5.54651342099532e-06,5.88641159993131e-06,3.39898178935982e-07,6.12814128690934
76,82,5.51753373656538e-06,5.84713006901438e-06,3.29596332449e-07,5.9736169851527
76,83,5.50209733773954e-06,5.8208970585838e-06,3.18799720844254e-07,5.79414905399017
76,84,5.49768446944654e-06,5.80591995458235e-06,3.0823548513581e-07,5.60664197534132
76,85,5.47831359654083e-06,5.77938544665813e-06,3.01071850117296e-07,5.49570309935163
76,86,5.43193164048716e-06,5.73255283597973e-06,3.00621195492567e-07,5.53433318733014
76,87,5.38558560947422e-06,5.68737823414267e-06,3.01792624668451e-07,5.60371046999129
76,88,5.33694083060254e-06,5.64114452572539e-06,3.04203695122851e-07,5.69996379533603
76,89,5.29124281456461e-06,5.59683758183382e-06,3.05594767269213e-07,5.77548182873098
76,90,5.25353016200825e-06,5.56067743673339e-06,3.07147274725139e-07,5.84649302951231
76,91,5.2297809816082e-06,5.54072403247119e-06,3.10943050862988e-07,5.94562280823031
76,92,5.21604306413792e-06,5.53474319531233e-06,3.1870013117441e-07,6.10999808198636
76,93,5.2127470553387e-06,5.54332473257091e-06,3.30577677232213e-07,6.34171721211081
76,94,5.23599783264217e-06,5.57673638468259e-06,3.4073855204042e-07,6.5076144592
76,95,5.30405031895498e-06,5.65148275200045e-06,3.47432433045469e-07,6.5503230956135
76,96,5.42334419151302e-06,5.77519995204057e-06,3.51855760527542e-07,6.48780066509811
76,97,5.59583668291452e-06,5.95062601860263e-06,3.5478933568811e-07,6.34023749784139
76,98,5.82639222557191e-06,6.18204967395286e-06,3.55657448380953e-07,6.10424830000253
76,99,6.11821269558277e-06,6.47051638225093e-06,3.52303686668165e-07,5.75827785331035
76,100,6.43227122054668e-06,6.77434081808315e-06,3.42069597536465e-07,5.31802198333597
76,101,6.72087207931327e-06,7.04788089933572e-06,3.27008820022456e-07,4.86557125568546
76,102,6.91622835802264e-06,7.22623690307955e-06,3.10008545056917e-07,4.48233529908415
76,103,6.92783578415401e-06,7.23710354577634e-06,3.09267761622323e-07,4.4641323965806
76,104,6.7762930484605e-06,7.09849564373144e-06,3.22202595270937e-07,4.7548503727143
76,105,6.61350986774778e-06,6.93063611834077e-06,3.17126250592992e-07,4.79512780557759
76,106,6.53825463814428e-06,6.83633288645069e-06,2.9807824830641e-07,4.55898806032144
76,107,6.36441518508946e-06,6.68883376420126e-06,3.24418579111807e-07,5.09738239377994
77,48,7.0746991696069e-06,7.21983860785258e-06,1.45139438245678e-07,2.05152805463731
77,49,6.94826121616643e-06,7.12570681571378e-06,1.77445599547355e-07,2.55381301921255
77,50,7.07143590261694e-06,7.22352751836297e-06,1.52091615746031e-07,2.15078829590672
77,51,7.17076954970253e-06,7.3024916673603e-06,1.31722117657773e-07,1.8369314024774
77,52,7.19740137355984e-06,7.32459739083424e-06,1.271960172744e-07,1.76724918720892
77,53,7.19123181625037e-06,7.32111038814764e-06,1.29878571897279e-07,1.80606849029379
77,54,7.27077895135153e-06,7.37873506295728e-06,1.07956111605745e-07,1.48479430234469
77,55,7.290333542187e-06,7.39781626180047e-06,1.07482719613472e-07,1.47431827352619
77,56,7.31120962882414e-06,7.41403937354335e-06,1.02829744719202e-07,1.40646691778334
77,57,7.33216256776359e-06,7.42979727874626e-06,9.76347109826747e-08,1.33159501143541
77,58,7.34455397832789e-06,7.43862301533227e-06,9.4069037004374e-08,1.28079985907858
77,59,7.34827835913165e-06,7.44146291253855e-06,9.31845534068998e-08,1.2681140922091
77,60,7.36662423150847e-06,7.45448141969973e-06,8.78571881912649e-08,1.19263838401697
77,61,7.37319487598143e-06,7.45965280657401e-06,8.64579305925872e-08,1.17259793138289
77,62,7.38600465410855e-06,7.46912155591417e-06,8.31169018056244e-08,1.12532967007257
77,63,7.39892493584193e-06,7.47878948459402e-06,7.98645487520844e-08,1.0794074739859
77,64,7.41233043299871e-06,7.4887570917781e-06,7.64266587793827e-08,1.03107463260328
77,65,7.42343627280206e-06,7.49721175452578e-06,7.37754817237146e-08,0.993818482607748
77,66,7.43164673622232e-06,7.50352501199814e-06,7.18782757758163e-08,0.967191772255226
77,67,7.4325857895019e-06,7.50490607970278e-06,7.23202902008779e-08,0.973016555059831
77,68,7.44654653317411e-06,7.51648258301429e-06,6.99360498401802e-08,0.939174280703376
77,69,7.4619028964662e-06,7.52848472984624e-06,6.65818333800416e-08,0.892290268365371
77,70,7.45421129977331e-06,7.52464848119416e-06,7.04371814208571e-08,0.94493137621413
77,71,7.46140585761168e-06,7.53069161874009e-06,6.92857611284126e-08,0.928588558920587
77,72,7.46320483813179e-06,7.53237509343307e-06,6.91702553012874e-08,0.926817055159407
77,73,7.44374437999795e-06,7.51575953472639e-06,7.20151547284331e-08,0.967458728458552
77,74,7.31201771486667e-06,7.40799305276596e-06,9.597533789929e-08,1.31256982192692
77,75,6.95495464242413e-06,7.11389611751656e-06,1.58941475092433e-07,2.28529851399627
77,76,6.40553253106191e-06,6.65657580611878e-06,2.51043275056873e-07,3.91916322084863
77,77,5.87510612604092e-06,6.20359014646965e-06,3.28484020428732e-07,5.59111637103463
77,78,5.66673679713858e-06,6.01336614636239e-06,3.46629349223804e-07,6.11691281301143
77,79,5.58564534003381e-06,5.93065578868845e-06,3.45010448654648e-07,6.17673388931206
77,80,5.53993777430151e-06,5.8768896451511e-06,3.36951870849589e-07,6.08223204983693
77,81,5.50567438040162e-06,5.83288738198462e-06,3.27213001583004e-07,5.94319567368122
77,82,5.47536774320179e-06,5.7918132370105e-06,3.16445493808715e-07,5.77943817931888
77,83,5.44876957064844e-06,5.75563944948954e-06,3.06869878841098e-07,5.63191147766924
77,84,5.43332816960174e-06,5.73137685933034e-06,2.98048689728603e-07,5.4855639200319
77,85,5.40715518582147e-06,5.70019938095356e-06,2.93044195132097e-07,5.41956324650182
77,86,5.35973867954453e-06,5.65389382245485e-06,2.94155142910313e-07,5.4882366566295
77,87,5.31105115442188e-06,5.60773605684517e-06,2.96684902423294e-07,5.58618047156786
77,88,5.26492340213736e-06,5.5640189202677e-06,2.99095518130343e-07,5.68090920390071
77,89,5.21589481650153e-06,5.51688481209567e-06,3.00989995594136e-07,5.77063008713086
77,90,5.17641956321313e-06,5.47951867702068e-06,3.03099113807548e-07,5.85538150658342
77,91,5.15189276484307e-06,5.45935608897707e-06,3.07463324134005e-07,5.96796824328642
77,92,5.13705981575185e-06,5.45349848835031e-06,3.16438672598451e-07,6.1599180065638
77,93,5.13209806740633e-06,5.46134697287926e-06,3.29248905472923e-07,6.41548351470453
77,94,5.15636111231288e-06,5.49572132513276e-06,3.39360212819884e-07,6.58138957741972
77,95,5.22348636877723e-06,5.56963277631439e-06,3.46146407537162e-07,6.62673132653722
77,96,5.33756974618882e-06,5.68813584322925e-06,3.50566097040428e-07,6.56789725868673
77,97,5.50173717783764e-06,5.85517500439892e-06,3.53437826561276e-07,6.42411324163232
77,98,5.71790360481828e-06,6.07265701546567e-06,3.5475341064739e-07,6.20425658012934
77,99,5.99338773099589e-06,6.34643947705626e-06,3.53051746060373e-07,5.89068756947765
77,100,6.30456224826048e-06,6.64904746372486e-06,3.44485215464374e-07,5.46406240273736
77,101,6.60443765809759e-06,6.93633819537354e-06,3.31900537275942e-07,5.02541706740171
77,102,6.81029359839158e-06,7.12860537532833e-06,3.18311776936753e-07,4.67398023797285
77,103,6.85416853229981e-06,7.17066541255917e-06,3.16496880259365e-07,4.61758240650043
77,104,6.75328283250565e-06,7.08213019606774e-06,3.2884736356209e-07,4.86944456078821
77,105,6.58326462144032e-06,6.91810282660299e-06,3.34838205162669e-07,5.08620303780848
77,106,6.49466346658301e-06,6.81180563333328e-06,3.17142166750273e-07,4.8831193237658
77,107,6.44538795313565e-06,6.73357453706558e-06,2.88186583929928e-07,4.47120617137913
78,48,7.1517738433613e-06,7.27817132428754e-06,1.26397480926244e-07,1.76735847210232
78,49,7.06106175130117e-06,7.21272681403207e-06,1.51665062730899e-07,2.14790732715163
78,50,7.15393071004655e-06,7.28899885871215e-06,1.35068148665596e-07,1.88802707406593
78,51,7.21678952686489e-06,7.33764181859442e-06,1.20852291729534e-07,1.67459908979824
78,52,7.23976427252637e-06,7.35626645109733e-06,1.16502178570954e-07,1.60919850682237
78,53,7.23135008229292e-06,7.35172898203018e-06,1.20378899737261e-07,1.66468084614003
78,54,7.26314056009869e-06,7.37700793251861e-06,1.13867372419918e-07,1.56774292715011
78,55,7.29321163817076e-06,7.4002400651807e-06,1.07028427009936e-07,1.46750748942726
78,56,7.3112896643579e-06,7.4140175456705e-06,1.02727881312603e-07,1.40505828695853
78,57,7.30751298760879e-06,7.41210624255473e-06,1.04593254945939e-07,1.43131124259781
78,58,7.31587533664424e-06,7.41784333513351e-06,1.01967998489272e-07,1.39379081514044
78,59,7.33052002033219e-06,7.42818747312413e-06,9.76674527919386e-08,1.33234003209929
78,60,7.33954175302642e-06,7.43478449294344e-06,9.52427399170119e-08,1.29766602768816
78,61,7.34800096324761e-06,7.44105636840686e-06,9.3055405159248e-08,1.26640436799998
78,62,7.34001741875545e-06,7.43534292269032e-06,9.53255039348733e-08,1.2987095056654
78,63,7.34608056518482e-06,7.43981399864424e-06,9.37334334594198e-08,1.27596522564222
78,64,7.35429421183653e-06,7.44593171475572e-06,9.1637502919184e-08,1.246040752241
78,65,7.36482843421982e-06,7.45385386835551e-06,8.90254341356922e-08,1.20879169054429
78,66,7.37391019356437e-06,7.46070418244926e-06,8.67939888848923e-08,1.17704157775941
78,67,7.38127755539608e-06,7.46628302294994e-06,8.50054675538559e-08,1.15163624339953
78,68,7.39740107746911e-06,7.47833973946399e-06,8.09386619948782e-08,1.09414997439303
78,69,7.40285304345889e-06,7.48247111914679e-06,7.96180756879039e-08,1.07550528452343
78,70,7.38473454475752e-06,7.47059448258369e-06,8.58599378261715e-08,1.16266789694051
78,71,7.38593826099532e-06,7.47096783015877e-06,8.50295691634528e-08,1.15123585059584
78,72,7.37011396267917e-06,7.45731813367456e-06,8.72041709953919e-08,1.18321333207298
78,73,7.31684713173308e-06,7.41280064175953e-06,9.59535100264475e-08,1.31140514895136
78,74,7.11389839125331e-06,7.24528035789263e-06,1.3138196663931e-07,1.84683501806614
78,75,6.67083577354788e-06,6.87729061610298e-06,2.06454842555104e-07,3.09488720099762
78,76,6.10015968049993e-06,6.39611880615121e-06,2.95959125651279e-07,4.85166194251205
78,77,5.68737459616386e-06,6.03599937676336e-06,3.48624780599494e-07,6.1298016282353
78,78,5.61932347409311e-06,5.96239533479093e-06,3.43071860697819e-07,6.10521644250399
78,79,5.56936220164062e-06,5.90375384490471e-06,3.34391643264098e-07,6.00412814173934
78,80,5.51960465600132e-06,5.84494910071953e-06,3.25344444718212e-07,5.89434325453859
78,81,5.47875606571324e-06,5.79351490159752e-06,3.14758835884277e-07,5.74507848330897
78,82,5.43754777027061e-06,5.74151681576041e-06,3.03969045489794e-07,5.59018620768211
78,83,5.39067195859388e-06,5.68689665669808e-06,2.96224698104197e-07,5.49513493641459
78,84,5.35675962964888e-06,5.64655056223273e-06,2.89790932583855e-07,5.40981773719891
78,85,5.32199737790506e-06,5.6087274060701e-06,2.86730028165039e-07,5.38763941063621
78,86,5.27357178725651e-06,5.56237773707835e-06,2.88805949821835e-07,5.47647707232752
78,87,5.22742539033061e-06,5.51916991753387e-06,2.91744527203264e-07,5.58103665607387
78,88,5.18362685397733e-06,5.47817080587265e-06,2.94543951895321e-07,5.68219820200447
78,89,5.13427721671178e-06,5.43143232789589e-06,2.97155111184111e-07,5.78767173336274
78,90,5.09435312778805e-06,5.39386201126035e-06,2.99508883472299e-07,5.87923286743855
78,91,5.06776586917113e-06,5.37235791853163e-06,3.04592049360508e-07,6.01038124538154
78,92,5.04830450154259e-06,5.36347488377942e-06,3.15170382236829e-07,6.24309373851208
78,93,5.04167383041931e-06,5.36976403964218e-06,3.28090209222864e-07,6.50756515114698
78,94,5.06492960994365e-06,5.40265637027915e-06,3.37726760335499e-07,6.66794578294755
78,95,5.12813676323276e-06,5.47248282600776e-06,3.44346062775003e-07,6.71483774075339
78,96,5.23424841958331e-06,5.58288502361393e-06,3.48636604030617e-07,6.66068126851287
78,97,5.38927406523726e-06,5.74084970139666e-06,3.51575636159396e-07,6.52361768771761
78,98,5.59546697331825e-06,5.94881112192525e-06,3.53344148606993e-07,6.31482859771847
78,99,5.86019132242654e-06,6.21272829448571e-06,3.5253697205917e-07,6.01579287539701
78,100,6.17075556874624e-06,6.51758136882563e-06,3.46825800079387e-07,5.62047542177811
78,101,6.47749675408704e-06,6.81359324516961e-06,3.36096491082571e-07,5.18867864920979
78,102,6.69138671582914e-06,7.01592807672569e-06,3.24541360896546e-07,4.85013607312236
78,103,6.76346871841815e-06,7.08467086951714e-06,3.21202151098987e-07,4.74907424683277
78,104,6.70942426950205e-06,7.04076956026256e-06,3.3134529076051e-07,4.93850556249144
78,105,6.56837755741435e-06,6.91070135871996e-06,3.42323801305611e-07,5.21169494769979
78,106,6.47222850602702e-06,6.79639697409584e-06,3.24168468068819e-07,5.0086066610125
78,107,6.42680743112578e-06,6.71758152748225e-06,2.90774096356472e-07,4.5243941019334
79,48,7.05534648659523e-06,7.20211846783059e-06,1.46771981235361e-07,2.08029444782364
79,49,7.09103233020869e-06,7.2424213612976e-06,1.51389031088911e-07,2.1349364103725
79,50,7.22760660210042e-06,7.34520608602907e-06,1.17599483928643e-07,1.62708750493514
79,51,7.28246732251137e-06,7.3847736530297e-06,1.02306330518331e-07,1.4048306156086
79,52,7.26883490642649e-06,7.37635900804889e-06,1.07524101622403e-07,1.4792480914285
79,53,7.27860515326029e-06,7.38401104172226e-06,1.05405888461974e-07,1.44816055057966
79,54,7.26285497876233e-06,7.37577556719771e-06,1.12920588435372e-07,1.55476859672359
79,55,7.27403812561533e-06,7.38479548090254e-06,1.10757355287205e-07,1.52263919125164
79,56,7.28409759176429e-06,7.3929300015152e-06,1.08832409750903e-07,1.49410971475662
79,57,7.29039857105818e-06,7.39773668101407e-06,1.0733810995589e-07,1.47232155978422
79,58,7.29204157323693e-06,7.39890219847439e-06,1.06860625237459e-07,1.46544179931251
79,59,7.30255578673678e-06,7.40615905669983e-06,1.0360326996306e-07,1.41872616914791
79,60,7.31484033167362e-06,7.41468284104485e-06,9.98425093712285e-08,1.36493080975268
79,61,7.31714362700586e-06,7.41654685043613e-06,9.94032234302722e-08,1.35849763920717
79,62,7.31523141439538e-06,7.415325853799e-06,1.0009443940362e-07,1.36830174923308
79,63,7.31801446818281e-06,7.41736994314124e-06,9.93554749584291e-08,1.35768349994942
79,64,7.32571106709656e-06,7.42295696909423e-06,9.72459019976668e-08,1.32746024388604
79,65,7.33123079044162e-06,7.42704196454724e-06,9.581117410562e-08,1.30689070968189
79,66,7.33762226445833e-06,7.43170949135674e-06,9.40872268984094e-08,1.2822577056623
79,67,7.34185732653714e-06,7.43477949072258e-06,9.29221641854383e-08,1.26564927718728
79,68,7.34952300263103e-06,7.44027738619479e-06,9.07543835637625e-08,1.23483365561648
79,69,7.34814966563135e-06,7.43881764719845e-06,9.06679815670941e-08,1.23388860723897
79,70,7.31803083908744e-06,7.41801613912685e-06,9.99853000394069e-08,1.36628694573628
79,71,7.31155751054757e-06,7.41172380003263e-06,1.0016628948506e-07,1.36997198395227
79,72,7.27482301954296e-06,7.38039443604066e-06,1.05571416497696e-07,1.45118879475268
79,73,7.19098807167029e-06,7.31049840396736e-06,1.19510332297068e-07,1.6619459121048
79,74,6.93525271344697e-06,7.09840924173477e-06,1.631565282878e-07,2.3525678879942
79,75,6.47128717901069e-06,6.71131783747114e-06,2.40030658460455e-07,3.70916406304735
79,76,5.93461891185143e-06,6.25634402240394e-06,3.21725110552507e-07,5.42115871854925
79,77,5.70063593841041e-06,6.05087598160026e-06,3.50240043189842e-07,6.14387670031608
79,78,5.65179698241991e-06,5.99224358666106e-06,3.40446604241151e-07,6.02368778107425
79,79,5.58870624445262e-06,5.91676598560298e-06,3.28059741150355e-07,5.87004803617991
79,80,5.5218279157998e-06,5.83801829634467e-06,3.16190380544867e-07,5.72619040952255
79,81,5.46452974958811e-06,5.76827324039186e-06,3.03743490803754e-07,5.55845616590611
79,82,5.402531769505e-06,5.69580333831254e-06,2.9327156880754e-07,5.42840988854399
79,83,5.33079446540796e-06,5.61771958018653e-06,2.86925114778569e-07,5.38240813147934
79,84,5.27676456840709e-06,5.55884525965666e-06,2.82080691249575e-07,5.34571303291494
79,85,5.22789878232288e-06,5.50883987671114e-06,2.80941094388254e-07,5.37388166997803
79,86,5.17891066920129e-06,5.46243063581642e-06,2.83519966615131e-07,5.47450969373173
79,87,5.13703571414226e-06,5.42362886335468e-06,2.86593149212422e-07,5.57895964054583
79,88,5.09534811499179e-06,5.38514996151207e-06,2.89801846520277e-07,5.68757698159242
79,89,5.047978447692e-06,5.34074843017152e-06,2.92769982479513e-07,5.79974707723585
