"I_Value","J_Value","TP_Base","TP_25Percent_GeneseeRiver","Conc_Change","Percent_Change"
124,66,6.43151997792302e-06,6.43151997792302e-06,0,0
124,67,6.32924957244541e-06,6.32924957244541e-06,0,0
124,68,6.20153741692775e-06,6.20153741692775e-06,0,0
124,69,6.06800222158199e-06,6.06800222158199e-06,0,0
124,70,5.91977459407644e-06,5.91977459407644e-06,0,0
124,71,5.76406773689087e-06,5.76406773689087e-06,0,0
124,72,5.52876463189023e-06,5.52876463189023e-06,0,0
124,73,5.3491557991947e-06,5.3491557991947e-06,0,0
124,74,5.19827472089673e-06,5.19827472089673e-06,0,0
124,75,5.33465527041699e-06,5.33465527041699e-06,0,0
124,76,5.25248697158531e-06,5.25248697158531e-06,0,0
124,77,5.02801867696689e-06,5.02801867696689e-06,0,0
124,78,4.78042511531385e-06,4.78042511531385e-06,0,0
124,79,4.54993187304353e-06,4.54993187304353e-06,0,0
124,80,4.34781031799503e-06,4.34781031799503e-06,0,0
124,81,4.1783837332332e-06,4.1783837332332e-06,0,0
124,82,4.04044794777292e-06,4.04044794777292e-06,0,0
124,83,3.93115806218702e-06,3.93115806218702e-06,0,0
124,84,3.84263148589525e-06,3.84263148589525e-06,0,0
124,85,3.77033302356722e-06,3.77033302356722e-06,0,0
124,86,3.70990596820775e-06,3.70990596820775e-06,0,0
124,87,3.65724645234877e-06,3.65724645234877e-06,0,0
124,88,3.61452293873299e-06,3.61452293873299e-06,0,0
124,89,3.5839029806084e-06,3.5839029806084e-06,0,0
124,90,3.56272312274086e-06,3.56272335011454e-06,2.27373675443232e-13,6.38201924791477e-06
124,91,3.55008023689152e-06,3.55008023689152e-06,0,0
124,92,3.54388112100423e-06,3.54388112100423e-06,0,0
124,93,3.54185885953484e-06,3.54185885953484e-06,0,0
124,94,3.53609516423603e-06,3.53609516423603e-06,0,0
124,95,3.5263974496047e-06,3.5263974496047e-06,0,0
124,96,3.53246082340775e-06,3.53246082340775e-06,0,0
124,97,3.55793326889398e-06,3.55793326889398e-06,0,0
124,98,3.59808564098785e-06,3.59808564098785e-06,0,0
124,99,3.6542444377119e-06,3.6542444377119e-06,0,0
124,100,3.72921863345255e-06,3.72921863345255e-06,0,0
124,101,3.8277248677332e-06,3.8277248677332e-06,0,0
124,102,3.96138193536899e-06,3.96138193536899e-06,0,0
124,103,4.13736006521503e-06,4.13736006521503e-06,0,0
124,104,4.35021456723916e-06,4.35021456723916e-06,0,0
124,105,4.5706419768976e-06,4.5706419768976e-06,0,0
124,106,4.7853495743766e-06,4.7853495743766e-06,0,0
124,107,5.00252008350799e-06,5.00252008350799e-06,0,0
124,108,4.92090430270764e-06,4.92090430270764e-06,0,0
125,49,6.82332438373123e-06,6.82332438373123e-06,0,0
125,50,6.88101090418058e-06,6.88101090418058e-06,0,0
125,51,6.92101730237482e-06,6.92101730237482e-06,0,0
125,52,6.94140953783062e-06,6.94140953783062e-06,0,0
125,53,6.92342746333452e-06,6.92342746333452e-06,0,0
125,54,6.91848663336714e-06,6.91848663336714e-06,0,0
125,55,6.89651551510906e-06,6.89651551510906e-06,0,0
125,56,6.85652821630356e-06,6.85652821630356e-06,0,0
125,57,6.79828372085467e-06,6.79828372085467e-06,0,0
125,58,6.75890896673081e-06,6.75890896673081e-06,0,0
125,59,6.63211631035665e-06,6.63211631035665e-06,0,0
125,60,6.5558078858885e-06,6.5558078858885e-06,0,0
125,61,6.53120241622673e-06,6.53120241622673e-06,0,0
125,62,6.57839927953319e-06,6.57839927953319e-06,0,0
125,63,6.56787551633897e-06,6.56787551633897e-06,0,0
125,64,6.52578273729887e-06,6.52578273729887e-06,0,0
125,65,6.4869127527345e-06,6.4869127527345e-06,0,0
125,66,6.42422401142539e-06,6.42422401142539e-06,0,0
125,67,6.32069441053318e-06,6.32069441053318e-06,0,0
125,68,6.19143293079105e-06,6.19143293079105e-06,0,0
125,69,6.05979175816174e-06,6.05979175816174e-06,0,0
125,70,5.91564867136185e-06,5.91564867136185e-06,0,0
125,71,5.76383263251046e-06,5.76383263251046e-06,0,0
125,72,5.53812333237147e-06,5.53812333237147e-06,0,0
125,73,5.37119922228158e-06,5.37119922228158e-06,0,0
125,74,5.29638236912433e-06,5.29638236912433e-06,0,0
125,75,5.42634552402887e-06,5.42634552402887e-06,0,0
125,76,5.324223820935e-06,5.324223820935e-06,0,0
125,77,5.07016557094175e-06,5.07016557094175e-06,0,0
125,78,4.81569895782741e-06,4.81569895782741e-06,0,0
125,79,4.57803707831772e-06,4.57803707831772e-06,0,0
125,80,4.36797927250154e-06,4.36797927250154e-06,0,0
125,81,4.19318303102045e-06,4.19318303102045e-06,0,0
125,82,4.0519535104977e-06,4.0519535104977e-06,0,0
125,83,3.94069547837717e-06,3.94069547837717e-06,0,0
125,84,3.85125895263627e-06,3.85125895263627e-06,0,0
125,85,3.77998526346346e-06,3.77998526346346e-06,0,0
125,86,3.72305271412188e-06,3.72305271412188e-06,0,0
125,87,3.67348002328072e-06,3.67348002328072e-06,0,0
125,88,3.63089907295944e-06,3.63089907295944e-06,0,0
125,89,3.59669297722576e-06,3.59669388672046e-06,9.09494701772928e-13,2.52869707681986e-05
125,90,3.57226281266776e-06,3.57226326741511e-06,4.54747350886464e-13,1.2729952266498e-05
125,91,3.55446127286996e-06,3.55446127286996e-06,0,0
125,92,3.54306621375144e-06,3.54306621375144e-06,0,0
125,93,3.541966634657e-06,3.541966634657e-06,0,0
125,94,3.53844302480866e-06,3.53844302480866e-06,0,0
125,95,3.52584675056278e-06,3.52584675056278e-06,0,0
125,96,3.52183201357548e-06,3.52183201357548e-06,0,0
125,97,3.53433097188827e-06,3.53433097188827e-06,0,0
125,98,3.5673699585459e-06,3.5673699585459e-06,0,0
125,99,3.62090031558182e-06,3.62090031558182e-06,0,0
125,100,3.69562303603743e-06,3.69562303603743e-06,0,0
125,101,3.79904622604954e-06,3.79904622604954e-06,0,0
125,102,3.9331443986157e-06,3.9331443986157e-06,0,0
125,103,4.09882932217442e-06,4.09882932217442e-06,0,0
125,104,4.30408454121789e-06,4.30408454121789e-06,0,0
125,105,4.5314482122194e-06,4.5314482122194e-06,0,0
125,106,4.77238654639223e-06,4.77238654639223e-06,0,0
125,107,4.96568191010738e-06,4.96568191010738e-06,0,0
125,108,4.84611246065469e-06,4.84611246065469e-06,0,0
126,48,6.76496802043403e-06,6.76496802043403e-06,0,0
126,49,6.79744471199228e-06,6.79744471199228e-06,0,0
126,50,6.85384657117538e-06,6.85384657117538e-06,0,0
126,51,6.89772878104122e-06,6.89772878104122e-06,0,0
126,52,6.90962997396127e-06,6.90962997396127e-06,0,0
126,53,6.910615866218e-06,6.910615866218e-06,0,0
126,54,6.90642036715872e-06,6.90642036715872e-06,0,0
126,55,6.88418413119507e-06,6.88418413119507e-06,0,0
126,56,6.85186387272552e-06,6.85186387272552e-06,0,0
126,57,6.79863978803041e-06,6.79863978803041e-06,0,0
126,58,6.75702403896139e-06,6.75702403896139e-06,0,0
126,59,6.61693775327876e-06,6.61693775327876e-06,0,0
126,60,6.54562063573394e-06,6.54562063573394e-06,0,0
126,61,6.49985577183543e-06,6.49985577183543e-06,0,0
126,62,6.53502502245829e-06,6.53502502245829e-06,0,0
126,63,6.53452616461436e-06,6.53452616461436e-06,0,0
126,64,6.49734010949032e-06,6.49734010949032e-06,0,0
126,65,6.46945272819721e-06,6.46945272819721e-06,0,0
126,66,6.42232726022485e-06,6.42232726022485e-06,0,0
126,67,6.32072215012158e-06,6.32072215012158e-06,0,0
126,68,6.1919945437694e-06,6.1919945437694e-06,0,0
126,69,6.06284811510704e-06,6.06284811510704e-06,0,0
126,70,5.9235489970888e-06,5.9235489970888e-06,0,0
126,71,5.77246100874618e-06,5.77246100874618e-06,0,0
126,72,5.57588509764173e-06,5.57588509764173e-06,0,0
126,73,5.4276138143905e-06,5.4276138143905e-06,0,0
126,74,5.40763721801341e-06,5.40763721801341e-06,0,0
126,75,5.50041340829921e-06,5.50041340829921e-06,0,0
126,76,5.33632419319474e-06,5.33632419319474e-06,0,0
126,77,5.06026799484971e-06,5.06026799484971e-06,0,0
126,78,4.82299037685152e-06,4.82299037685152e-06,0,0
126,79,4.59581679024268e-06,4.59581679024268e-06,0,0
126,80,4.38733832197613e-06,4.38733832197613e-06,0,0
126,81,4.21166851083399e-06,4.21166851083399e-06,0,0
126,82,4.06868684876827e-06,4.06868684876827e-06,0,0
126,83,3.95584947909811e-06,3.95584947909811e-06,0,0
126,84,3.86531382901012e-06,3.86531382901012e-06,0,0
126,85,3.79308971787395e-06,3.79308971787395e-06,0,0
126,86,3.73714033230499e-06,3.73714033230499e-06,0,0
126,87,3.68691303265223e-06,3.68691303265223e-06,0,0
126,88,3.64395259566663e-06,3.64395259566663e-06,0,0
126,89,3.60900435225631e-06,3.60900730811409e-06,2.95585778076202e-12,8.19023057956151e-05
126,90,3.58075044459838e-06,3.58075772055599e-06,7.27595761418343e-12,0.00020319644517979
126,91,3.55829979525879e-06,3.5583043427323e-06,4.54747350886464e-12,0.000127799054900429
126,92,3.54205121766427e-06,3.54205212715897e-06,9.09494701772928e-13,2.56770624105395e-05
126,93,3.53694667865057e-06,3.53694690602424e-06,2.27373675443232e-13,6.42852991863538e-06
126,94,3.53535688191187e-06,3.53535688191187e-06,0,0
126,95,3.52470101461222e-06,3.52470101461222e-06,0,0
126,96,3.51481958205113e-06,3.51481958205113e-06,0,0
126,97,3.51691346622829e-06,3.51691346622829e-06,0,0
126,98,3.54297253579716e-06,3.54297253579716e-06,0,0
126,99,3.59463479071565e-06,3.59463479071565e-06,0,0
126,100,3.67273105439381e-06,3.67273105439381e-06,0,0
126,101,3.78300501324702e-06,3.78300501324702e-06,0,0
126,102,3.92224274037289e-06,3.92224274037289e-06,0,0
126,103,4.08188543588039e-06,4.08188543588039e-06,0,0
126,104,4.27007444159244e-06,4.27007444159244e-06,0,0
126,105,4.49252684120438e-06,4.49252684120438e-06,0,0
126,106,4.74384341941914e-06,4.74384341941914e-06,0,0
126,107,4.92538356411387e-06,4.92538356411387e-06,0,0
126,108,4.90832417199272e-06,4.90832417199272e-06,0,0
127,48,6.68582833895925e-06,6.68582833895925e-06,0,0
127,49,6.75430374030839e-06,6.75430374030839e-06,0,0
127,50,6.83503367326921e-06,6.83503367326921e-06,0,0
127,51,6.86243447489687e-06,6.86243447489687e-06,0,0
127,52,6.87315923642018e-06,6.87315923642018e-06,0,0
127,53,6.87473129801219e-06,6.87473129801219e-06,0,0
127,54,6.89682656229706e-06,6.89682656229706e-06,0,0
127,55,6.88575437379768e-06,6.88575437379768e-06,0,0
127,56,6.84201813783147e-06,6.84201813783147e-06,0,0
127,57,6.79284403304337e-06,6.79284403304337e-06,0,0
127,58,6.75035425956594e-06,6.75035425956594e-06,0,0
127,59,6.6796428654925e-06,6.6796428654925e-06,0,0
127,60,6.54725772619713e-06,6.54725772619713e-06,0,0
127,61,6.48563172944705e-06,6.48563172944705e-06,0,0
127,62,6.49972935207188e-06,6.49972935207188e-06,0,0
127,63,6.51378695692983e-06,6.51378695692983e-06,0,0
127,64,6.47642809781246e-06,6.47642809781246e-06,0,0
127,65,6.45203044769005e-06,6.45203044769005e-06,0,0
127,66,6.41807582724141e-06,6.41807582724141e-06,0,0
127,67,6.32391993349302e-06,6.32391993349302e-06,0,0
127,68,6.20165201326017e-06,6.20165201326017e-06,0,0
127,69,6.08286745773512e-06,6.08286745773512e-06,0,0
127,70,5.95062010688707e-06,5.95062010688707e-06,0,0
127,71,5.79750621909625e-06,5.79750621909625e-06,0,0
127,72,5.63175672141369e-06,5.63175672141369e-06,0,0
127,73,5.49334890820319e-06,5.49334890820319e-06,0,0
127,74,5.4997440201987e-06,5.4997440201987e-06,0,0
127,75,5.52127676201053e-06,5.52127676201053e-06,0,0
127,76,5.28128111909609e-06,5.28128111909609e-06,0,0
127,77,5.01514523421065e-06,5.01514523421065e-06,0,0
127,78,4.80118796986062e-06,4.80118796986062e-06,0,0
127,79,4.59299781141453e-06,4.59299781141453e-06,0,0
127,80,4.3933246161032e-06,4.3933246161032e-06,0,0
127,81,4.22229550167685e-06,4.22229550167685e-06,0,0
127,82,4.08150981456856e-06,4.08150981456856e-06,0,0
127,83,3.96816676584422e-06,3.96816676584422e-06,0,0
127,84,3.87678346669418e-06,3.87678346669418e-06,0,0
127,85,3.80236724595306e-06,3.80236724595306e-06,0,0
127,86,3.74317028217774e-06,3.74317028217774e-06,0,0
127,87,3.69217332263361e-06,3.69217491424934e-06,1.59161572810262e-12,4.31078280736651e-05
127,88,3.64952393283602e-06,3.64952552445175e-06,1.59161572810262e-12,4.36115985918687e-05
127,89,3.61521688319044e-06,3.61521870217985e-06,1.81898940354586e-12,5.03148071697594e-05
127,90,3.58538363798289e-06,3.58538750333537e-06,3.86535248253495e-12,0.000107808616115333
127,91,3.55822794517735e-06,3.55823272002453e-06,4.77484718430787e-12,0.000134191717278244
127,92,3.538771352396e-06,3.53877271663805e-06,1.36424205265939e-12,3.85512913044157e-05
127,93,3.52931169800286e-06,3.52931169800286e-06,0,0
127,94,3.52615256815625e-06,3.52615256815625e-06,0,0
127,95,3.5185596516385e-06,3.5185596516385e-06,0,0
127,96,3.50837080986821e-06,3.50837080986821e-06,0,0
127,97,3.50792561221169e-06,3.50792561221169e-06,0,0
127,98,3.53034124600526e-06,3.53034124600526e-06,0,0
127,99,3.5798243516183e-06,3.5798243516183e-06,0,0
127,100,3.65895311915665e-06,3.65895311915665e-06,0,0
127,101,3.77471724277711e-06,3.77471724277711e-06,0,0
127,102,3.92394213122316e-06,3.92394213122316e-06,0,0
127,103,4.08293499276624e-06,4.08293499276624e-06,0,0
127,104,4.25945063398103e-06,4.25945063398103e-06,0,0
127,105,4.47248157797731e-06,4.47248157797731e-06,0,0
127,106,4.71534394819173e-06,4.71534394819173e-06,0,0
127,107,4.88173873236519e-06,4.88173873236519e-06,0,0
127,108,4.85446207676432e-06,4.85446207676432e-06,0,0
128,48,6.51298296361347e-06,6.51298296361347e-06,0,0
128,49,6.61463673168328e-06,6.61463673168328e-06,0,0
128,50,6.75422506901668e-06,6.75422506901668e-06,0,0
128,51,6.78960759614711e-06,6.78960759614711e-06,0,0
128,52,6.80875928082969e-06,6.80875928082969e-06,0,0
128,53,6.80334278513328e-06,6.80334278513328e-06,0,0
128,54,6.82506242810632e-06,6.82506242810632e-06,0,0
128,55,6.83225516695529e-06,6.83225516695529e-06,0,0
128,56,6.82065865476034e-06,6.82065865476034e-06,0,0
128,57,6.79867434882908e-06,6.79867434882908e-06,0,0
128,58,6.75254386806046e-06,6.75254386806046e-06,0,0
128,59,6.68616348775686e-06,6.68616348775686e-06,0,0
128,60,6.57077225696412e-06,6.57077225696412e-06,0,0
128,61,6.49500088911736e-06,6.49500088911736e-06,0,0
128,62,6.46758508082712e-06,6.46758508082712e-06,0,0
128,63,6.50306446914328e-06,6.50306446914328e-06,0,0
128,64,6.47810657028458e-06,6.47810657028458e-06,0,0
128,65,6.44701549390447e-06,6.44701549390447e-06,0,0
128,66,6.41676160739735e-06,6.41676160739735e-06,0,0
128,67,6.32902219876996e-06,6.32902219876996e-06,0,0
128,68,6.21917752141599e-06,6.21917752141599e-06,0,0
128,69,6.11690848018043e-06,6.11690848018043e-06,0,0
128,70,5.99658960709348e-06,5.99658960709348e-06,0,0
128,71,5.84163262828952e-06,5.84163262828952e-06,0,0
128,72,5.67717506783083e-06,5.67717506783083e-06,0,0
128,73,5.53280642634491e-06,5.53280642634491e-06,0,0
128,74,5.55418409931008e-06,5.55418409931008e-06,0,0
128,75,5.49100059288321e-06,5.49100059288321e-06,0,0
128,76,5.19416335009737e-06,5.19416335009737e-06,0,0
128,77,4.96500979352277e-06,4.96500979352277e-06,0,0
128,78,4.768779490405e-06,4.768779490405e-06,0,0
128,79,4.57741089121555e-06,4.57741089121555e-06,0,0
128,80,4.3879385884793e-06,4.3879385884793e-06,0,0
128,81,4.22362290919409e-06,4.22362290919409e-06,0,0
128,82,4.08689038522425e-06,4.08689038522425e-06,0,0
128,83,3.97635858462309e-06,3.97635858462309e-06,0,0
128,84,3.88501348425052e-06,3.88501348425052e-06,0,0
128,85,3.80905316887947e-06,3.80905316887947e-06,0,0
128,86,3.74600517716317e-06,3.74600517716317e-06,0,0
128,87,3.69325562132872e-06,3.69325698557077e-06,1.36424205265939e-12,3.6938738948391e-05
128,88,3.64937477570493e-06,3.64937545782595e-06,6.82121026329696e-13,1.86914490358951e-05
128,89,3.61534534931707e-06,3.61534671355912e-06,1.36424205265939e-12,3.7734764478782e-05
128,90,3.58315537596354e-06,3.58315651283192e-06,1.13686837721616e-12,3.17281350633712e-05
128,91,3.55266774931806e-06,3.55266888618644e-06,1.13686837721616e-12,3.20004137013483e-05
128,92,3.532052915034e-06,3.532052915034e-06,0,0
128,93,3.52054485119879e-06,3.52054485119879e-06,0,0
128,94,3.51724474967341e-06,3.51724474967341e-06,0,0
128,95,3.51232938555768e-06,3.51232938555768e-06,0,0
128,96,3.5042737636104e-06,3.5042737636104e-06,0,0
128,97,3.50818982042256e-06,3.50818982042256e-06,0,0
128,98,3.53234281647019e-06,3.53234281647019e-06,0,0
128,99,3.58296028935001e-06,3.58296028935001e-06,0,0
128,100,3.66283347830176e-06,3.66283347830176e-06,0,0
128,101,3.78296613234852e-06,3.78296613234852e-06,0,0
128,102,3.93972322854097e-06,3.93972322854097e-06,0,0
128,103,4.09627546105185e-06,4.09627546105185e-06,0,0
128,104,4.26707492806599e-06,4.26707492806599e-06,0,0
128,105,4.47170805273345e-06,4.47170805273345e-06,0,0
128,106,4.6921131797717e-06,4.6921131797717e-06,0,0
128,107,4.84757174490369e-06,4.84757174490369e-06,0,0
128,108,4.86624958284665e-06,4.86624958284665e-06,0,0
129,48,5.43838223165949e-06,5.43838223165949e-06,0,0
129,49,5.50836330148741e-06,5.50836330148741e-06,0,0
129,50,6.06957746640546e-06,6.06957746640546e-06,0,0
129,51,6.09031667408999e-06,6.09031667408999e-06,0,0
129,52,6.41507858745172e-06,6.41507858745172e-06,0,0
129,53,6.39701465843245e-06,6.39701465843245e-06,0,0
129,54,6.47986917101662e-06,6.47986917101662e-06,0,0
129,55,6.6132374740846e-06,6.6132374740846e-06,0,0
129,56,6.70389181323117e-06,6.70389181323117e-06,0,0
129,57,6.73965450914693e-06,6.73965450914693e-06,0,0
129,58,6.73816612106748e-06,6.73816612106748e-06,0,0
129,59,6.69542760078912e-06,6.69542760078912e-06,0,0
129,60,6.66245841784985e-06,6.66245841784985e-06,0,0
129,61,6.58434919387219e-06,6.58434919387219e-06,0,0
129,62,6.47655497232336e-06,6.47655497232336e-06,0,0
129,63,6.48838431516197e-06,6.48838431516197e-06,0,0
129,64,6.4854266383918e-06,6.4854266383918e-06,0,0
129,65,6.46169473839109e-06,6.46169473839109e-06,0,0
129,66,6.42342365608783e-06,6.42342365608783e-06,0,0
129,67,6.34076650385396e-06,6.34076650385396e-06,0,0
129,68,6.24631593382219e-06,6.24631593382219e-06,0,0
129,69,6.15567114436999e-06,6.15567114436999e-06,0,0
129,70,6.0378415582818e-06,6.0378415582818e-06,0,0
129,71,5.87518707106938e-06,5.87518707106938e-06,0,0
129,72,5.69487929169554e-06,5.69487929169554e-06,0,0
129,73,5.55102042198996e-06,5.55102042198996e-06,0,0
129,74,5.52187657376635e-06,5.52187657376635e-06,0,0
129,75,5.30812803845038e-06,5.30812803845038e-06,0,0
129,76,5.07635240865056e-06,5.07635240865056e-06,0,0
129,77,4.92045819555642e-06,4.92045819555642e-06,0,0
129,78,4.74408398076775e-06,4.74408398076775e-06,0,0
129,79,4.5581755330204e-06,4.5581755330204e-06,0,0
129,80,4.3783720684587e-06,4.3783720684587e-06,0,0
129,81,4.2214210225211e-06,4.2214210225211e-06,0,0
129,82,4.09000358558842e-06,4.09000358558842e-06,0,0
129,83,3.98193287765025e-06,3.98193287765025e-06,0,0
129,84,3.89072647521971e-06,3.89072647521971e-06,0,0
129,85,3.81742984245648e-06,3.81742984245648e-06,0,0
129,86,3.75297372556815e-06,3.75297372556815e-06,0,0
129,87,3.69754252460552e-06,3.69754252460552e-06,0,0
129,88,3.65192249773827e-06,3.65192249773827e-06,0,0
129,89,3.61439037988021e-06,3.61439083462756e-06,4.54747350886464e-13,1.25815781664828e-05
129,90,3.57855242327787e-06,3.5785531053989e-06,6.82121026329696e-13,1.90613674370848e-05
129,91,3.55034444510238e-06,3.55034467247606e-06,2.27373675443232e-13,6.40427088016456e-06
129,92,3.52898450728389e-06,3.52898450728389e-06,0,0
129,93,3.51438893630984e-06,3.51438893630984e-06,0,0
129,94,3.51261041942053e-06,3.51261041942053e-06,0,0
129,95,3.51179778590449e-06,3.51179778590449e-06,0,0
129,96,3.50725440512178e-06,3.50725440512178e-06,0,0
129,97,3.51745529769687e-06,3.51745529769687e-06,0,0
129,98,3.54844837602286e-06,3.54844837602286e-06,0,0
129,99,3.6082581118535e-06,3.6082581118535e-06,0,0
129,100,3.6964399896533e-06,3.6964399896533e-06,0,0
129,101,3.82134976462112e-06,3.82134976462112e-06,0,0
129,102,3.98094198317267e-06,3.98094198317267e-06,0,0
129,103,4.14126407122239e-06,4.14126407122239e-06,0,0
129,104,4.29930651080213e-06,4.29930651080213e-06,0,0
129,105,4.47666570835281e-06,4.47666570835281e-06,0,0
129,106,4.6600534915342e-06,4.6600534915342e-06,0,0
129,107,4.80575226902147e-06,4.80575226902147e-06,0,0
129,108,4.86439967062324e-06,4.86439967062324e-06,0,0
130,48,5.28834561919211e-06,5.28834561919211e-06,0,0
130,49,5.34313767275307e-06,5.34313767275307e-06,0,0
130,50,5.75673402636312e-06,5.75673402636312e-06,0,0
130,51,5.93699178352836e-06,5.93699178352836e-06,0,0
130,52,6.22120569460094e-06,6.22120569460094e-06,0,0
130,53,6.28265252089477e-06,6.28265252089477e-06,0,0
130,54,6.33744502920308e-06,6.33744502920308e-06,0,0
130,55,6.50641186439316e-06,6.50641186439316e-06,0,0
130,56,6.62275260765455e-06,6.62275260765455e-06,0,0
130,57,6.68523216518224e-06,6.68523216518224e-06,0,0
130,58,6.71517500450136e-06,6.71517500450136e-06,0,0
130,59,6.6695633904601e-06,6.6695633904601e-06,0,0
130,60,6.61379590383149e-06,6.61379590383149e-06,0,0
130,61,6.54711857350776e-06,6.54711857350776e-06,0,0
130,62,6.46764374323539e-06,6.46764374323539e-06,0,0
130,63,6.46864873488084e-06,6.46864873488084e-06,0,0
130,64,6.49244020678452e-06,6.49244020678452e-06,0,0
130,65,6.47332490189001e-06,6.47332490189001e-06,0,0
130,66,6.43326211502426e-06,6.43326211502426e-06,0,0
130,67,6.35590413367026e-06,6.35590413367026e-06,0,0
130,68,6.26837891104515e-06,6.26837891104515e-06,0,0
130,69,6.17677824266138e-06,6.17677824266138e-06,0,0
130,70,6.06092589805485e-06,6.06092589805485e-06,0,0
130,71,5.88975444770767e-06,5.88975444770767e-06,0,0
130,72,5.70213387618423e-06,5.70213387618423e-06,0,0
130,73,5.55643600819167e-06,5.55643600819167e-06,0,0
130,74,5.42288898941479e-06,5.42288898941479e-06,0,0
130,75,5.18661681780941e-06,5.18661681780941e-06,0,0
130,76,5.06807145939092e-06,5.06807145939092e-06,0,0
130,77,4.94188498123549e-06,4.94188498123549e-06,0,0
130,78,4.76523018733133e-06,4.76523018733133e-06,0,0
130,79,4.57467831438407e-06,4.57467831438407e-06,0,0
130,80,4.39234827354085e-06,4.39234827354085e-06,0,0
130,81,4.2356309677416e-06,4.2356309677416e-06,0,0
130,82,4.10911707149353e-06,4.10911707149353e-06,0,0
130,83,4.004836682725e-06,4.004836682725e-06,0,0
130,84,3.91772937291535e-06,3.91772937291535e-06,0,0
130,85,3.84646773454733e-06,3.84646773454733e-06,0,0
130,86,3.77836067855242e-06,3.77836067855242e-06,0,0
130,87,3.71899932360975e-06,3.71899932360975e-06,0,0
130,88,3.66617837244121e-06,3.66617837244121e-06,0,0
130,89,3.62112928087299e-06,3.62112928087299e-06,0,0
130,90,3.58516604137549e-06,3.58516604137549e-06,0,0
130,91,3.55431961907016e-06,3.55431961907016e-06,0,0
130,92,3.5309381019033e-06,3.530939011398e-06,9.09494701772928e-13,2.57578772418207e-05
130,93,3.51854532709694e-06,3.51854555447062e-06,2.27373675443232e-13,6.46214995987651e-06
130,94,3.52072538589709e-06,3.52072538589709e-06,0,0
130,95,3.51929679709428e-06,3.51929679709428e-06,0,0
130,96,3.51778248841583e-06,3.51778248841583e-06,0,0
130,97,3.53445966538857e-06,3.53445966538857e-06,0,0
130,98,3.57646263182687e-06,3.57646263182687e-06,0,0
130,99,3.64925813300943e-06,3.64925813300943e-06,0,0
130,100,3.74560886484687e-06,3.74560886484687e-06,0,0
130,101,3.86843566957396e-06,3.86843566957396e-06,0,0
130,102,4.02282057621051e-06,4.02282057621051e-06,0,0
130,103,4.18240733779385e-06,4.18240733779385e-06,0,0
130,104,4.34011781180743e-06,4.34011781180743e-06,0,0
130,105,4.47557067673188e-06,4.47557067673188e-06,0,0
130,106,4.62407251689001e-06,4.62407251689001e-06,0,0
130,107,4.75292608825839e-06,4.75292608825839e-06,0,0
130,108,4.83501708004042e-06,4.83501708004042e-06,0,0
131,48,5.25738323631231e-06,5.25738323631231e-06,0,0
131,49,5.44335534868878e-06,5.44335534868878e-06,0,0
131,50,5.82144502914161e-06,5.82144502914161e-06,0,0
131,51,6.03420903644292e-06,6.03420903644292e-06,0,0
131,52,6.22339075562195e-06,6.22339075562195e-06,0,0
131,53,6.33387207926717e-06,6.33387207926717e-06,0,0
131,54,6.41087171970867e-06,6.41087171970867e-06,0,0
131,55,6.53866982247564e-06,6.53866982247564e-06,0,0
131,56,6.62550246488536e-06,6.62550246488536e-06,0,0
131,57,6.67153153699473e-06,6.67153153699473e-06,0,0
131,58,6.67146650812356e-06,6.67146650812356e-06,0,0
131,59,6.6545330810186e-06,6.6545330810186e-06,0,0
131,60,6.64390381643898e-06,6.64390381643898e-06,0,0
131,61,6.59785609968822e-06,6.59785609968822e-06,0,0
131,62,6.49740650260355e-06,6.49740650260355e-06,0,0
131,63,6.46743910692749e-06,6.46743910692749e-06,0,0
131,64,6.50460560791544e-06,6.50460560791544e-06,0,0
131,65,6.48513378109783e-06,6.48513378109783e-06,0,0
131,66,6.44325564280734e-06,6.44325564280734e-06,0,0
131,67,6.36622507954598e-06,6.36622507954598e-06,0,0
131,68,6.27595682090032e-06,6.27595682090032e-06,0,0
131,69,6.17208434050553e-06,6.17208434050553e-06,0,0
131,70,6.0577986005228e-06,6.0577986005228e-06,0,0
131,71,5.8911023188557e-06,5.8911023188557e-06,0,0
131,72,5.70405109101557e-06,5.70405109101557e-06,0,0
131,73,5.56761960979202e-06,5.56761960979202e-06,0,0
131,74,5.38671201866237e-06,5.38671201866237e-06,0,0
131,75,5.1904880820075e-06,5.1904880820075e-06,0,0
131,76,5.12595534019056e-06,5.12595534019056e-06,0,0
131,77,5.00028727401514e-06,5.00028727401514e-06,0,0
131,78,4.81183087686077e-06,4.81183087686077e-06,0,0
131,79,4.61874378743232e-06,4.61874378743232e-06,0,0
131,80,4.43502176494803e-06,4.43502176494803e-06,0,0
131,81,4.27771010436118e-06,4.27771010436118e-06,0,0
131,82,4.15176236856496e-06,4.15176236856496e-06,0,0
131,83,4.04894262828748e-06,4.04894262828748e-06,0,0
131,84,3.96312407247024e-06,3.96312407247024e-06,0,0
131,85,3.88771650250419e-06,3.88771650250419e-06,0,0
131,86,3.81632389689912e-06,3.81632389689912e-06,0,0
131,87,3.75140416508657e-06,3.75140416508657e-06,0,0
131,88,3.69172107639315e-06,3.69172130376683e-06,2.27373675443232e-13,6.15901555773489e-06
131,89,3.64087668458524e-06,3.64087782145361e-06,1.13686837721616e-12,3.12251272345872e-05
