"I_Value","J_Value","TP_Base","TP_25Percent_NiagaraRiver","Conc_Change","Percent_Change"
54,73,6.17531122770743e-06,6.73537124384893e-06,5.60060016141506e-07,9.06934072615847
54,74,6.30186696071178e-06,6.88987074681791e-06,5.88003786106128e-07,9.33062836413346
54,75,6.30038584858994e-06,6.83086864228244e-06,5.30482793692499e-07,8.41984612436434
54,76,6.25980419499683e-06,6.71466477797367e-06,4.54860582976835e-07,7.26637078106027
54,77,6.20479067947599e-06,6.57844111628947e-06,3.73650436813477e-07,6.0219668336182
54,78,6.13802512816619e-06,6.42040140519384e-06,2.82376277027652e-07,4.60044185436587
54,79,6.08249683864415e-06,6.27725103186094e-06,1.94754193216795e-07,3.2018790701124
54,80,6.05088143856847e-06,6.18071453573066e-06,1.29833097162191e-07,2.14568899556735
54,81,6.03689886702341e-06,6.12713347436511e-06,9.02346073416993e-08,1.49471788958742
54,82,6.02838144914131e-06,6.09489325142931e-06,6.65118022880051e-08,1.103311110107
54,83,6.01980400460889e-06,6.07023957854835e-06,5.04355739394668e-08,0.837827509016113
54,84,6.01025158175617e-06,6.04859769737232e-06,3.83461156161502e-08,0.638011821876941
54,85,6.0000875237165e-06,6.02884983891272e-06,2.8762315196218e-08,0.479364927303633
54,86,5.99943132328917e-06,6.02049976805574e-06,2.10684447665699e-08,0.351174030191568
54,87,6.01508827458019e-06,6.0302777455945e-06,1.51894710143097e-08,0.252522827944196
54,88,6.04439583185012e-06,6.05500554229366e-06,1.06097104435321e-08,0.175529709481064
54,89,6.07674155617133e-06,6.08430173087982e-06,7.56017470848747e-09,0.124411654479688
54,90,6.10766619502101e-06,6.11316681897733e-06,5.50062395632267e-09,0.0900609787877208
54,91,6.14381860941648e-06,6.14784266872448e-06,4.02405930799432e-09,0.0654976906679299
54,92,6.18455987932975e-06,6.18748481429066e-06,2.92493496090174e-09,0.0472941489446574
54,93,6.22603829469881e-06,6.22817788098473e-06,2.13958628592081e-09,0.0343651321216989
54,94,6.24964877715684e-06,6.25124175712699e-06,1.59297997015528e-09,0.0254891118998207
54,95,6.27507824901841e-06,6.27628060101415e-06,1.20235199574381e-09,0.0191607490461476
54,96,6.29490887149586e-06,6.29581609246088e-06,9.07220965018496e-10,0.0144119793239026
54,97,6.30537942925002e-06,6.30610202279058e-06,7.22593540558591e-10,0.0114599533408973
54,98,6.3083657551033e-06,6.30899057796341e-06,6.24822860118002e-10,0.00990467078755757
54,99,6.30800604994874e-06,6.30857084615855e-06,5.64796209800988e-10,0.0089536409021925
54,100,6.30024123893236e-06,6.30077374808025e-06,5.32509147888049e-10,0.00845220250611052
54,101,6.29760961601278e-06,6.29810892860405e-06,4.99312591273338e-10,0.007928605005997
54,102,6.34168782198685e-06,6.34211073702318e-06,4.22915036324412e-10,0.0066688088123504
54,103,6.58819226373453e-06,6.58846829537652e-06,2.76031641988084e-10,0.0041897933596676
54,104,6.96559709467692e-06,6.96580627845833e-06,2.09183781407773e-10,0.00300309906766831
54,105,1.15004049803247e-05,1.15005723273498e-05,1.67347025126219e-10,0.00145514027908167
55,56,6.17598516328144e-06,6.59157785776188e-06,4.15592694480438e-07,6.72917248816097
55,57,6.15970020589884e-06,6.57040527585195e-06,4.1070506995311e-07,6.6676145952655
55,58,6.14955615674262e-06,6.55106487101875e-06,4.01508714276133e-07,6.52906818056947
55,59,6.15074759480194e-06,6.54475024930434e-06,3.94002654502401e-07,6.40576854162211
55,60,6.13929842074867e-06,6.52644939691527e-06,3.87150976166595e-07,6.30611105103085
55,61,6.12282747169957e-06,6.50690708425827e-06,3.84079612558708e-07,6.27291254463676
55,62,6.13591691944748e-06,6.5252584136033e-06,3.89341494155815e-07,6.34528627533754
55,63,6.14525424680323e-06,6.5417543737567e-06,3.9650012695347e-07,6.45213543702816
55,64,6.07358060733532e-06,6.47987917545834e-06,4.0629856812302e-07,6.68960526567008
55,65,6.10752340435283e-06,6.52563676339923e-06,4.18113359046401e-07,6.84587403706733
55,66,6.11348787060706e-06,6.54197447147453e-06,4.28486600867473e-07,7.00887300239175
55,67,6.16257875662996e-06,6.60974001220893e-06,4.47161255578976e-07,7.25607368665109
55,68,6.19944603386102e-06,6.6677948780125e-06,4.68348844151478e-07,7.55468862207016
55,69,6.17274918113253e-06,6.65871084493119e-06,4.85961663798662e-07,7.87269415196781
55,70,6.19923775957432e-06,6.70670988256461e-06,5.07472122990293e-07,8.18604065002243
55,71,6.19239381194348e-06,6.72596570439055e-06,5.33571892447071e-07,8.61656911125312
55,72,6.23732648818986e-06,6.79564027450397e-06,5.58313786314102e-07,8.95117142530934
55,73,6.22174320596969e-06,6.81776282362989e-06,5.96019617660204e-07,9.57962419741673
55,74,6.33878971711965e-06,6.95747485224274e-06,6.18685135123087e-07,9.76030382349105
55,75,6.34564548818162e-06,6.90725983076845e-06,5.61614342586836e-07,8.85038950935423
55,76,6.30571730653173e-06,6.8034037212783e-06,4.97686414746568e-07,7.89262173600841
55,77,6.24713038632763e-06,6.67345602778369e-06,4.2632564145606e-07,6.82434358003972
55,78,6.17127307123155e-06,6.50590209261281e-06,3.34629021381261e-07,5.42236613934962
55,79,6.10011647950159e-06,6.33783474768279e-06,2.37718268181197e-07,3.89694637766359
55,80,6.05407967668725e-06,6.21322260485613e-06,1.59142928168876e-07,2.62868902736275
55,81,6.03101398155559e-06,6.13819520367542e-06,1.07181222119834e-07,1.77716752850553
55,82,6.01766487307032e-06,6.09306243859464e-06,7.53975655243266e-08,1.25293726245439
55,83,6.00734801992076e-06,6.06204412179068e-06,5.46961018699221e-08,0.910486652155765
55,84,5.99685972701991e-06,6.0370462051651e-06,4.01864781451877e-08,0.670125365182721
55,85,5.9873154896195e-06,6.01670899413875e-06,2.93935045192484e-08,0.490929608940924
55,86,5.98690030528815e-06,6.00801922701066e-06,2.11189217225183e-08,0.352752186367029
55,87,6.00238354309113e-06,6.01723786530783e-06,1.48543222167064e-08,0.247473726230041
55,88,6.02917907599476e-06,6.0395591390261e-06,1.03800630313344e-08,0.172163787150771
55,89,6.05802551945089e-06,6.06542289460776e-06,7.39737515687011e-09,0.122108682657722
55,90,6.08836171522853e-06,6.09375229032594e-06,5.39057509740815e-09,0.088539008513981
55,91,6.12446092418395e-06,6.12841859037871e-06,3.9576661947649e-09,0.0646206456985801
55,92,6.16144734522095e-06,6.16436000200338e-06,2.9126567824278e-09,0.0472722822939803
55,93,6.20324362898828e-06,6.20537866780069e-06,2.13503881241195e-09,0.0344181034972532
55,94,6.22859215582139e-06,6.23021469436935e-06,1.6225385479629e-09,0.0260498441280417
55,95,6.25818029220682e-06,6.25939719611779e-06,1.21690391097218e-09,0.0194450120346894
55,96,6.28082443654421e-06,6.281743026193e-06,9.18589648790658e-10,0.0146253037013096
55,97,6.29191890766378e-06,6.29263240625733e-06,7.13498593540862e-10,0.0113399203647046
55,98,6.2985168369778e-06,6.29910118732369e-06,5.84350345889106e-10,0.00927758647017436
55,99,6.30374461252359e-06,6.30424210612546e-06,4.97493601869792e-10,0.00789203294945398
55,100,6.30161775916349e-06,6.30208296570345e-06,4.65206539956853e-10,0.00738233510403536
55,101,6.30480781182996e-06,6.3052361838345e-06,4.28372004535049e-10,0.00679437053943624
55,102,6.36124286756967e-06,6.36160666545038e-06,3.63797880709171e-10,0.00571897486517696
55,103,6.60819250697386e-06,6.60844625599566e-06,2.53749021794647e-10,0.00383991570352795
55,104,7.02128681950853e-06,7.02147099218564e-06,1.84172677109018e-10,0.00262306158177867
55,105,1.06709758256329e-05,1.06711268017534e-05,1.50976120494306e-10,0.00141482956161932
56,57,6.18417561781825e-06,6.5904368966585e-06,4.06261278840248e-07,6.56936840004512
56,58,6.16852321400074e-06,6.56847441860009e-06,3.99951204599347e-07,6.48374320277461
56,59,6.17704336036695e-06,6.57432383377454e-06,3.97280473407591e-07,6.43156361758144
56,60,6.15049202679074e-06,6.54273480904521e-06,3.92242782254471e-07,6.37742119729465
56,61,6.11150926488335e-06,6.5015865402529e-06,3.90077275369549e-07,6.38266684157591
56,62,6.09697917752783e-06,6.48840887151891e-06,3.91429693991086e-07,6.42005955070033
56,63,6.09585822530789e-06,6.49730645818636e-06,4.01448232878465e-07,6.5855900521405
56,64,6.08112304689712e-06,6.49842877464835e-06,4.17305727751227e-07,6.86231349921716
56,65,6.09507515036967e-06,6.53024108032696e-06,4.35165929957293e-07,7.13963190315874
56,66,6.13394195170258e-06,6.58203180137207e-06,4.48089849669486e-07,7.30508787330652
56,67,6.14517739450093e-06,6.60963951304439e-06,4.64462118543452e-07,7.55815640015664
56,68,6.22474090050673e-06,6.71555108056054e-06,4.90810180053813e-07,7.88482906997556
56,69,6.2364724726649e-06,6.7476139520295e-06,5.11141479364596e-07,8.19600313486481
56,70,6.26628161626286e-06,6.80431412547478e-06,5.38032509211916e-07,8.58615271639823
56,71,6.29074247626704e-06,6.86035764374537e-06,5.69615167478332e-07,9.05481617833361
56,72,6.311268407444e-06,6.90541719450266e-06,5.94148787058657e-07,9.41409473819671
56,73,6.25678330834489e-06,6.88015643390827e-06,6.23373125563376e-07,9.96315670277347
56,74,6.37421362625901e-06,7.02336001268122e-06,6.49146386422217e-07,10.183944631978
56,75,6.39102199784247e-06,6.98925259712269e-06,5.98230599280214e-07,9.36048412103994
56,76,6.35665355730453e-06,6.90228489474976e-06,5.45631337445229e-07,8.58362552758969
56,77,6.29912392469123e-06,6.77986690789112e-06,4.80742983199889e-07,7.63190229224541
56,78,6.21275466983207e-06,6.6017728386214e-06,3.89018168789335e-07,6.26160518905296
56,79,6.1248983911355e-06,6.40800499240868e-06,2.83106601273175e-07,4.62222527124552
56,80,6.06249568591011e-06,6.25419897914981e-06,1.91703293239698e-07,3.1621184273209
56,81,6.02992395215551e-06,6.15642693446716e-06,1.26502982311649e-07,2.09792002876634
56,82,6.00704743192182e-06,6.09293283559964e-06,8.58854036778212e-08,1.4297440573121
56,83,5.99259965383681e-06,6.05203831582912e-06,5.94386619923171e-08,0.99186772729363
56,84,5.98310271016089e-06,6.02480895395274e-06,4.17062437918503e-08,0.697067154154349
56,85,5.97514690525713e-06,6.00462999500451e-06,2.9483089747373e-08,0.493428700831319
56,86,5.97507141719689e-06,5.99578925175592e-06,2.07178345590364e-08,0.346737856545251
56,87,5.98967608311796e-06,6.00405201112153e-06,1.43759280035738e-08,0.240011776998971
56,88,6.01331203142763e-06,6.02332056587329e-06,1.00085344456602e-08,0.166439632491249
56,89,6.03969920121017e-06,6.04683918936644e-06,7.13998815626837e-09,0.118217611811491
56,90,6.0698030210915e-06,6.07500214755419e-06,5.19912646268494e-09,0.0856556043848357
56,91,6.10530560152256e-06,6.10912957199616e-06,3.82397047360428e-09,0.0626335637097452
56,92,6.14104783380753e-06,6.14388773101382e-06,2.83989720628597e-09,0.0462445055492296
56,93,6.18208696323563e-06,6.18419062448083e-06,2.10366124520078e-09,0.0340283347308293
56,94,6.21218350715935e-06,6.21378148935037e-06,1.59798219101503e-09,0.0257233578044404
56,95,6.24626090939273e-06,6.24746917310404e-06,1.20826371130534e-09,0.0193437918913766
56,96,6.27158442512155e-06,6.27251029072795e-06,9.25865606404841e-10,0.0147628660262657
56,97,6.28357793175383e-06,6.28428506388445e-06,7.07132130628452e-10,0.0112536541809243
56,98,6.289515113167e-06,6.29008354735561e-06,5.6843418860808e-10,0.00903780622798842
56,99,6.30150361757842e-06,6.30196700512897e-06,4.63387550553307e-10,0.00735360286488863
56,100,6.30750309937866e-06,6.30791510047857e-06,4.12001099903136e-10,0.00653192068892874
56,101,6.32440833214787e-06,6.32477849649149e-06,3.70164343621582e-10,0.00585294819975465
56,102,6.41006135992939e-06,6.41037922832766e-06,3.17868398269638e-10,0.00495889790161291
56,103,6.69114979245933e-06,6.69138125886093e-06,2.3146640160121e-10,0.00345929188227207
56,104,7.52082360122586e-06,7.52099958845065e-06,1.75987224793062e-10,0.00233999936874436
56,105,1.02902322396403e-05,1.02903541119304e-05,1.21872290037572e-10,0.00118434926636634
56,106,8.99511360330507e-06,8.9952300186269e-06,1.16415321826935e-10,0.00129420624308914
57,49,6.21012304691249e-06,6.68597249386949e-06,4.75849446957e-07,7.66248016927104
57,50,6.27174449618906e-06,6.73406611895189e-06,4.62321622762829e-07,7.37149963688337
57,51,6.17791010881774e-06,6.62996171740815e-06,4.52051608590409e-07,7.31722541487282
57,52,6.23331561655505e-06,6.67515087116044e-06,4.41835254605394e-07,7.08828626344421
57,53,6.19413413005532e-06,6.62362754155765e-06,4.29493411502335e-07,6.93387328211602
57,54,6.24385256742244e-06,6.67207132210024e-06,4.282187546778e-07,6.85824577140161
57,55,6.2259327933134e-06,6.64769549985067e-06,4.21762706537265e-07,6.77428942037785
57,56,6.19624097453197e-06,6.60959040033049e-06,4.13349425798515e-07,6.67097079499457
57,57,6.23570849711541e-06,6.65100424157572e-06,4.15295744460309e-07,6.65996084731064
57,58,6.19744059804361e-06,6.60467048874125e-06,4.07229890697636e-07,6.57093657059317
57,59,6.23815003564232e-06,6.65253537590615e-06,4.14385340263834e-07,6.64276007944984
57,60,6.20865330347442e-06,6.61879721519654e-06,4.10143911722116e-07,6.6060044211616
57,61,6.18734020463307e-06,6.60031764709856e-06,4.1297744246549e-07,6.67455528235303
57,62,6.18403100816067e-06,6.60396199236857e-06,4.19930984207895e-07,6.79057048151502
57,63,6.19721913608373e-06,6.63315540805343e-06,4.35936271969695e-07,7.03438530084286
57,64,6.18360445514554e-06,6.63338596496033e-06,4.49781509814784e-07,7.27377556370878
57,65,6.18542435404379e-06,6.66690539219417e-06,4.81481038150378e-07,7.78412297348045
57,66,6.20657920080703e-06,6.73579643262201e-06,5.29217231814982e-07,8.5267135839686
57,67,6.23771165919607e-06,6.79713684803573e-06,5.59425188839668e-07,8.96843617346315
57,68,6.2706876633456e-06,6.85138911649119e-06,5.80701453145593e-07,9.26057051988094
57,69,6.28046927886317e-06,6.87060219206614e-06,5.90132913202979e-07,9.39631876218331
57,70,6.25902475803741e-06,6.85759550833609e-06,5.98570750298677e-07,9.56332293669286
57,71,6.23403275312739e-06,6.84783663018607e-06,6.13803877058672e-07,9.84601623645221
57,72,6.26916744295158e-06,6.89857506586122e-06,6.29407622909639e-07,10.0397322074605
57,73,6.28798943580477e-06,6.94226082487148e-06,6.54271389066707e-07,10.4050968238144
57,74,6.41864426143002e-06,7.10120866642683e-06,6.8256440499681e-07,10.6340899603734
57,75,6.44009560346603e-06,7.08463403498172e-06,6.44538431515684e-07,10.0082121633225
57,76,6.4129944803426e-06,7.02022725818097e-06,6.07232777838362e-07,9.4687868467637
57,77,6.35761125522549e-06,6.90037722961279e-06,5.42765974387294e-07,8.53726270132008
57,78,6.2607609834231e-06,6.70389272272587e-06,4.43131739302771e-07,7.07792136572649
57,79,6.15404451309587e-06,6.47799151920481e-06,3.23947006108938e-07,5.26396917376167
57,80,6.07488800596911e-06,6.29496298643062e-06,2.20074980461504e-07,3.62270020855135
57,81,6.02699628871051e-06,6.17074192632572e-06,1.43745637615211e-07,2.38502946956296
57,82,5.9961903389194e-06,6.09058452027966e-06,9.43941813602578e-08,1.57423590688198
57,83,5.97831831328222e-06,6.04089473199565e-06,6.25764187134337e-08,1.04672276440024
57,84,5.96800646235351e-06,6.01017836743267e-06,4.2171905079158e-08,0.706633033076967
57,85,5.96138988839812e-06,5.99035274717608e-06,2.89628587779589e-08,0.485840706952007
57,86,5.96223480897606e-06,5.9821850300068e-06,1.99502210307401e-08,0.334609784249109
57,87,5.97515054323594e-06,5.98885799263371e-06,1.37074493977707e-08,0.229407598998287
57,88,5.99605027673533e-06,6.00557768848375e-06,9.52741174842231e-09,0.158894794217931
57,89,6.02182763032033e-06,6.02862155574257e-06,6.79392542224377e-09,0.112821652151514
57,90,6.05214654569863e-06,6.0571069298021e-06,4.96038410346955e-09,0.0819607401442548
57,91,6.08677555646864e-06,6.0904258134542e-06,3.65025698556565e-09,0.0599702905372679
57,92,6.12285293755122e-06,6.12557505519362e-06,2.72211764240637e-09,0.0444583214748101
57,93,6.16282250121003e-06,6.164859769342e-06,2.03726813197136e-09,0.0330573877727511
57,94,6.19960337644443e-06,6.20114406046923e-06,1.54068402480334e-09,0.0248513321135544
57,95,6.23288860879256e-06,6.23405367150554e-06,1.16506271297112e-09,0.018692179278282
57,96,6.25885240879143e-06,6.25975553703029e-06,9.03128238860518e-10,0.0144296139271785
57,97,6.2796384554531e-06,6.2803328546579e-06,6.94399204803631e-10,0.0110579487932244
57,98,6.28708812655532e-06,6.28763291388168e-06,5.44787326361984e-10,0.00866517719166236
57,99,6.30602244200418e-06,6.30645354249282e-06,4.31100488640368e-10,0.00683632975627908
57,100,6.32761611996102e-06,6.32796900390531e-06,3.52883944287896e-10,0.00557688610683402
57,101,6.36432469036663e-06,6.3646407397755e-06,3.16049408866093e-10,0.0049659535652617
57,102,6.49647745376569e-06,6.49674893793417e-06,2.71484168479219e-10,0.00417894421109478
57,103,7.05811316947802e-06,7.05829688740778e-06,1.83717929758132e-10,0.00260293261593761
57,104,7.85450538387522e-06,7.85465726949042e-06,1.51885615196079e-10,0.00193373876231456
57,105,9.50218691286864e-06,9.50232697505271e-06,1.40062184073031e-10,0.00147399946304305
58,48,6.23016876488691e-06,6.72918531563482e-06,4.99016550747911e-07,8.00967950596068
58,49,6.20291802988504e-06,6.68127267999807e-06,4.78354650113033e-07,7.71176803898372
58,50,6.20726586930687e-06,6.6730262915371e-06,4.65760422230233e-07,7.50347144840828
58,51,6.21309754933463e-06,6.67498670736677e-06,4.61889158032136e-07,7.43412049085887
58,52,6.23536379862344e-06,6.69380642648321e-06,4.58442627859768e-07,7.35229960376933
58,53,6.17978139416664e-06,6.6279076236242e-06,4.48126229457557e-07,7.25148999413738
58,54,6.19972252025036e-06,6.65624565954204e-06,4.56523139291676e-07,7.36360599688968
58,55,6.20477976553957e-06,6.66662936055218e-06,4.61849595012609e-07,7.44344863902589
58,56,6.22371317149373e-06,6.68476968712639e-06,4.61056515632663e-07,7.40806176197877
58,57,6.20717264609993e-06,6.6615848481888e-06,4.54412202088861e-07,7.32075983699882
58,58,6.20160790276714e-06,6.65379775455222e-06,4.52189851785079e-07,7.29149373637945
58,59,6.20775244897231e-06,6.67124595565838e-06,4.63493506686063e-07,7.46636581429394
58,60,6.21028266323265e-06,6.67430231260369e-06,4.64019649371039e-07,7.47179596378472
58,61,6.19520415057195e-06,6.66773576085689e-06,4.72531610284932e-07,7.62737754560206
58,62,6.20544778939802e-06,6.70408326186589e-06,4.98635472467868e-07,8.03544706829673
58,63,6.16318629909074e-06,6.68279244564474e-06,5.19606146553997e-07,8.43080383000356
58,64,6.1688347159361e-06,6.71148700348567e-06,5.42652287549572e-07,8.79667412951956
58,65,6.19719730821089e-06,6.76813624522765e-06,5.70938937016763e-07,9.21285717755517
58,66,6.23129426458036e-06,6.82447762301308e-06,5.93183358432725e-07,9.51942458895693
58,67,6.22883362666471e-06,6.83752023178386e-06,6.08686605119146e-07,9.77208000087608
58,68,6.24709446128691e-06,6.87230522089521e-06,6.25210759608308e-07,10.0080247462676
58,69,6.33408217254328e-06,6.97440282237949e-06,6.40320649836212e-07,10.1091307689668
58,70,6.2991102822707e-06,6.9409079515026e-06,6.41797669231892e-07,10.1887034910038
58,71,6.30713475402445e-06,6.95578955856035e-06,6.48654804535909e-07,10.2844608500241
58,72,6.34578418612364e-06,7.00877080817008e-06,6.62986622046446e-07,10.4476704943134
58,73,6.32078081252985e-06,7.00239979778416e-06,6.81618985254318e-07,10.7837782304225
58,74,6.46055150355096e-06,7.17647299097735e-06,7.15921487426385e-07,11.0814299217782
58,75,6.48951618131832e-06,7.18269075150602e-06,6.93174570187693e-07,10.6814522195533
58,76,6.47636079520453e-06,7.1484923864773e-06,6.72131591272773e-07,10.3782295725473
58,77,6.42402483208571e-06,7.03407249602606e-06,6.1004766394035e-07,9.49634660335339
58,78,6.31554621577379e-06,6.81790288581396e-06,5.02356670040172e-07,7.95428697498055
58,79,6.18566446064506e-06,6.54946279610158e-06,3.63798335456522e-07,5.88131376622689
58,80,6.08554000791628e-06,6.32852425042074e-06,2.42984242504463e-07,3.99281316347243
58,81,6.02145155426115e-06,6.17769865129958e-06,1.56247097038431e-07,2.59484105502536
58,82,5.98489168623928e-06,6.08414256930701e-06,9.92508830677252e-08,1.6583572146498
58,83,5.96212748860125e-06,6.02578347752569e-06,6.36559889244381e-08,1.06767238785382
58,84,5.95017763771466e-06,5.99182021687739e-06,4.16425791627262e-08,0.699854385838474
58,85,5.9454291658767e-06,5.97332109464332e-06,2.78919287666213e-08,0.469132302958123
58,86,5.94708990320214e-06,5.96603968006093e-06,1.89497768587898e-08,0.318639488678094
58,87,5.95816754866973e-06,5.97111784372828e-06,1.29502950585447e-08,0.217353657022218
58,88,5.9777194110211e-06,5.98672977503156e-06,9.0103640104644e-09,0.150732468202707
58,89,6.00433531872113e-06,6.01075362283154e-06,6.41830411041155e-09,0.106894498220306
58,90,6.0355832829373e-06,6.04026581640937e-06,4.68253347207792e-09,0.0775821201128237
58,91,6.07008405495435e-06,6.07353285886347e-06,3.44880390912294e-09,0.0568164110727274
58,92,6.10701590630924e-06,6.10959159530466e-06,2.57568899542093e-09,0.0421759012083128
58,93,6.14659984421451e-06,6.14853297520312e-06,1.93313098861836e-09,0.031450412221611
58,94,6.18801004748093e-06,6.18947433395078e-06,1.46428646985441e-09,0.023663285266489
58,95,6.22155630480847e-06,6.222675438039e-06,1.11913323053159e-09,0.0179879948955319
58,96,6.2503722801921e-06,6.2512463046005e-06,8.74024408403784e-10,0.0139835576062187
58,97,6.27525059826439e-06,6.27592953605927e-06,6.78937794873491e-10,0.0108192937356362
58,98,6.29053101874888e-06,6.29105170446564e-06,5.20685716765001e-10,0.00827729352598535
58,99,6.31605689704884e-06,6.31647026239079e-06,4.13365341955796e-10,0.00654467413282708
58,100,6.35606011201162e-06,6.35638980384101e-06,3.29691829392686e-10,0.00518704706347314
58,101,6.41617089058855e-06,6.41644965071464e-06,2.78760126093403e-10,0.0043446493375402
58,102,6.60958130538347e-06,6.60981640976388e-06,2.35104380408302e-10,0.0035570238044702
58,103,7.10509675627691e-06,7.105271834007e-06,1.75077730091289e-10,0.00246411465032645
58,104,7.89738442108501e-06,7.89753721619491e-06,1.52795109897852e-10,0.00193475588563105
59,48,6.25591746938881e-06,6.77283242112026e-06,5.16914951731451e-07,8.26281603395182
59,49,6.2231624724518e-06,6.71763518766966e-06,4.94472715217853e-07,7.94568223803806
59,50,6.20627361058723e-06,6.68597522235359e-06,4.79701611766359e-07,7.72930170123405
59,51,6.23493588136625e-06,6.71037605570746e-06,4.75440174341202e-07,7.62542203139736
59,52,6.20019318375853e-06,6.66918504066416e-06,4.68991856905632e-07,7.56414909996935
59,53,6.20345463175909e-06,6.66727646603249e-06,4.63821834273404e-07,7.47683124655785
59,54,6.21863773631048e-06,6.68726352159865e-06,4.68625785288168e-07,7.53582705986993
59,55,6.21002163825324e-06,6.68214170218562e-06,4.7212006393238e-07,7.60255102855291
59,56,6.20603077550186e-06,6.68107531964779e-06,4.75044544145931e-07,7.65456313915097
59,57,6.23794494458707e-06,6.73439399179188e-06,4.96449047204806e-07,7.95853524862536
59,58,6.23849246039754e-06,6.74680450174492e-06,5.08312041347381e-07,8.14799480121499
59,59,6.24978792984621e-06,6.77285379424575e-06,5.23065864399541e-07,8.36933781227378
59,60,6.24584799879813e-06,6.77878506394336e-06,5.32937065145234e-07,8.53266146162675
59,61,6.23421283307835e-06,6.77946763971704e-06,5.45254806638695e-07,8.74616926367363
59,62,6.2395483837463e-06,6.8100989665254e-06,5.70550582779106e-07,9.14410062538117
59,63,6.24751828581793e-06,6.83922962707584e-06,5.91711341257906e-07,9.47114220699617
59,64,6.25156781097758e-06,6.85819713908131e-06,6.06629328103736e-07,9.70363509515984
59,65,6.26252676738659e-06,6.88376076141139e-06,6.21233994024806e-07,9.91986169640042
59,66,6.2755125327385e-06,6.90743945597205e-06,6.3192692323355e-07,10.0697260970618
59,67,6.27899999017245e-06,6.91936702423845e-06,6.40367034066003e-07,10.1985512831386
59,68,6.28026646154467e-06,6.93364154358278e-06,6.5337508203811e-07,10.4036203883841
59,69,6.32158980806707e-06,6.98619442118797e-06,6.646046131209e-07,10.5132511488295
59,70,6.34862544757198e-06,7.02071520208847e-06,6.72089754516492e-07,10.5863822029937
59,71,6.37584935248015e-06,7.05752972862683e-06,6.81680376146687e-07,10.6916010473416
59,72,6.43990779281012e-06,7.14187081030104e-06,7.01963017490925e-07,10.9002029233188
59,73,6.39722202322446e-06,7.10846779838903e-06,7.11245775164571e-07,11.1180411213253
59,74,6.49918547424022e-06,7.24877190805273e-06,7.4958643381251e-07,11.5335442692554
59,75,6.53646566206589e-06,7.27683664081269e-06,7.40370978746796e-07,11.3267783695937
59,76,6.5455255935376e-06,7.28076474842965e-06,7.35239154892042e-07,11.2326984958694
59,77,6.50137371849269e-06,7.18362935003825e-06,6.82255631545559e-07,10.4940226648551
59,78,6.3845977820165e-06,6.95480321155628e-06,5.70205429539783e-07,8.93095303741578
59,79,6.22858988208463e-06,6.6416046138329e-06,4.13014731748262e-07,6.63095081819757
59,80,6.10043161941576e-06,6.36998220215901e-06,2.6955058274325e-07,4.418549367644
59,81,6.01897318119882e-06,6.18664444118622e-06,1.67671259987401e-07,2.78571202993806
59,82,5.97259668211336e-06,6.0758789004467e-06,1.03282218333334e-07,1.72926825349921
59,83,5.94436687606503e-06,6.00854400545359e-06,6.4177129388554e-08,1.0796293487026
59,84,5.9311914810678e-06,5.97193138673902e-06,4.07399056712165e-08,0.686875576370401
59,85,5.92750848227297e-06,5.95419351157034e-06,2.66850292973686e-08,0.450189643375018
59,86,5.92984133618302e-06,5.94777793594403e-06,1.79365997610148e-08,0.302480264548873
59,87,5.94022912991932e-06,5.95243909629062e-06,1.22099663713016e-08,0.205547060631101
59,88,5.95960364080383e-06,5.9681028687919e-06,8.49922798806801e-09,0.142613980733149
59,89,5.9868498283322e-06,5.99289887759369e-06,6.04904926149175e-09,0.101038934246608
59,90,6.01940428168746e-06,6.02380578129669e-06,4.40149960923009e-09,0.0731218473333076
59,91,6.054669029254e-06,6.05791228736052e-06,3.24325810652226e-09,0.0535662327841868
59,92,6.0921183830942e-06,6.09453400102211e-06,2.4156179279089e-09,0.0396515263822237
59,93,6.13225802226225e-06,6.13407382843434e-06,1.81580617208965e-09,0.0296107268398955
59,94,6.17538717051502e-06,6.17677096670377e-06,1.38379618874751e-09,0.0224082498884374
59,95,6.21366052655503e-06,6.21473236606107e-06,1.0718395060394e-09,0.0172497274586973
59,96,6.24841504759388e-06,6.24925587544567e-06,8.40827851789072e-10,0.0134566581346554
59,97,6.27615781922941e-06,6.27680947218323e-06,6.51652953820303e-10,0.0103829918333748
59,98,6.29977284916095e-06,6.30027807346778e-06,5.05224306834862e-10,0.00801972259844498
59,99,6.33422405371675e-06,6.33462104815408e-06,3.96994437323883e-10,0.0062674517661076
59,100,6.39075688013691e-06,6.39106201560935e-06,3.05135472444817e-10,0.00477463746732736
59,101,6.48210016152007e-06,6.48235391054186e-06,2.53749021794647e-10,0.00391461124437704
59,102,6.70020017423667e-06,6.70041481498629e-06,2.14640749618411e-10,0.00320349756778519
59,103,7.37382742954651e-06,7.37399204808753e-06,1.646185410209e-10,0.00223247075679155
59,104,7.85944303061115e-06,7.85959218774224e-06,1.4915713109076e-10,0.00189780790457822
60,48,6.27722783974605e-06,6.81037363392534e-06,5.33145794179291e-07,8.49333189411298
60,49,6.2426788645098e-06,6.75063438393408e-06,5.07955519424286e-07,8.13681963222647
60,50,6.21628169028554e-06,6.70779309075442e-06,4.9151140046888e-07,7.90683924824364
60,51,6.2460389926855e-06,6.73105159876286e-06,4.85012606077362e-07,7.76512293063399
